locus_tag	common gene name	strand	start	end	25C
SL1344_2353	aroC	-	2492257	2493342	45
SL1344_2354	yfcB	-	2493378	2494310	96
SL1344_2355	yfcN	+	2494476	2495027	14
SL1344_2356	sixA	-	2495127	2495612	163
SL1344_2357	fadJ	-	2495821	2497968	6
SL1344_2358	fadI	-	2497968	2499278	1
SL1344_2359	yfcZ	-	2499456	2499740	34
SL1344_2360	fadL	+	2500105	2501418	129
SL1344_2361	vacJ	-	2501479	2502234	73
SL1344_2362	yfdC	+	2502523	2503464	2
SL1344_2363	pgtE	-	2503771	2504709	5
STnc3750		-	2503803	2503726	14
SL1344_2364	pgtA	-	2504977	2506224	3
SL1344_2365	pgtB	-	2506214	2508220	5
SL1344_2366	pgtC	-	2508217	2509410	2
SL1344_2367	pgtP	+	2509846	2511237	1
SL1344_2368		-	2511513	2511755	14
SL1344_2369	lpxP	+	2512277	2513197	12
SL1344_2369A	ypdK	+	2513600	2513671	339
SL1344_2370	yfdZ	-	2513721	2514959	30
tpke70		-	2513722	2513324	7
STnc3760		+	2515508	2515633	33
SL1344_2371	glk	-	2515680	2516645	30
SL1344_2372		+	2516849	2518084	3
SL1344_2373		-	2518104	2519756	3
SL1344_2374		+	2519936	2520934	14
SL1344_2375	ypeC	+	2521048	2521374	19
SL1344_2376	mntH	-	2521435	2522676	10
SL1344_2377	nupC	+	2523019	2524221	156
SL1344_2378	yfeA	-	2524274	2526463	9
SL1344_2379	yfeC	+	2527069	2527431	76
SL1344_2380	yfeD	+	2527433	2527825	36
SL1344_2381	gltX	-	2527879	2529294	55
SL1344_2382	xapR	-	2530110	2530994	2
SL1344_2383		-	2531046	2531204	1
SL1344_2384	xapB	-	2531263	2532519	3
SL1344_2385	flhAb	-	2532574	2533407	1
SL1344_2386	yfeN	+	2533663	2534424	5
SL1344_2387	yfeR	-	2534486	2535412	3
SL1344_2388	yfeH	+	2535502	2536500	16
SL1344_2389		-	2536497	2536724	27
SL1344_2390	lig	-	2536717	2538732	24
SL1344_2391	zipA	-	2538804	2539790	195
SL1344_2392	cysZ	+	2540022	2540783	15
SL1344_2393	cysK	+	2540947	2541918	20
SL1344_2394	ptsH	+	2542302	2542559	162
SL1344_2395	ptsI	+	2542608	2544335	194
SL1344_2396	crr	+	2544376	2544885	420
SL1344_2397		-	2545034	2545273	17
SL1344_2398	pdxK	-	2545270	2546136	24
SL1344_2399	ptsJ	+	2546219	2547511	17
SL1344_2400	yfeJ	+	2547526	2548245	10
SL1344_2401	yfeK	+	2548304	2548684	22
SL1344_2402	yfeL	+	2548697	2549236	17
SL1344_2403	cysM	-	2549367	2550278	10
SL1344_2404	cysA	-	2550346	2551443	2
SL1344_2405	cysW	-	2551433	2552308	2
SL1344_2406	cysU	-	2552308	2553141	2
SL1344_2407	cysP	-	2553141	2554157	1
SL1344_2408	ucpA	-	2554315	2555106	28
SL1344_2409		-	2555344	2556243	39
SL1344_2410	yfeY	-	2556338	2556913	15
SL1344_2411	yfeZ	-	2556975	2557424	19
SL1344_2412		-	2557411	2557836	21
SL1344_2413	amiA	+	2558049	2558918	26
SL1344_2414	hemF	+	2558921	2559820	16
SL1344_2415		+	2559841	2560170	19
SL1344_2416		+	2560299	2561576	4
SL1344_2417	eutR	-	2561776	2562828	2
SL1344_2418	eutK	-	2562876	2563370	3
SL1344_2419	eutL	-	2563383	2564042	2
SL1344_2420	eutC	-	2564052	2564948	1
SL1344_2421	eutB	-	2564967	2566328	0
SL1344_2422	eutA	-	2566340	2567743	1
SL1344_2423	eutH	-	2567740	2568966	1
SL1344_2424	eutG	-	2569086	2570273	0
SL1344_2425	eutJ	-	2570263	2571102	0
SL1344_2426	eutE	-	2571113	2572516	0
SL1344_2427	eutN	-	2572528	2572827	0
SL1344_2428	eutM	-	2572928	2573218	2
SL1344_2429	eutD	-	2573259	2574275	0
SL1344_2430	eutT	-	2574272	2575075	0
SL1344_2431	eutQ	-	2575072	2575761	0
SL1344_2432	eutP	-	2575739	2576218	1
SL1344_2433	eutS	-	2576231	2576566	0
SL1344_2434	tnpA_1b	-	2577047	2577505	0
SL1344_2435	maeB	-	2577695	2579974	22
SL1344_2436	tal	+	2580246	2581196	4
SL1344_2437	tktB	+	2581216	2583216	7
SL1344_2438		-	2583279	2583509	67
SL1344_2439	ypfG	-	2583637	2584680	7
SL1344_2440	yffH	-	2584805	2585380	39
SL1344_2441		+	2585584	2586882	5
SL1344_2442	aegA	-	2587331	2589292	2
SL1344_2443	narQ	+	2589478	2591178	1
SL1344_2444	acrD	+	2591363	2594476	6
SL1344_2444A	ypfM	-	2594578	2594637	480
SL1344_2445	yffB	+	2595050	2595406	25
SL1344_2446	dapE	+	2595410	2596537	46
SL1344_2447		+	2596565	2596765	46
SL1344_2448	ypfI	-	2596792	2598810	12
SL1344_2449		-	2598826	2599689	26
SL1344_2450	purC	-	2599820	2600533	20
SL1344_2451	nlpB	-	2600708	2601742	138
SL1344_2452	dapA	-	2601759	2602637	178
SL1344_2453	gcvR	+	2602783	2603355	46
SL1344_2454	bcp	+	2603355	2603825	104
SL1344_2455		-	2603872	2604114	7
SL1344_2456	perM	-	2604412	2605479	49
SL1344_2457		+	2605687	2607150	20
SL1344_2458	yfgD	+	2607190	2607549	26
SL1344_2459	yfgE	-	2607576	2608301	100
SL1344_2460	uraA	-	2608372	2609661	33
SL1344_2461	upp	-	2609749	2610375	146
SL1344_2462	purM	+	2610774	2611826	44
SL1344_2463	purN	+	2611826	2612464	32
SL1344_2464	ppk	+	2612653	2614719	35
SL1344_2465	ppx	+	2614724	2616265	23
SL1344_2466		-	2616301	2618514	2
SL1344_2467		-	2618819	2619079	1
SL1344_2468		+	2618927	2619118	44
SL1344_2469		+	2619659	2619988	8
SL1344_2470		-	2620008	2620364	9
SL1344_2471	guaA	-	2620521	2622098	117
SL1344_2472	guaB	-	2622168	2623634	107
SL1344_2473	xseA	+	2623795	2625144	54
SL1344_2474	shdA	-	2625306	2631425	2
SL1344_2475	ratB	-	2632119	2639425	5
SL1344_2477	ratA	-	2639591	2645188	3
SL1344_2478	sinI	-	2645308	2646267	1
SL1344_2479	sinH	-	2646325	2648517	1
SL1344_2480	yfgJ	-	2648863	2649084	58
SL1344_2481	engA	-	2649173	2650645	64
SL1344_2482	yfgL	-	2650764	2651942	227
SL1344_2483	yfgM	-	2651953	2652573	152
SL1344_2484	hisS	-	2652587	2653861	142
SL1344_2485	gcpE	-	2653972	2655090	99
SL1344_2486	yfgA	-	2655117	2656121	139
SL1344_2487	yfgB	-	2656413	2657579	160
SL1344_2488	ndk	-	2657786	2658217	327
SL1344_2489		-	2658338	2659201	2
SL1344_2490		-	2659201	2660010	1
SL1344_2491		-	2660003	2660632	1
SL1344_2492		-	2660629	2663007	1
SL1344_2493	pbpC	-	2663163	2665478	7
SL1344_2494		-	2665479	2670413	18
SL1344_2495		+	2670622	2671464	18
SL1344_2496		+	2671711	2672379	6
STnc2070		-	2672567	2672469	1653
RyfA		+	2672651	2672944	53
SL1344_2497	sseBb	-	2672948	2673733	56
SL1344_2498	pepB	-	2673834	2675117	45
SL1344_2499	yfhJ	-	2675364	2675564	166
SL1344_2500	fdx	-	2675576	2675911	162
SL1344_2501	hscA	-	2675913	2677763	90
SL1344_2502	hscB	-	2677776	2678291	126
SL1344_2503	iscA	-	2678487	2678810	515
SL1344_2504	nifU	-	2678839	2679225	197
SL1344_2505	iscS	-	2679253	2680467	182
SL1344_2506	yfhP	-	2680648	2681142	205
SL1344_2507		-	2681302	2682033	83
SL1344_2508	suhB	+	2682152	2682955	399
SL1344_2509		+	2683100	2683978	5
SL1344_2510	asrA	+	2684160	2685203	1
SL1344_2511	asrB	+	2685207	2686025	1
SL1344_2512	asrC	+	2686036	2687049	2
SL1344_2513		-	2687050	2688036	13
SL1344_2514		-	2688027	2688665	8
SL1344_2515	csiE	+	2688791	2690068	7
SL1344_2516	hcaT	-	2690063	2691202	40
SL1344_2517	glyA	-	2691398	2692651	86
SL1344_2518	hmpA	+	2692976	2694166	2
SL1344_2519	cadC	+	2694348	2695892	48
SL1344_2520	cadB	+	2696253	2697584	13
SL1344_2521	cadA	+	2697730	2699811	12
SL1344_2522	yjdL	+	2699867	2701327	6
SL1344_2523	glnB	-	2701376	2701714	398
SL1344_2524	yfhA	-	2701791	2703128	33
SL1344_2525	yfhG	-	2703125	2703889	40
SL1344_2526	yfhK	-	2703891	2705333	24
GlmY		-	2705564	2705381	1423
SL1344_2527	purG	-	2705971	2709858	13
SL1344_2529	yfhD	+	2710114	2711658	25
SL1344_2530	yfhC	-	2711709	2712260	38
SL1344_2531	yfhB	-	2712285	2712920	18
SL1344_2532		-	2712924	2714285	10
SL1344_2533	murQ	-	2714296	2715189	14
SL1344_2534	yfhH	+	2715305	2716153	11
SL1344_2535		-	2716192	2717058	6
SL1344_2536		-	2717131	2718327	1
SL1344_2537		+	2718443	2719369	4
SL1344_2538	yfhL	+	2719407	2719667	78
SL1344_2539	acpS	-	2719779	2720159	56
SL1344_2540	pdxJ	-	2720159	2720890	29
SL1344_2541	recO	-	2720902	2721630	157
SL1344_2542	era	-	2721642	2722547	133
SL1344_2543	rnc	-	2722544	2723146	148
SL1344_2544	lepB	-	2723498	2724472	147
SL1344_2545	lepA	-	2724489	2726288	109
SL1344_2546	gogB	+	2726744	2728186	17
SL1344_2547		+	2729142	2729588	8
STnc1380		-	2729701	2729634	470
SL1344_2548		-	2730253	2730318	11
SL1344_2549		+	2730700	2730927	5
SL1344_2550		-	2731024	2731602	0
SL1344_2551		-	2731592	2732416	1
SL1344_2552		-	2732413	2734785	1
SL1344_2552A		-	2734839	2735081	0
SL1344_2553		-	2735120	2738482	1
SL1344_2554		-	2738544	2739191	1
SL1344_2555		-	2739089	2739826	2
SL1344_2556		-	2739833	2740534	4
SL1344_2557		-	2740541	2740870	5
SL1344_2558		-	2740873	2743968	1
STnc3770		+	2743288	2743373	146
SL1344_2559		-	2743940	2744257	0
SL1344_2560		-	2744275	2744670	1
SL1344_2561		-	2744721	2745467	3
SL1344_2562		-	2745475	2745876	3
SL1344_2563	gipA	+	2745865	2747115	469
SL1344_2564		-	2747164	2747742	1
SL1344_2565		-	2747770	2748153	4
SL1344_2566		-	2748164	2748523	3
SL1344_2567		-	2748581	2749609	2
SL1344_2568		-	2749664	2750011	1
SL1344_2569		-	2750024	2751472	1
SL1344_2570		-	2751510	2753090	2
SL1344_2571		-	2753087	2753290	2
SL1344_2572		-	2753274	2755205	1
SL1344_2573		-	2755177	2755722	0
SL1344_2574		+	2756009	2756410	11
STnc1920		+	2756549	2756646	66
SL1344_2575		-	2756646	2757119	1
SL1344_2576		-	2757116	2757568	0
SL1344_2577		+	2758157	2758843	11
IsrI		-	2759265	2759018	27
STnc2080		-	2759518	2759410	277
IsrJ		-	2759717	2759646	330
SL1344_2578		-	2759753	2760316	13
STnc1160		-	2760451	2760372	3203
IsrK		-	2760556	2760480	513
SL1344_2579		-	2760589	2761266	0
SL1344_2580		-	2761263	2761403	0
SL1344_2581		-	2761400	2762011	0
SL1344_2582		-	2762220	2762822	32
SL1344_2583		-	2762857	2763105	57
SL1344_2584		-	2763222	2763455	90
SL1344_2585		-	2763714	2763905	177
SL1344_2586		-	2764017	2764298	5
SL1344_2587		-	2764291	2764944	3
SL1344_2588		-	2764947	2765417	2
SL1344_2589		-	2765419	2766084	2
SL1344_2590	gpP	-	2766099	2766791	0
SL1344_2591	gpO	-	2766788	2767693	1
STnc1390		+	2767704	2767767	1381
SL1344_2592	cIIa	-	2767785	2768207	1
SL1344_2593		+	2768450	2768833	685
SL1344_2594		+	2768985	2770070	910
SL1344_2595		-	2770178	2770384	9
SL1344_2596		+	2770636	2770791	1
STnc1400		-	2771060	2770951	728
SL1344_2597	recEb	+	2771095	2774295	1
SL1344_2597A		+	2774306	2775415	1
SL1344_2598		+	2775458	2775697	0
SL1344_2599		+	2775738	2776022	2
SL1344_2600		-	2776000	2777229	10
SL1344_2601	rseC	-	2777727	2778206	34
SL1344_2602	rseB	-	2778203	2779159	65
SL1344_2603	rseA	-	2779159	2779809	82
SL1344_2604	rpoE	-	2779841	2780416	103
SL1344_2605	nadB	+	2780841	2782463	5
SL1344_2606	yfiC	-	2782448	2783185	21
SL1344_2607	srmB	+	2783316	2784650	88
SL1344_2608	yfiE	-	2784668	2785567	9
SL1344_2609	yfiK	+	2785670	2786257	1
SL1344_2610	yfiD	-	2786319	2786702	15
SL1344_2611	ung	+	2787021	2787710	64
SL1344_2612	yfiF	-	2787826	2788863	138
SL1344_2613	trxC	+	2789067	2789486	141
SL1344_2614	yfiP	+	2789559	2790239	26
SL1344_2615	yfiQ	+	2790293	2792953	18
SL1344_2616	pssA	+	2793068	2794423	85
SL1344_2617	yfiM	+	2794468	2794791	22
SL1344_2618	kgtP	-	2794788	2796089	6
SL1344_2619		-	2796193	2796648	3
SL1344_2620	clpB	-	2802529	2805102	137
SL1344_2621	yfiH	-	2805232	2805963	99
SL1344_2622	rluD	-	2805960	2806940	80
SL1344_2623	yfiO	+	2807072	2807809	117
STnc3160		-	2807900	2807810	63
SL1344_2624	yfiA	+	2808081	2808419	190
STnc2090		+	2808306	2808464	76
sRNA3		+	2808504	2808645	588
SL1344_2625	pheA	+	2808670	2809830	11
SL1344_2626		-	2809791	2810699	5
STnc3790		+	2810663	2810737	13
SL1344_2627	tyrA	-	2810757	2811824	26
SL1344_2628	aroF	-	2811888	2812958	27
SL1344_2629	yfiR	+	2813398	2813916	19
SL1344_2630	yfiN	+	2813909	2815129	14
SL1344_2631	int	-	2815382	2816431	70
SL1344_2632		-	2816456	2816794	129
SL1344_2633		-	2816803	2817648	60
SL1344_2634		+	2817762	2818115	0
SL1344_2635	cIIb	+	2818166	2818675	0
SL1344_2636		+	2818683	2818883	0
SL1344_2637		+	2818847	2819185	0
SL1344_2638		+	2819253	2819480	1
SL1344_2639		+	2819480	2819704	0
SL1344_2640		+	2819701	2820222	0
SL1344_2641		+	2820291	2823074	1
SL1344_2642	gpF	+	2823088	2823573	2
SL1344_2643	gpD	+	2823570	2824736	3
SL1344_2644		+	2824931	2825620	40
STnc3800		-	2825000	2824672	72
SL1344_2645	gpB	+	2825697	2825915	33
SL1344_2646	rpl19	-	2826061	2826408	2844
SL1344_2647	trmD	-	2826449	2827216	1585
SL1344_2648	rimM	-	2827261	2827809	2718
SL1344_2649	rps16	-	2827828	2828076	1800
SL1344_2650	ffh	-	2828390	2829751	87
SL1344_2651	corE	+	2829917	2830708	70
SL1344_2652	corB	+	2830773	2832014	51
STnc4230		+	2831934	2832038	479
SL1344_2653		+	2832135	2832740	21
SL1344_2654	grpE	-	2832775	2833365	265
SL1344_2655	ppnK	+	2833488	2834366	14
SL1344_2656	recN	+	2834452	2836113	37
SL1344_2657	smpA	+	2836262	2836600	290
SL1344_2658	rnfH	-	2836766	2837056	40
SL1344_2659	yfjG	-	2837046	2837501	95
SL1344_2660	smpB	+	2837672	2838154	244
SL1344_2661	bapA	+	2838768	2850242	1
SL1344_2662		+	2850307	2851716	1
IsrL		-	2850588	2850244	3
STnc3070		-	2851225	2851166	102
SL1344_2663		+	2851713	2853893	1
SL1344_2664		+	2853901	2855064	1
SL1344_2665		-	2855616	2855834	12
SL1344_2666		-	2855903	2857003	1
SL1344_2667	gpU	-	2857000	2857485	1
SL1344_2668		-	2857482	2860289	1
SL1344_2669	gpE'	-	2860282	2860401	2
SL1344_2670	gpE	-	2860416	2860718	1
SL1344_2671		-	2860773	2861288	2
SL1344_2672		-	2861298	2862470	3
SL1344_2673		-	2862587	2862790	1
SL1344_2674	sopE	+	2863004	2863726	17
SL1344_2675		-	2863923	2864330	1
SL1344_2676		-	2864337	2865956	1
SL1344_2677	gpI	-	2865953	2866558	0
SL1344_2678	gpJ	-	2866551	2867459	1
SL1344_2679	gpW	-	2867446	2867805	0
SL1344_2680		-	2867802	2868380	0
SL1344_2681		-	2868449	2868895	0
SL1344_2682		-	2868888	2869319	0
SL1344_2683		-	2869282	2869485	0
SL1344_2684		-	2869415	2869843	1
SL1344_2685		-	2869840	2870214	2
SL1344_2686	nucD2	-	2870219	2870689	0
SL1344_2687	nucE2	-	2870709	2870924	0
SL1344_2688		-	2870928	2871131	1
SL1344_2689		-	2871131	2871595	0
SL1344_2690		-	2871689	2872342	1
SL1344_2691		-	2872346	2873428	1
SL1344_2692		-	2873445	2874278	1
SL1344_2693		+	2874421	2876187	0
SL1344_2694		+	2876187	2877218	0
SL1344_2695		-	2877245	2878222	149
SL1344_2696		-	2878212	2878793	259
SL1344_2697		-	2879070	2879447	424
SL1344_2698		-	2879425	2880480	199
SL1344_2699		-	2880640	2880873	56
SL1344_2700		-	2880885	2881073	49
SL1344_2701		-	2881397	2883640	3
SL1344_2702		-	2883631	2884488	3
SL1344_2703		-	2884485	2884712	1
SL1344_2704		-	2885007	2885348	3
SL1344_2705		-	2885312	2885608	9
SL1344_2706	cIIc	-	2885953	2886462	3
SL1344_2707	apl	-	2886495	2886743	17
SL1344_2708	cI	+	2886920	2887495	46
SL1344_2709		+	2887497	2888522	16
SL1344_2710		+	2888519	2889730	25
SL1344_2712		+	2890073	2891269	7
SL1344_2713		-	2891273	2892970	186
SL1344_2714		-	2892957	2893190	139
SL1344_2715		-	2893177	2893725	192
SL1344_2716		-	2894442	2895008	0
SL1344_2717		-	2895025	2895267	0
SL1344_2718		-	2895264	2896067	1
SL1344_2719		+	2896802	2897353	1301
SL1344_2720		+	2897350	2897577	4
SL1344_2721		+	2897574	2897894	1
SL1344_2722		+	2897858	2900242	3
SL1344_2723		+	2900734	2901979	1
SL1344_2725		+	2901981	2902619	0
SL1344_2726		+	2903009	2904202	72
SL1344_2727		-	2904537	2905364	50
SL1344_2728		+	2905815	2906030	1
SL1344_2729		+	2906066	2908135	1
SL1344_2730		+	2908638	2909921	271
SL1344_2731		+	2909966	2910784	148
SL1344_2732		-	2910939	2911229	214
SL1344_2733		+	2911390	2911674	3
SL1344_2734		+	2911787	2912308	1
SL1344_2735		+	2912305	2912679	1
SL1344_2736		+	2912676	2913656	1
SL1344_2737		+	2913667	2914680	0
SL1344_2738		+	2914975	2916177	38
SL1344_2739	hxlA	-	2916251	2916886	0
SL1344_2740	hxlB	-	2916910	2917473	1
SL1344_2741		-	2917473	2918315	0
SL1344_2742		-	2918445	2919986	1
SL1344_2743		+	2920209	2921888	0
SL1344_2744		+	2923005	2923880	1
SL1344_2745		+	2924046	2925920	11
SL1344_2746		-	2926180	2927463	17
IsrM		+	2927616	2927944	2
SL1344_2747		+	2928000	2928911	10
SL1344_2747A		-	2928907	2929495	1
IsrN		+	2929501	2929643	1
SL1344_2750		-	2929642	2929908	3
SL1344_2751		-	2930361	2930999	178
SL1344_2752		-	2930996	2932978	266
SL1344_2753		+	2933257	2933556	6
SL1344_2754		+	2933553	2934419	1
SL1344_2755	fljA	-	2935199	2935738	3
SL1344_2756	fljB	-	2935806	2937326	11
SL1344_2757	hin	+	2937418	2937990	8
SL1344_2758	iroB	+	2938953	2940068	2
SL1344_2759	iroC	+	2940149	2943802	2
SL1344_2760	iroD	+	2943912	2945156	1
SL1344_2761	iroE	+	2945188	2946123	3
SL1344_2762	iroN	-	2946165	2948345	1
SL1344_2763	pipB2	-	2949378	2950430	10
SL1344_2764	virK	+	2950949	2951878	61
SL1344_2765	mig-14	+	2952171	2953067	76
SL1344_2767	nixA	-	2953789	2954802	14
SL1344_2768	tctE	-	2954935	2956350	5
SL1344_2769	tctD	-	2956337	2957011	4
SL1344_2770		+	2957166	2958143	4
SL1344_2771		+	2958155	2958589	1
SL1344_2772		+	2958600	2960114	2
SL1344_2773	csiD	+	2960408	2961394	0
SL1344_2774	ygaF	+	2961420	2962688	1
SL1344_2775	gabD	+	2962710	2964158	0
SL1344_2776	gabT	+	2964173	2965456	1
SL1344_2777	gabP	+	2965586	2966986	3
SL1344_2778	ygaE	+	2967028	2967705	4
SL1344_2779	ygaU	-	2967727	2968176	17
SL1344_2780	yqaE	-	2968276	2968434	55
SL1344_2781		+	2968677	2968916	18
SL1344_2782	ygaP	+	2968926	2969453	5
SL1344_2783	stpA	-	2969801	2970202	329
SL1344_2784		+	2970901	2971350	25
SL1344_2785	ygaC	-	2971385	2971735	11
SL1344_2786	ygaM	+	2971885	2972223	22
SL1344_2787		-	2972307	2973641	7
SL1344_2788		+	2973730	2974161	4
SL1344_2789		+	2974158	2974334	1
STnc3080		-	2974404	2974260	5
SL1344_2790	nrdH	+	2974433	2974678	2
SL1344_2791	nrdI	+	2974675	2975085	2
SL1344_2792	nrdE	+	2975058	2977202	2
SL1344_2793	nrdF	+	2977213	2978172	13
SL1344_2794	proV	+	2978527	2979729	31
SL1344_2795	proW	+	2979722	2980786	14
SL1344_2796	proX	+	2980856	2981851	8
SL1344_2797		+	2982016	2983200	13
SL1344_2798	emrR	+	2983697	2984227	209
SL1344_2799	emrA	+	2984354	2985526	63
SL1344_2800	emrB	+	2985543	2987081	46
SL1344_2801		-	2987130	2988500	2
SL1344_2802	luxS	-	2988846	2989361	99
MicA		+	2989429	2989502	598
SL1344_2803	gshA	-	2989511	2991067	69
SL1344_2804	yqaA	-	2991144	2991569	93
SL1344_2805	yqaB	-	2991566	2992132	97
SL1344_2806	csrA	-	2993527	2993712	2091
SL1344_2807	alaS	-	2993947	2996577	132
SL1344_2808	oraA	-	2996813	2997313	29
SL1344_2809	recA	-	2997430	2998491	135
SL1344_2810	ygaD	-	2998576	2999073	46
SL1344_2811	mltB	-	2999551	3000630	34
SL1344_2812	srlA	+	3000884	3001447	53
SL1344_2813	srlE	+	3001444	3002415	10
SL1344_2814	slrB	+	3002427	3002789	15
SL1344_2815	gutD	+	3002801	3003580	13
SL1344_2816	gutM	+	3003656	3004015	50
SL1344_2817	srlR	+	3004213	3004986	29
SL1344_2818	gutQ	+	3004979	3005944	17
SL1344_2819	norR	-	3005941	3007461	6
SL1344_2820	norV	+	3007647	3009086	1
SL1344_2821	norW	+	3009083	3010216	1
C0664		+	3010214	3010321	3
SL1344_2822	hydA	-	3010313	3012553	9
SL1344_2823	hydN	-	3012699	3013244	2
SL1344_2824		-	3013445	3014254	3
SL1344_2825	hycI	-	3014281	3014751	2
SL1344_2826	hycH	-	3014744	3015154	5
SL1344_2827	hycG	-	3015151	3015918	2
SL1344_2828	hycF	-	3015918	3016460	2
SL1344_2829	hycE	-	3016470	3018179	1
SL1344_2830	hycD	-	3018197	3019120	1
SL1344_2831	hycC	-	3019123	3020949	1
SL1344_2832	hycB	-	3020949	3021557	1
SL1344_2833	hycA	-	3021703	3022164	1
SL1344_2834		+	3022374	3022730	5
SL1344_2835	hypB	+	3022799	3023671	3
SL1344_2836	hypC	+	3023662	3023934	6
SL1344_2837	hypD	+	3023934	3025055	4
SL1344_2838	hypE	+	3025052	3026062	5
SL1344_2839	fhlA	+	3026281	3028359	7
SL1344_2840	ygbA	-	3028421	3028765	12
SL1344_2841	sitA	+	3028947	3029864	16
SL1344_2842	sitB	+	3029861	3030682	11
SL1344_2843	sitC	+	3030679	3031539	12
SL1344_2844	sitD	+	3031530	3032378	15
SL1344_2845	avrA	-	3032477	3033382	24
SL1344_2846	sprB	-	3033543	3034298	6
SL1344_2847	hilC	-	3034683	3035570	24
SL1344_2848	orgC	-	3035915	3036367	45
SL1344_2849	orgB	-	3036364	3037044	51
SL1344_2850	orgA	-	3037001	3037600	45
STnc4240		+	3037101	3037394	654
SL1344_2851	prgK	-	3037572	3038330	42
SL1344_2852	prgJ	-	3038327	3038632	29
SL1344_2853	prgI	-	3038651	3038893	13
STnc3020		+	3038687	3038786	8
SL1344_2854	prgH	-	3038918	3040096	16
SL1344_2855	hilD	+	3040412	3041341	45
SL1344_2856	hilA	+	3042432	3044093	3
SL1344_2857	iagB	+	3044111	3044593	7
SL1344_2858	sptP	-	3044647	3046278	96
SL1344_2859	sicP	-	3046265	3046657	137
SL1344_2860	iacP	-	3046988	3047236	140
SL1344_2861	sipA	-	3047255	3049312	9
STnc1410		+	3048830	3049012	68
SL1344_2862	sipD	-	3049331	3050362	6
SL1344_2863	sipC	-	3050433	3051662	15
SL1344_2864	sipB	-	3051690	3053471	10
SL1344_2865	sicA	-	3053474	3053971	11
SL1344_2866	spaS	-	3054109	3055179	3
SL1344_2867	spaR	-	3055166	3055957	4
SL1344_2868	spaQ	-	3055961	3056221	6
SL1344_2869	spaP	-	3056247	3056921	6
SL1344_2870	spaO	-	3056911	3057822	5
SL1344_2871	invJ	-	3057822	3058832	4
SL1344_2872	invI	-	3058832	3059275	7
SL1344_2873	invC	-	3059253	3060548	7
SL1344_2874	invB	-	3060545	3060952	11
SL1344_2875	invA	-	3060976	3063033	6
SL1344_2876	invE	-	3063058	3064176	7
SL1344_2877	invG	-	3064173	3065861	6
SL1344_2878	invF	-	3065858	3066508	6
SL1344_2879	invH	+	3066965	3067408	15
InvR		+	3067500	3067579	917
SL1344_2880		+	3067839	3068288	85
SL1344_2881		+	3068273	3068620	66
SL1344_2882		-	3068893	3069219	6
SL1344_2883		+	3069460	3069567	0
SL1344_2884		+	3069908	3070198	55
SL1344_2885		+	3070195	3070722	11
SL1344_2885A		-	3070798	3071012	0
SL1344_2886	pphB	+	3071347	3072003	23
SL1344_2887		-	3072175	3072696	2
SL1344_2888	mutS	+	3072897	3075422	27
SL1344_2889		-	3075478	3075858	1
SL1344_2890		-	3075855	3077063	1
SL1344_2891		+	3077151	3078083	5
SL1344_2892		-	3078125	3079621	3
SL1344_2893		-	3079618	3080568	1
SL1344_2894	hyi	-	3080608	3081369	4
SL1344_2895	ygbL	-	3081374	3082012	2
SL1344_2896	ygbK	-	3082009	3083271	2
SL1344_2897	ygbJ	-	3083265	3084188	3
SL1344_2898	ygbI	+	3084385	3085149	18
SL1344_2899		-	3085168	3085572	30
SL1344_2900		+	3085743	3086336	1
SL1344_2901		+	3086336	3087763	1
SL1344_2902		+	3087774	3088010	2
SL1344_2903	rpoS	-	3088055	3089047	305
SL1344_2904	nlpD	-	3089110	3090243	423
SL1344_2905	pcm	-	3090419	3091045	93
SL1344_2906	surE	-	3091039	3091800	65
SL1344_2907	truD	-	3091781	3092830	63
SL1344_2908	ispF	-	3092827	3093306	64
SL1344_2909	ispD	-	3093306	3094016	81
SL1344_2910	ftsB	-	3094035	3094346	154
SL1344_2911	ygbE	-	3094537	3094893	23
SL1344_2912	cysC	-	3094911	3095516	4
SL1344_2913	cysN	-	3095503	3096942	3
SL1344_2914	cysD	-	3096952	3097860	1
SL1344_2915	iap	+	3098111	3099157	30
SL1344_2916	ygbF	-	3100256	3100552	9
SL1344_2917		-	3100549	3101469	6
SL1344_2918	ygcH	-	3101466	3102116	2
SL1344_2919		-	3102098	3102844	3
SL1344_2920	yghJ	-	3102855	3103913	2
SL1344_2921		-	3103927	3104487	2
SL1344_2922		-	3104484	3106040	1
SL1344_2923	ygcB	-	3106052	3108715	1
SL1344_2924	sopD	+	3109160	3110113	7
STnc3140		-	3109981	3109885	50
SL1344_2925	cysH	-	3110201	3110935	2
SL1344_2926	cysI	-	3111011	3112723	3
SL1344_2927	cysJ	-	3112723	3114522	1
SL1344_2928	ptpS	+	3114946	3115308	78
SL1344_2929		-	3115396	3116193	8
SL1344_2930	ygcF	-	3118020	3118691	89
SL1344_2931	eno	-	3118827	3120125	365
SL1344_2932	pyrG	-	3120208	3121845	240
SL1344_2933	mazG	-	3122073	3122873	22
SL1344_2934		+	3123527	3123631	0
SL1344_2935		-	3123641	3123898	53
SL1344_2936		-	3123903	3124178	77
SL1344_2937	relA	-	3124343	3126577	45
SL1344_2938	rumA	-	3126629	3127924	60
SL1344_2939	barA	+	3127982	3130738	13
SL1344_2940		-	3130782	3131924	5
SL1344_2941	gudD	-	3132002	3133342	3
