locus_tag	common gene name	strand	start	end	NonSPI2	InSPI2 (biological replicate 1)	InSPI2 (biological replicate 2)	InSPI2 average (biological replicate 1 and 2)	InSPI2 LowMg2+	Peroxide shock (InSPI2)	Nitric oxide shock (InSPI2)
SL1344_0385	aroM	+	441345	442022	65	41	47	44	77	20	54
SL1344_0386	yaiE	+	442093	442377	154	174	127	150	167	64	220
SL1344_0387	rdgC	-	442415	443326	47	52	45	49	35	7	15
SL1344_0388	yajF	+	443452	444360	23	22	21	22	19	10	14
SL1344_0389	araJ	-	444382	445554	11	10	11	11	16	5	12
SL1344_0390	sbcC	-	445727	448867	14	8	7	8	8	2	7
SL1344_0391	sbcD	-	448864	450066	18	9	8	9	11	1	8
SL1344_0392	phoB	+	450281	450970	70	184	155	169	381	21	77
SL1344_0393	phoR	+	451040	452335	29	62	59	61	142	4	32
SL1344_0394	brnQ	+	452744	454063	68	80	79	79	71	54	78
SL1344_0395	proY	+	454138	455508	31	21	26	24	16	7	11
SL1344_0396	malZ	+	455670	457487	7	8	7	8	9	2	7
SL1344_0397	tsaA	-	457559	458161	276	480	421	450	514	110	78
SL1344_0398	yajB	-	458371	458952	70	67	54	60	62	48	29
SL1344_0399	queA	+	459046	460110	61	34	33	33	13	2	6
SL1344_0400	tgt	+	460307	461434	180	111	99	105	34	11	30
SL1344_0401	yajC	+	461457	461789	529	362	405	384	107	53	88
SL1344_0402	secD	+	461817	463664	270	143	132	137	52	23	51
SL1344_0403	secF	+	463675	464646	178	121	124	122	43	22	40
SL1344_0404		+	464794	465159	23	18	15	16	22	12	16
SL1344_0405		+	465185	465877	10	10	7	8	11	4	10
SL1344_0406	yajD	+	466047	466394	81	84	74	79	52	53	61
STnc1060		-	466783	466718	1989	2876	1772	2324	4376	2508	4104
SL1344_0407	tsx	-	467023	467886	49	30	29	29	13	10	8
SL1344_0408	yajI	-	468186	468725	6	6	6	6	10	2	6
SL1344_0409	nrdR	+	468877	469326	167	320	295	308	401	165	98
SL1344_0410	ribD	+	469330	470433	61	119	100	110	152	20	38
SL1344_0411	ribH	+	470522	470992	267	272	259	266	312	37	79
SL1344_0412	nusB	+	471013	471432	339	419	317	368	345	84	155
SL1344_0413	thiL	+	471511	472488	66	51	43	47	41	4	24
SL1344_0414	pgpA	+	472466	472981	34	41	44	43	40	6	24
SL1344_0415	yajO	-	473085	474059	18	18	18	18	36	9	19
SL1344_0416	dxs	-	474116	475978	63	38	38	38	28	9	29
SL1344_0417	ispA	-	476002	476901	77	58	61	59	44	19	36
SL1344_0418	xseB	-	476902	477144	140	101	84	93	107	95	86
SL1344_0419	thiI	+	477354	478802	39	28	31	29	15	6	12
SL1344_0420	phnV	-	478846	479643	4	6	4	5	17	1	5
SL1344_0421	phnU	-	479646	480506	2	1	3	2	14	1	3
SL1344_0422	phnT	-	480509	481618	2	4	2	3	19	3	3
SL1344_0423	phnS	-	481624	482568	3	5	4	5	23	6	4
SL1344_0424	phnR	-	482835	483554	10	7	8	8	11	5	9
SL1344_0425	phnW	+	483694	484797	1	4	3	3	6	1	1
SL1344_0426	phnX	+	484804	485616	1	3	2	2	4	0	1
SL1344_0427	thiJ	-	485713	486303	26	30	32	31	50	16	29
SL1344_0428	apbA	-	486266	487177	27	34	23	29	50	39	31
SL1344_0429	yajQ	+	487285	487794	229	200	149	174	156	35	82
SL1344_0430	yajR	-	487841	489205	28	33	26	30	34	4	17
SL1344_0430A		-	489507	489698	9	6	6	6	13	6	18
SL1344_0431		+	489742	491253	14	9	6	7	10	6	16
SL1344_0432		+	491475	492758	18	9	8	9	8	4	20
SL1344_0433	cyoE	-	492840	493730	428	228	216	222	101	68	131
SL1344_0434	cyoD	-	493742	494071	378	246	257	251	120	110	144
SL1344_0435	cyoC	-	494071	494586	286	153	178	165	80	55	91
SL1344_0436	cyoB	-	494675	496666	298	168	173	170	62	41	69
SL1344_0437	cyoA	-	496677	497633	493	294	257	275	127	62	127
SL1344_0438	ampG	-	498086	499561	37	15	15	15	10	1	5
SL1344_0439	yajG	-	499605	500237	90	51	58	55	40	7	26
SL1344_0440	bolA	+	500487	500804	218	223	234	228	365	305	514
SL1344_0441	tig	+	501151	502449	513	433	398	415	94	52	81
SL1344_0442	clpP	+	502696	503319	227	171	168	170	153	115	163
SL1344_0443	clpX	+	503571	504842	342	324	313	318	346	153	343
SraA		-	504976	504870	22	23	27	25	26	12	26
SL1344_0444	lon	+	505028	507382	179	226	182	204	132	73	119
SL1344_0445	hupB	+	507591	507863	1957	1962	1977	1969	906	728	649
SL1344_0446	cypD	+	508154	510025	122	98	86	92	46	15	48
SL1344_0447	comE1	+	510175	510549	6	5	4	4	2	3	3
SL1344_0448	ybaW	+	510653	511051	12	14	14	14	25	2	7
SL1344_0449	ybaX	-	511157	511852	58	49	48	48	29	13	34
SL1344_0450	ybaE	-	511917	513617	4	3	3	3	3	3	3
SL1344_0451	cof	+	513718	514536	6	5	7	6	6	83	5
STnc930		+	514484	514578	99	81	145	113	96	316	149
SL1344_0452		-	514586	515641	7	7	6	6	9	7	8
SL1344_0453	ybaO	+	515754	516212	25	29	21	25	37	41	60
SL1344_0454	mdlA	+	516253	518025	17	14	11	13	15	4	23
SL1344_0455	mdlB	+	518018	519799	15	12	12	12	12	2	20
SL1344_0456	glnK	+	520012	520350	118	313	276	294	4	263	40
SL1344_0457	amtB	+	520382	521668	109	256	209	232	7	217	64
SL1344_0458	tesB	-	521768	522628	22	25	25	25	47	15	22
SL1344_0459	ybaY	+	522843	523412	23	54	52	53	169	13	56
SL1344_0460	ybaZ	-	523445	523756	64	64	77	70	93	63	137
4.5S		+	523912	524027	19822	27499	49804	38651	26577	27049	20971
SL1344_0461	ylaB	-	524065	525615	22	18	19	19	27	14	29
SL1344_0462	rpmE2	+	525840	526100	33	11	9	10	14	28	24
SL1344_0463	rpmJa	+	526163	526246	102	66	58	62	96	81	142
SL1344_0464	ylaC	-	526302	526772	82	170	159	164	152	60	108
SL1344_0465	maa	-	526889	527440	64	65	68	66	57	50	83
SL1344_0466	hha	-	527619	527837	155	230	187	209	171	355	316
SL1344_0467	ybaJ	-	527865	528239	133	168	132	150	201	620	354
SL1344_0468	acrB	-	528735	531884	80	74	70	72	62	17	42
SL1344_0469	acrA	-	531907	533100	65	78	65	71	74	13	57
SL1344_0470	acrR	+	533242	533895	70	36	38	37	38	18	62
SL1344_0471	aefA	+	534014	537376	31	28	26	27	22	5	20
SL1344_0472		-	537418	538353	28	23	23	23	26	16	19
SL1344_0473	ybaM	-	538423	538590	37	31	28	29	29	10	23
SL1344_0474	priC	-	538604	539119	21	21	17	19	23	10	11
SL1344_0476	apt	+	539730	540281	177	89	95	92	21	16	23
SL1344_0477	dnaX	+	540395	542323	111	84	82	83	86	16	71
SL1344_0478	ybaB	+	542369	542698	124	150	120	135	79	11	34
SL1344_0479	recR	+	542698	543303	137	138	113	125	55	8	31
SL1344_0480	htpG	+	543414	545288	176	171	144	157	61	28	70
STnc3130		-	545385	545302	154	231	146	188	78	163	267
SL1344_0481	adk	+	545529	546173	139	132	123	127	50	12	27
SL1344_0482	hemH	+	546402	547364	35	22	19	21	33	495	32
SL1344_0483	aes	-	547361	548332	1	2	2	2	2	0	1
SL1344_0484	gsk	+	548485	549789	38	27	24	25	18	5	10
SL1344_0485	ybaL	-	549838	551514	53	35	33	34	57	37	49
SL1344_0486	fsr	-	551729	552949	16	7	7	7	10	4	26
SL1344_0487	ushA	+	553122	554774	51	29	27	28	36	9	26
SL1344_0488	ybaK	-	554891	555370	43	57	47	52	36	10	30
ChiX		+	555450	555566	88250	68865	72142	70503	120399	148408	181475
SL1344_0489	ybaP	-	555572	556366	24	21	21	21	17	5	15
SL1344_0490		-	556452	557279	11	13	11	12	12	11	33
SL1344_0491	copA	-	557433	559934	86	153	138	145	71	110	313
SL1344_0492	cueR	+	560044	560460	68	51	50	50	49	34	50
SL1344_0493	ybbJ	-	560461	560913	17	11	14	12	15	17	20
SL1344_0494	ybbK	-	560910	561827	24	17	17	17	35	43	35
SL1344_0495	ybbL	+	561974	562651	14	12	11	11	12	8	14
SL1344_0496	ybbM	+	562638	563417	16	14	13	14	21	15	24
SL1344_0497	ybbN	-	563503	564357	91	118	94	106	50	19	62
SL1344_0498	ybbO	-	564417	565187	41	27	28	28	18	5	25
SL1344_0499	tesA	-	565342	565956	41	40	36	38	18	4	25
SL1344_0500	ybbA	+	565927	566613	14	11	9	10	12	3	7
SL1344_0501	ybbP	+	566610	569024	17	15	17	16	25	6	18
STnc950		+	569023	569074	61	92	30	61	90	24	108
SL1344_0502		+	569210	570343	14	9	10	9	13	5	11
SL1344_0503	sfbA	+	570600	571430	461	261	255	258	69	112	262
SL1344_0504	sfbB	+	571467	572483	351	142	123	132	39	37	150
SL1344_0505	sfbC	+	572476	573135	342	198	174	186	54	56	236
SL1344_0506	ybbB	-	573174	574268	21	15	12	14	22	11	15
SL1344_0507	ybbS	-	574338	575264	6	3	4	4	3	1	1
SL1344_0508	allA	+	575491	575973	12	21	20	21	26	14	9
SL1344_0509	allR	+	576052	576870	61	57	50	53	30	24	35
SL1344_0510	gcl	+	576955	578736	2	2	2	2	2	1	1
SL1344_0511	gip	+	578749	579525	4	3	3	3	4	2	5
SL1344_0512	garRa	+	579626	580504	2	1	0	1	1	0	1
SL1344_0513		+	580570	581817	1	2	1	2	3	2	2
SL1344_0515	allP	+	581913	583367	1	0	1	0	0	1	1
SL1344_0516	allB	+	583446	584807	1	1	1	1	1	1	2
SL1344_0517	ybbY	+	584866	586164	2	1	2	1	3	1	2
SL1344_0518	glxK	+	586187	587335	1	1	1	1	1	1	1
STnc480		-	587412	587347	456	319	316	318	701	439	647
SL1344_0519	ylbA	-	587415	588200	16	17	14	15	14	4	10
SL1344_0520	allC	-	588211	589446	1	1	1	1	1	0	1
SL1344_0521	allD	-	589468	590517	1	2	1	1	1	1	2
SL1344_0522	fdrA	+	590848	592512	1	1	0	0	1	0	1
SL1344_0523	ylbE	+	592522	593781	1	1	1	1	1	0	0
SL1344_0524	ylbF	+	593793	594602	1	1	1	1	0	0	1
SL1344_0525	arcC	+	594606	595499	3	3	3	3	2	2	4
SL1344_0526	purK	-	595540	596607	136	102	94	98	41	20	10
SL1344_0527	purE	-	596604	597113	185	129	145	137	46	4	5
SL1344_0528	lpxH	-	597231	597953	76	64	60	62	38	12	26
SL1344_0529	ppiB	-	597956	598450	372	338	392	365	213	44	142
SL1344_0530	cysS	+	598623	600008	76	61	53	57	54	24	60
SL1344_0531		-	600052	600876	5	7	8	8	7	2	6
SL1344_0532		-	600873	601310	6	4	4	4	4	3	5
SL1344_0533	ybcI	-	601303	601848	5	1	2	2	1	1	2
SL1344_0534	ybcJ	-	601976	602188	128	132	118	125	118	71	66
SL1344_0535	folD	-	602190	603056	91	83	82	83	64	40	40
SL1344_0536	fimA	+	603618	604160	30	12	11	11	13	17	16
SL1344_0537	fimI	+	604236	604769	5	1	0	1	0	0	1
SL1344_0538	fimC	+	604813	605505	3	0	0	0	1	0	1
SL1344_0539	fimD	+	605536	608148	3	1	1	1	1	1	2
SL1344_0540	fimH	+	608163	609170	4	4	3	3	6	3	5
SL1344_0541	fimF	+	609180	609698	6	5	5	5	12	2	11
SL1344_0542	fimZ	-	609744	610376	7	4	4	4	5	2	6
SL1344_0543	fimY	-	610980	611702	1	1	1	1	1	1	1
SL1344_0544		-	611721	612032	4	1	1	1	2	2	3
SL1344_0545	fimW	-	612194	612790	10	7	10	8	8	9	19
SL1344_0546		-	613262	613552	7	4	5	4	4	6	7
SL1344_0547		-	614292	615944	19	61	52	56	5	3	5
SL1344_0548	gtrBa	-	615925	616851	15	58	45	51	4	0	3
SL1344_0549	gtrAa	-	616848	617210	21	76	72	74	5	2	4
STnc1870		+	617317	617426	8	16	11	14	6	7819	10
SL1344_0550		-	618078	618407	2	3	2	2	1	2	5
SL1344_0550A	cusA	+	618456	618692	27	11	19	15	17	9	27
SL1344_0551	ykgD	-	618746	619600	4	4	6	5	3	6	4
SL1344_0552	ykgC	+	619816	621141	6	5	4	5	6	6	7
SL1344_0553		+	621298	621534	3	2	1	2	2	4	3
SL1344_0554	ykgB	+	621547	622107	2	1	2	1	2	2	2
SL1344_0555		-	622186	623361	53	17	15	16	21	11	51
SL1344_0556	pheP	+	623687	625081	93	45	44	45	32	22	31
SL1344_0557	ybdG	-	625123	626253	36	12	12	12	11	8	31
SL1344_0558	apeE	+	626681	628651	11	14	10	12	52	7	25
SL1344_0559		+	628818	631547	10	10	8	9	14	5	13
SL1344_0560		-	631675	632661	2	1	1	1	1	0	1
SL1344_0561		-	632728	633771	1	0	1	1	1	1	1
SL1344_0562	manZ	-	633804	634658	1	1	1	1	1	0	0
SL1344_0563	manY	-	634661	635335	0	0	1	0	0	0	1
SL1344_0564	manX	-	635419	635889	0	0	1	0	1	0	0
SL1344_0565		-	635867	636316	0	0	0	0	0	0	0
SL1344_0566	nfnB	-	636516	637169	53	59	50	55	30	14	18
SL1344_0567	ybdF	-	637266	637634	20	15	17	16	12	2	9
SL1344_0568	ramR	-	637634	638215	37	35	34	35	24	12	25
SL1344_0569	ramA	+	638504	638845	6	7	6	7	15	9	8
SL1344_0570	ybdJ	-	638851	639099	31	24	20	22	31	8	20
SL1344_0571	ybdK	-	639166	640284	8	11	11	11	33	3	13
SL1344_0572	entD	-	640296	641000	7	1	2	2	2	1	2
SL1344_0573	fepA	-	641046	643301	24	3	3	3	5	3	5
SL1344_0574	fes	+	643490	644704	27	1	1	1	1	50	3
SL1344_0575	ybdZ	+	644735	644953	28	1	1	1	1	5	5
SL1344_0576	entF	+	644950	648834	19	2	2	2	2	1	4
SL1344_0577	fepE	+	649084	650220	51	43	38	40	34	14	51
SL1344_0578	fepC	-	650273	651067	25	2	3	2	2	1	5
SL1344_0579	fepG	-	651064	652053	20	2	1	1	1	3	3
SL1344_0580	fepD	-	652053	653060	36	1	1	1	1	88	4
SL1344_0581	ybdA	+	653171	654415	29	2	1	2	2	2	2
SL1344_0582	fepB	-	654478	655434	17	2	2	2	2	77	5
SL1344_0583	entC	+	655743	656918	18	1	1	1	1	3	1
SL1344_0584	entE	+	656928	658538	19	1	1	1	1	1	1
SL1344_0585	entB	+	658552	659409	14	1	2	1	1	0	1
SL1344_0586	entA	+	659409	660164	16	2	2	2	2	1	2
SL1344_0587	ybdB	+	660167	660580	16	2	2	2	3	1	2
SL1344_0588	cstAa	+	660762	662867	88	30	32	31	122	35	34
SL1344_0589	ybdD	+	662931	663128	82	38	39	38	136	32	41
SL1344_0590	ybdH	-	663164	664252	118	126	109	118	26	339	24
SL1344_0591	ybdL	+	664379	665539	137	158	120	139	28	259	16
SL1344_0592	ybdM	-	665540	666157	11	20	14	17	19	5	7
SL1344_0593	ybdN	-	666130	667365	20	16	17	16	19	10	21
SL1344_0594	ybdO	-	667531	668433	26	22	18	20	23	12	39
STnc3180		+	668611	668719	13	295	145	220	239	57	34
SL1344_0595	dsbG	-	668750	669496	23	28	20	24	27	12	16
STnc070		+	669642	669793	1866	4052	2989	3521	1662	8016	3381
SL1344_0596	ahpC	+	669937	670500	383	779	674	727	314	4955	277
SL1344_0597	ahpF	+	670742	672307	42	55	48	51	32	477	40
SL1344_0598		+	672639	673199	1	0	0	0	0	0	0
SL1344_0599		+	673192	675471	2	2	2	2	1	1	1
SL1344_0600		+	675468	676025	3	4	3	4	3	1	3
SL1344_0601		+	676025	676792	28	24	22	23	17	13	36
SL1344_0602	ybdQ	-	676860	677288	179	267	231	249	602	976	326
SL1344_0603	ybdR	+	677511	678749	5	11	12	12	19	3	5
SL1344_0604	rnk	-	678832	679242	60	51	54	53	25	3	10
sRNA10		-	679410	679315	256	592	502	547	1025	292	429
SL1344_0605	rna	-	679477	680283	111	318	296	307	381	123	75
SL1344_0606	citT	-	680393	681856	6	7	5	6	5	2	4
SL1344_0607	citG	-	681894	682790	0	0	0	0	0	0	0
SL1344_0608	citX	-	682762	683313	0	0	0	0	0	0	0
SL1344_0609	citF	-	683317	684846	1	0	0	0	0	0	0
SL1344_0610	citE	-	684856	685764	0	0	0	0	0	0	0
SL1344_0611	citD	-	685761	686057	0	0	0	0	0	0	0
SL1344_0612	citC	-	686054	687130	0	0	1	0	0	0	1
SL1344_0613	citA	+	687515	689176	5	7	5	6	13	1	6
SL1344_0614	citB	+	689145	689825	8	10	7	8	12	5	12
SL1344_0615	dcuC	-	689879	691132	2	3	2	3	1	1	2
STnc3550		-	689990	689844	23	77	58	67	92	33	26
SL1344_0616	pagP	+	691643	692215	180	570	475	522	500	265	210
SL1344_0617	cspE	+	692400	692612	5838	3447	3696	3572	2164	2256	3375
SL1344_0618	ccrB	-	692670	693053	68	81	69	75	94	179	92
SL1344_0619		+	693144	693932	11	9	9	9	22	6	19
SL1344_0620	tatE	+	694061	694264	173	233	232	232	192	45	81
SL1344_0621	lipA	-	694350	695315	61	77	67	72	74	34	71
SL1344_0622	ybeF	-	695521	696474	49	35	32	33	36	9	70
SL1344_0623	lipB	-	696776	697417	51	65	64	64	46	11	24
SL1344_0624	ybeD	-	697517	697711	387	421	399	410	232	343	300
SL1344_0625	dacA	-	697889	699100	114	81	70	75	36	17	36
SL1344_0626	rlpA	-	699240	700307	66	48	52	50	40	9	26
SL1344_0627	mrdB	-	700318	701430	41	30	30	30	29	5	19
SL1344_0628	mrdA	-	701433	703334	43	27	25	26	19	4	18
SL1344_0629	ybeA	-	703365	703832	64	35	33	34	22	2	12
SL1344_0630	ybeB	-	703836	704153	68	54	39	46	23	9	15
SL1344_0631	cobC	-	704482	705090	13	18	13	15	22	6	13
SL1344_0632	cobD	+	705187	706281	3	2	3	3	2	1	1
SL1344_0633	nadD	-	706256	706897	33	21	19	20	22	2	12
SL1344_0634	holA	-	706899	707930	73	47	45	46	35	4	22
SL1344_0635	rlpB	-	707930	708520	115	136	118	127	133	37	83
SL1344_0636	leuS	-	708535	711117	80	71	64	68	56	14	29
SL1344_0637		+	711405	711695	3	4	2	3	3	0	1
SL1344_0638		+	711712	712884	2	3	2	2	3	1	3
SL1344_0639		+	713003	713887	18	19	13	16	22	30	44
SL1344_0640		+	713955	715883	25	15	14	15	23	18	33
SL1344_0641	ybeL	+	715976	716449	37	51	53	52	133	46	80
SL1344_0642	ybeQ	-	716488	717483	6	5	6	5	7	6	9
SL1344_0643	ybeR	+	717608	718315	3	2	2	2	2	1	3
SL1344_0644	ybeS	+	718312	719745	2	2	2	2	2	1	2
SL1344_0645	ybeU	+	719757	720453	2	2	3	2	4	1	2
SL1344_0647	ybeV	+	720450	721922	4	3	4	4	7	2	5
SL1344_0648	hscC	-	721944	723623	3	4	3	4	6	1	4
SL1344_0649		-	723699	724937	12	4	4	4	4	2	3
SL1344_0650	rihA	-	724969	725904	15	6	5	5	3	5	2
SL1344_0651	gltL	-	726021	726746	97	68	70	69	12	9	36
SL1344_0652	gltK	-	726746	727420	119	60	66	63	12	10	40
SL1344_0653	gltJ	-	727420	728160	73	48	45	46	10	16	25
SL1344_0654	gltI	-	728320	729246	181	158	141	149	40	179	98
SroC		-	728324	728172	1455	910	982	946	218	1693	1110
SL1344_0655	lnt	-	729583	731121	64	54	55	55	25	5	51
SL1344_0656	ybeX	-	731141	732019	149	145	126	135	55	15	85
SL1344_0657	ybeY	-	732177	732650	144	154	106	130	137	47	163
SL1344_0658	phoL	-	732647	733732	104	101	94	98	87	55	111
SL1344_0659	miaB	-	733898	735322	92	94	86	90	68	14	17
SL1344_0660	ubiF	+	735466	736641	20	19	18	18	37	15	18
SL1344_0661		-	736708	737283	12	23	23	23	68	57	41
STnc3290		+	738320	738476	91	153	131	142	214	120	123
SL1344_0662	asnB	-	738350	740014	31	46	36	41	26	22	77
SL1344_0663	nagD	-	740304	741056	59	65	51	58	37	8	39
SL1344_0664	nagC	-	741103	742323	40	27	23	25	19	18	18
SL1344_0665	nagA	-	742328	743482	51	34	29	32	40	45	33
SL1344_0666	nagB	-	743542	744342	28	30	27	28	43	147	23
SL1344_0667	nagE	+	744669	746621	24	8	10	9	5	44	8
SL1344_0668	glnS	+	746832	748499	107	86	78	82	45	12	35
STnc3300		-	748639	748530	67	36	48	42	97	145	135
SL1344_0669	ybfM	+	748945	750351	9	5	5	5	3	8	4
SL1344_0670	ybfN	+	750401	750733	15	10	12	11	15	9	18
SL1344_0671		-	750782	752086	10	10	10	10	14	7	37
SL1344_0672		-	752137	753276	3	3	2	3	3	2	5
SL1344_0673		-	753263	754666	5	5	4	5	4	3	11
SL1344_0674		-	754764	755690	22	19	18	18	13	7	23
SL1344_0675	fur	-	755805	756257	432	305	318	312	240	449	341
sRNA9		-	756436	756377	709	390	356	373	360	634	526
SL1344_0676	fldA	-	756539	757069	169	160	194	177	192	56	135
SL1344_0677	ybfE	-	757232	757513	78	34	52	43	14	1	15
SL1344_0678	ybfF	-	757647	758417	40	29	30	29	28	11	21
SL1344_0679	seqA	+	758602	759144	124	124	86	105	123	21	80
SL1344_0680	pgm	+	759169	760809	92	94	84	89	86	26	58
SL1344_0681		-	760924	761409	4	3	4	4	4	2	3
SL1344_0682	potE	-	761474	762793	1	2	2	2	2	1	1
SL1344_0683	speF	-	762790	764988	1	1	1	1	1	1	1
SL1344_0684	kdpE	-	765750	766427	21	41	44	43	58	16	23
SL1344_0685	kdpD	-	766424	769108	10	29	28	29	43	9	10
SL1344_0686	kdpC	-	769105	769689	5	24	24	24	46	11	8
SL1344_0687	kdpB	-	769698	771746	1	29	31	30	48	10	4
SL1344_0688	kdpA	-	771767	773446	0	39	47	43	59	10	5
SL1344_0688A	kdpF	-	773446	773535	2	184	163	174	370	9	17
SL1344_0689	ybfA	+	773872	774078	123	160	132	146	188	292	104
SL1344_0690	phrB	+	774189	775610	10	15	16	15	33	2	12
SL1344_0691	ybgH	-	775649	777130	62	60	58	59	40	10	17
SL1344_0692	ybgI	+	777459	778202	103	122	95	108	95	30	61
SL1344_0693	ybgJ	+	778218	778874	59	55	46	50	37	12	20
SL1344_0694	ybgK	+	778868	779800	37	48	37	42	28	12	19
SL1344_0695	ybgL	+	779790	780524	42	45	35	40	28	8	22
SL1344_0696		+	780848	780979	11	25	26	25	29	6	18
SL1344_0697	fimB	+	781039	781605	18	20	22	21	14	3	13
SL1344_0698		+	782065	782400	2	4	3	4	2	1	4
SL1344_0699		+	782402	783142	1	2	1	2	1	0	2
SL1344_0700		+	783428	784579	2	2	2	2	1	0	2
SL1344_0702		+	784576	785472	1	2	1	2	1	0	2
SL1344_0703		+	785485	786618	3	1	1	1	1	1	3
SL1344_0704		+	786747	787517	4	2	2	2	3	1	3
SL1344_0705		+	787521	788231	3	2	1	2	1	0	3
SL1344_0706		+	788325	790103	3	3	2	2	2	0	4
SL1344_0707		+	790296	791129	3	2	1	1	0	0	1
SL1344_0708		+	791187	793082	4	2	2	2	2	1	3
SL1344_0709		+	793150	793287	34	30	34	32	38	35	38
SL1344_0710	nei	+	793336	794127	27	19	21	20	16	12	15
SL1344_0711	abrB	-	794182	795144	12	5	6	5	9	3	22
SL1344_0712	gltA	-	795365	796648	313	129	108	118	80	245	275
SL1344_0713		+	796623	796994	6	2	4	3	4	5	9
SL1344_0714	sdhC	+	797403	797792	289	88	99	93	42	248	127
SL1344_0715	sdhD	+	797786	798133	237	83	79	81	42	46	93
SL1344_0716	sdhA	+	798133	799899	157	55	45	50	31	31	62
SL1344_0717	sdhB	+	799913	800632	260	105	98	101	57	59	107
SL1344_0718	sucA	+	801156	803957	162	74	62	68	40	28	44
SL1344_0719	sucB	+	803972	805180	173	114	94	104	56	58	37
SL1344_0720	sucC	+	805322	806488	148	97	82	90	45	44	25
SL1344_0721	sucD	+	806488	807357	183	151	116	134	84	92	56
RybD		+	807346	807429	1340	716	583	649	733	1282	1616
SL1344_0722	cydA	+	808940	810508	54	41	44	42	20	7	16
SL1344_0723	cydB	+	810524	811663	49	39	38	38	21	12	24
SL1344_0724	ybgT	+	811678	811791	86	74	98	86	57	50	79
SL1344_0725	ybgE	+	811928	812209	54	68	69	69	52	23	59
SL1344_0726	ybgC	+	812438	812842	147	146	144	145	105	29	66
SL1344_0727	tolQ	+	812839	813531	69	80	83	81	46	7	26
SL1344_0728	tolR	+	813535	813963	79	71	63	67	39	4	24
SL1344_0729	tolA	+	814028	815251	60	72	47	59	41	6	21
SL1344_0730	tolB	+	815375	816667	292	322	285	304	124	69	105
SL1344_0731	pal	+	816702	817226	987	1084	1043	1064	263	144	195
SL1344_0732	ybgF	+	817236	818024	390	314	255	284	102	61	110
SL1344_0733	nadA	+	819489	820532	41	47	33	40	18	6	43
SL1344_0734	pnuC	+	820557	821276	57	66	54	60	40	15	75
SL1344_0735	ybgR	-	821273	822211	13	13	11	12	22	10	24
SL1344_0736	ybgS	-	822322	822708	10	21	19	20	130	13	27
SL1344_0737	aroG	+	823028	824080	256	264	217	240	104	30	141
SL1344_0738		-	824174	824719	27	22	21	22	31	10	24
SL1344_0739		-	824734	825579	17	15	11	13	18	9	25
SL1344_0740		+	825709	826599	25	8	6	7	8	11	20
SL1344_0741		-	826600	827526	9	3	3	3	5	3	8
SL1344_0742		+	827806	829074	1	1	1	1	2	1	2
SL1344_0743	dcoC	+	829124	829369	1	1	1	1	2	1	0
SL1344_0744	dcoA	+	829385	831160	0	0	0	0	0	0	0
SL1344_0745	dcoB	+	831173	832474	0	0	0	0	0	0	0
SL1344_0746		+	832593	833291	7	6	6	6	5	1	2
SL1344_0747		+	833671	834750	4	4	3	3	3	1	2
SL1344_0748		+	834750	835526	4	6	4	5	7	4	4
SL1344_0749	gpmA	-	835617	836369	405	411	365	388	387	1311	224
SL1344_0750	galM	-	836593	837633	41	37	34	36	28	8	13
SL1344_0751	galK	-	837627	838775	26	24	22	23	22	10	10
SL1344_0752	galT	-	838778	839824	13	11	8	10	10	5	5
SL1344_0753	galE	-	839835	840851	18	22	21	21	23	21	14
SL1344_0754		-	841074	841982	5	2	4	3	6	2	9
SL1344_0755	modF	-	842153	843628	64	42	38	40	22	28	120
SL1344_0756	modE	-	843696	844484	27	20	19	19	16	4	10
SL1344_0757	ybhT	+	844613	844762	249	278	436	357	419	415	342
SL1344_0758	modA	+	844929	845702	135	25	17	21	48	44	266
SL1344_0759	modB	+	845702	846391	97	16	14	15	32	15	145
SL1344_0760	modC	+	846394	847452	77	10	11	11	17	4	72
SL1344_0761	ybhA	-	847453	848271	19	18	17	17	26	5	13
SL1344_0762	ybhE	+	848435	849430	30	58	50	54	66	20	17
SL1344_0763	ybhC	-	849574	850857	91	43	47	45	11	9	12
SL1344_0764	hutI	+	851095	852318	26	18	18	18	17	19	24
SL1344_0765	hutG	+	852315	853256	16	12	9	11	12	5	13
SL1344_0766	hutC	+	853349	854026	16	12	9	10	14	3	21
SL1344_0767	hutU	+	854223	855908	4	4	3	3	4	4	5
SL1344_0768	hutH	+	855910	857430	5	4	3	3	4	2	5
SL1344_0769	ybhB	-	857515	857991	66	173	151	162	255	28	108
SL1344_0770	bioA	-	858049	859338	58	96	85	90	108	43	53
SL1344_0771	bioB	+	859425	860465	140	237	190	213	120	22	104
SL1344_0772	bioF	+	860462	861619	105	127	120	124	52	10	48
SL1344_0773	bioC	+	861603	862358	83	125	111	118	47	8	36
SL1344_0774	bioDa	+	862351	863037	74	149	146	148	50	10	32
STnc3340		-	863391	863329	73	27	58	42	52	92	123
SL1344_0775	uvrB	+	863688	865709	37	31	28	29	45	31	43
SL1344_0776	slrP	+	866199	868496	15	28	28	28	33	11	20
SL1344_0777	ybhK	-	868588	869496	18	21	18	19	14	5	12
SL1344_0778	moaA	+	869893	870882	49	44	41	42	63	10	51
SL1344_0779	moaB	+	870904	871416	45	66	56	61	74	12	60
SL1344_0780	moaC	+	871419	871904	51	61	46	53	53	7	63
