locus_tag	common gene name	strand	start	end	Anaerobic growth	Aerobic shock
SL1344_0563	manY	-	634661	635335	0	0
SL1344_0564	manX	-	635419	635889	1	0
SL1344_0565		-	635867	636316	0	0
SL1344_0566	nfnB	-	636516	637169	44	48
SL1344_0567	ybdF	-	637266	637634	9	19
SL1344_0568	ramR	-	637634	638215	27	30
SL1344_0569	ramA	+	638504	638845	16	30
SL1344_0570	ybdJ	-	638851	639099	8	21
SL1344_0571	ybdK	-	639166	640284	7	13
SL1344_0572	entD	-	640296	641000	1	2
SL1344_0573	fepA	-	641046	643301	4	4
SL1344_0574	fes	+	643490	644704	0	5
SL1344_0575	ybdZ	+	644735	644953	1	2
SL1344_0576	entF	+	644950	648834	1	3
SL1344_0577	fepE	+	649084	650220	26	25
SL1344_0578	fepC	-	650273	651067	2	8
SL1344_0579	fepG	-	651064	652053	1	6
SL1344_0580	fepD	-	652053	653060	2	8
SL1344_0581	ybdA	+	653171	654415	3	7
SL1344_0582	fepB	-	654478	655434	3	7
SL1344_0583	entC	+	655743	656918	2	3
SL1344_0584	entE	+	656928	658538	1	3
SL1344_0585	entB	+	658552	659409	0	2
SL1344_0586	entA	+	659409	660164	1	4
SL1344_0587	ybdB	+	660167	660580	2	7
SL1344_0588	cstAa	+	660762	662867	16	41
SL1344_0589	ybdD	+	662931	663128	26	41
SL1344_0590	ybdH	-	663164	664252	8	10
SL1344_0591	ybdL	+	664379	665539	9	11
SL1344_0592	ybdM	-	665540	666157	10	15
SL1344_0593	ybdN	-	666130	667365	8	19
SL1344_0594	ybdO	-	667531	668433	18	24
STnc3180		+	668611	668719	42	48
SL1344_0595	dsbG	-	668750	669496	14	35
STnc070		+	669642	669793	4398	10377
SL1344_0596	ahpC	+	669937	670500	601	1165
SL1344_0597	ahpF	+	670742	672307	96	84
SL1344_0598		+	672639	673199	1	1
SL1344_0599		+	673192	675471	3	2
SL1344_0600		+	675468	676025	4	5
SL1344_0601		+	676025	676792	18	23
SL1344_0602	ybdQ	-	676860	677288	449	221
SL1344_0603	ybdR	+	677511	678749	6	18
SL1344_0604	rnk	-	678832	679242	28	52
sRNA10		-	679410	679315	339	189
SL1344_0605	rna	-	679477	680283	113	85
SL1344_0606	citT	-	680393	681856	5	8
SL1344_0607	citG	-	681894	682790	0	0
SL1344_0608	citX	-	682762	683313	16	9
SL1344_0609	citF	-	683317	684846	1	1
SL1344_0610	citE	-	684856	685764	2	1
SL1344_0611	citD	-	685761	686057	3	0
SL1344_0612	citC	-	686054	687130	1	0
SL1344_0613	citA	+	687515	689176	5	8
SL1344_0614	citB	+	689145	689825	8	11
SL1344_0615	dcuC	-	689879	691132	10	2
STnc3550		-	689990	689844	58	29
SL1344_0616	pagP	+	691643	692215	81	79
SL1344_0617	cspE	+	692400	692612	4201	3414
SL1344_0618	ccrB	-	692670	693053	109	81
SL1344_0619		+	693144	693932	8	13
SL1344_0620	tatE	+	694061	694264	135	144
SL1344_0621	lipA	-	694350	695315	32	124
SL1344_0622	ybeF	-	695521	696474	10	22
SL1344_0623	lipB	-	696776	697417	20	40
SL1344_0624	ybeD	-	697517	697711	171	401
SL1344_0625	dacA	-	697889	699100	38	109
SL1344_0626	rlpA	-	699240	700307	28	68
SL1344_0627	mrdB	-	700318	701430	18	43
SL1344_0628	mrdA	-	701433	703334	19	45
SL1344_0629	ybeA	-	703365	703832	24	72
SL1344_0630	ybeB	-	703836	704153	26	72
SL1344_0631	cobC	-	704482	705090	13	18
SL1344_0632	cobD	+	705187	706281	11	5
SL1344_0633	nadD	-	706256	706897	11	29
SL1344_0634	holA	-	706899	707930	32	73
SL1344_0635	rlpB	-	707930	708520	116	145
SL1344_0636	leuS	-	708535	711117	47	85
SL1344_0637		+	711405	711695	118	7
SL1344_0638		+	711712	712884	45	6
SL1344_0639		+	713003	713887	43	19
SL1344_0640		+	713955	715883	47	33
SL1344_0641	ybeL	+	715976	716449	104	86
SL1344_0642	ybeQ	-	716488	717483	5	9
SL1344_0643	ybeR	+	717608	718315	3	4
SL1344_0644	ybeS	+	718312	719745	2	3
SL1344_0645	ybeU	+	719757	720453	2	4
SL1344_0647	ybeV	+	720450	721922	3	5
SL1344_0648	hscC	-	721944	723623	31	5
SL1344_0649		-	723699	724937	20	7
SL1344_0650	rihA	-	724969	725904	19	8
SL1344_0651	gltL	-	726021	726746	4	24
SL1344_0652	gltK	-	726746	727420	1	30
SL1344_0653	gltJ	-	727420	728160	1	26
SL1344_0654	gltI	-	728320	729246	5	72
SroC		-	728324	728172	206	813
SL1344_0655	lnt	-	729583	731121	23	52
SL1344_0656	ybeX	-	731141	732019	59	140
SL1344_0657	ybeY	-	732177	732650	74	159
SL1344_0658	phoL	-	732647	733732	56	126
SL1344_0659	miaB	-	733898	735322	18	74
SL1344_0660	ubiF	+	735466	736641	26	23
SL1344_0661		-	736708	737283	28	20
STnc3290		+	738320	738476	38	60
SL1344_0662	asnB	-	738350	740014	34	56
SL1344_0663	nagD	-	740304	741056	37	56
SL1344_0664	nagC	-	741103	742323	32	42
SL1344_0665	nagA	-	742328	743482	59	61
SL1344_0666	nagB	-	743542	744342	53	32
SL1344_0667	nagE	+	744669	746621	34	18
SL1344_0668	glnS	+	746832	748499	54	103
STnc3300		-	748639	748530	50	54
SL1344_0669	ybfM	+	748945	750351	25	10
SL1344_0670	ybfN	+	750401	750733	47	17
SL1344_0671		-	750782	752086	6	7
SL1344_0672		-	752137	753276	1	3
SL1344_0673		-	753263	754666	2	7
SL1344_0674		-	754764	755690	10	22
SL1344_0675	fur	-	755805	756257	225	391
sRNA9		-	756436	756377	302	542
SL1344_0676	fldA	-	756539	757069	87	201
SL1344_0677	ybfE	-	757232	757513	16	64
SL1344_0678	ybfF	-	757647	758417	15	26
SL1344_0679	seqA	+	758602	759144	76	142
SL1344_0680	pgm	+	759169	760809	91	136
SL1344_0681		-	760924	761409	172	10
SL1344_0682	potE	-	761474	762793	163	11
SL1344_0683	speF	-	762790	764988	121	6
SL1344_0684	kdpE	-	765750	766427	20	22
SL1344_0685	kdpD	-	766424	769108	9	10
SL1344_0686	kdpC	-	769105	769689	7	6
SL1344_0687	kdpB	-	769698	771746	1	1
SL1344_0688	kdpA	-	771767	773446	1	1
SL1344_0688A	kdpF	-	773446	773535	2	0
SL1344_0689	ybfA	+	773872	774078	113	69
SL1344_0690	phrB	+	774189	775610	10	20
SL1344_0691	ybgH	-	775649	777130	5	6
SL1344_0692	ybgI	+	777459	778202	56	75
SL1344_0693	ybgJ	+	778218	778874	36	40
SL1344_0694	ybgK	+	778868	779800	30	35
SL1344_0695	ybgL	+	779790	780524	37	34
SL1344_0696		+	780848	780979	8	6
SL1344_0697	fimB	+	781039	781605	9	13
SL1344_0698		+	782065	782400	3	2
SL1344_0699		+	782402	783142	2	2
SL1344_0700		+	783428	784579	1	1
SL1344_0702		+	784576	785472	0	1
SL1344_0703		+	785485	786618	1	2
SL1344_0704		+	786747	787517	0	2
SL1344_0705		+	787521	788231	1	3
SL1344_0706		+	788325	790103	1	2
SL1344_0707		+	790296	791129	2	2
SL1344_0708		+	791187	793082	2	2
SL1344_0709		+	793150	793287	25	25
SL1344_0710	nei	+	793336	794127	15	20
SL1344_0711	abrB	-	794182	795144	15	22
SL1344_0712	gltA	-	795365	796648	81	579
SL1344_0713		+	796623	796994	5	4
SL1344_0714	sdhC	+	797403	797792	53	596
SL1344_0715	sdhD	+	797786	798133	43	512
SL1344_0716	sdhA	+	798133	799899	38	416
SL1344_0717	sdhB	+	799913	800632	68	611
SL1344_0718	sucA	+	801156	803957	61	487
SL1344_0719	sucB	+	803972	805180	89	526
SL1344_0720	sucC	+	805322	806488	62	471
SL1344_0721	sucD	+	806488	807357	96	531
RybD		+	807346	807429	807	1195
SL1344_0722	cydA	+	808940	810508	121	43
SL1344_0723	cydB	+	810524	811663	109	38
SL1344_0724	ybgT	+	811678	811791	222	91
SL1344_0725	ybgE	+	811928	812209	126	34
SL1344_0726	ybgC	+	812438	812842	76	141
SL1344_0727	tolQ	+	812839	813531	39	89
SL1344_0728	tolR	+	813535	813963	45	95
SL1344_0729	tolA	+	814028	815251	41	79
SL1344_0730	tolB	+	815375	816667	106	321
SL1344_0731	pal	+	816702	817226	284	1037
SL1344_0732	ybgF	+	817236	818024	154	451
SL1344_0733	nadA	+	819489	820532	6	15
SL1344_0734	pnuC	+	820557	821276	17	23
SL1344_0735	ybgR	-	821273	822211	24	25
SL1344_0736	ybgS	-	822322	822708	79	150
SL1344_0737	aroG	+	823028	824080	71	96
SL1344_0738		-	824174	824719	12	17
SL1344_0739		-	824734	825579	9	12
SL1344_0740		+	825709	826599	14	9
SL1344_0741		-	826600	827526	3	4
SL1344_0742		+	827806	829074	1	1
SL1344_0743	dcoC	+	829124	829369	1	0
SL1344_0744	dcoA	+	829385	831160	0	0
SL1344_0745	dcoB	+	831173	832474	0	1
SL1344_0746		+	832593	833291	2	8
SL1344_0747		+	833671	834750	3	3
SL1344_0748		+	834750	835526	7	6
SL1344_0749	gpmA	-	835617	836369	145	354
SL1344_0750	galM	-	836593	837633	40	45
SL1344_0751	galK	-	837627	838775	24	33
SL1344_0752	galT	-	838778	839824	9	13
SL1344_0753	galE	-	839835	840851	15	21
SL1344_0754		-	841074	841982	2	4
SL1344_0755	modF	-	842153	843628	23	27
SL1344_0756	modE	-	843696	844484	20	28
SL1344_0757	ybhT	+	844613	844762	360	311
SL1344_0758	modA	+	844929	845702	188	165
SL1344_0759	modB	+	845702	846391	113	100
SL1344_0760	modC	+	846394	847452	65	86
SL1344_0761	ybhA	-	847453	848271	17	21
SL1344_0762	ybhE	+	848435	849430	32	33
SL1344_0763	ybhC	-	849574	850857	14	62
SL1344_0764	hutI	+	851095	852318	17	35
SL1344_0765	hutG	+	852315	853256	12	14
SL1344_0766	hutC	+	853349	854026	16	18
SL1344_0767	hutU	+	854223	855908	4	7
SL1344_0768	hutH	+	855910	857430	4	8
SL1344_0769	ybhB	-	857515	857991	42	59
SL1344_0770	bioA	-	858049	859338	2	3
SL1344_0771	bioB	+	859425	860465	1	2
SL1344_0772	bioF	+	860462	861619	1	2
SL1344_0773	bioC	+	861603	862358	0	1
SL1344_0774	bioDa	+	862351	863037	1	2
STnc3340		-	863391	863329	33	65
SL1344_0775	uvrB	+	863688	865709	30	58
SL1344_0776	slrP	+	866199	868496	36	116
SL1344_0777	ybhK	-	868588	869496	27	17
SL1344_0778	moaA	+	869893	870882	78	52
SL1344_0779	moaB	+	870904	871416	47	44
SL1344_0780	moaC	+	871419	871904	56	49
SL1344_0781	moaD	+	871891	872142	47	44
SL1344_0782	moaE	+	872144	872596	50	60
SL1344_0783	ybhL	+	872644	873348	136	134
SL1344_0784	ybhM	+	873495	874202	1	1
SL1344_0785		+	874226	874834	1	3
SL1344_0786		+	874842	875402	1	4
SL1344_0787	ybhN	-	875405	876367	9	15
SL1344_0788	ybhO	-	876367	877608	7	21
SL1344_0789	ybhP	-	877605	878363	10	29
SL1344_0790	ybhQ	+	878496	878906	125	69
SL1344_0791	ybhR	-	878868	879974	24	22
SL1344_0792	ybhS	-	880090	881220	20	20
SL1344_0793	ybhF	-	881213	882949	21	21
SL1344_0794		-	882942	883937	23	20
SL1344_0795	ybiH	-	883937	884611	29	30
SL1344_0796	rhlE	+	884841	886205	3	11
SL1344_0797	dinG	+	886512	888557	14	18
SL1344_0798	ybiB	+	888587	889561	29	23
STnc980		-	889714	889558	71	125
SL1344_0799	ybiJ	-	889717	889977	8	37
SL1344_0800	ybiI	-	890262	890528	34	53
SL1344_0801	ybiN	+	890733	891665	7	12
SL1344_0802	ybiO	-	891662	893884	5	11
SL1344_0803	glnQ	-	894003	894725	9	45
SL1344_0804	glnP	-	894722	895381	7	33
SL1344_0805	glnH	-	895525	896271	17	71
SL1344_0806	dps	-	896748	897251	1654	1257
SL1344_0807	ybiF	-	897554	898441	8	13
SL1344_0808	ompX	+	898795	899310	621	1235
SL1344_0809	ybiP	-	899373	900953	6	11
RybA		-	901397	901301	222	1276
SL1344_0810		+	901532	902005	24	55
SL1344_0811	ybiR	+	902002	903114	11	22
SL1344_0812	ybiS	-	903158	904078	21	70
SL1344_0813	ybiT	+	904297	905889	18	44
SL1344_0814		+	906498	907241	2	5
SL1344_0815	ybiV(2)	-	907270	907800	3	2
SL1344_0817	ybiU	-	908194	909459	2	8
SL1344_0818	ybiV(1)	+	909721	910530	27	98
SL1344_0819	pflF	-	910608	913040	3	1
SL1344_0820	pflE	-	913046	913945	2	1
SL1344_0821	moeB	-	914223	914972	15	22
SL1344_0822	moeA	-	914972	916213	13	19
SL1344_0823	ybiK	+	916410	917351	29	84
SL1344_0824	yliA	+	917362	919233	23	47
SL1344_0825	yliB	+	919266	920804	18	34
SL1344_0826	yliC	+	920865	921785	14	22
SL1344_0827	yliD	+	921788	922699	18	25
SL1344_0828	rimO	-	922790	924115	6	35
SL1344_0829	bssR	+	924346	924729	142	40
STnc1200		-	924838	924769	1400	1262
SL1344_0830		+	925442	925957	3	2
SL1344_0831		+	925875	926729	2	3
SL1344_0832		+	926740	927687	1	2
SL1344_0833		+	927981	929144	8	12
SL1344_0834		+	929593	931278	2	3
SL1344_0835		-	931284	932174	6	17
STnc1710		+	932197	932336	158	168
SL1344_0836		-	932439	932864	15	21
SL1344_0837	yliI	+	933211	933891	3	8
SL1344_0838	yliJ	-	933888	934514	25	46
SL1344_0839	dacC	+	934758	935960	33	57
SL1344_0840	deoR	-	936005	936763	44	89
SL1344_0841	ybjG	-	936835	937443	67	94
SL1344_0842	mdfA	+	937756	938988	10	17
SL1344_0843		-	939042	939857	20	22
SL1344_0844		-	939854	941065	9	8
SL1344_0845		+	941233	941853	5	7
RybB		-	941893	941815	1191	269
SL1344_0846		-	941970	943655	34	30
SL1344_0847	ybjM	+	943926	944303	38	13
SL1344_0848	grxA	-	944335	944598	893	495
SL1344_0849	ybjC	+	944768	945058	22	65
SL1344_0850	mdaA	+	945105	945763	18	40
SL1344_0852	rimK	+	945821	946723	30	66
SL1344_0853	ybjN	+	946820	947296	14	26
SL1344_0854	potF	+	947645	948757	1	20
SL1344_0855	potG	+	948845	949978	2	15
SL1344_0856	potH	+	949988	950941	2	15
SL1344_0857	potI	+	950938	951783	5	14
SL1344_0858	ybjO	+	951857	952330	27	43
SL1344_0859	rumB	+	952373	953503	7	19
SL1344_0860		+	953786	955129	1	2
SL1344_0861		+	955159	955479	2	6
SL1344_0862		+	955489	956976	5	6
SL1344_0863	artJ	-	957195	957926	7	8
SL1344_0864	artM	-	958163	958831	36	78
SL1344_0865	artQ	-	958831	959547	29	77
SL1344_0866	artI	-	959554	960285	45	91
SL1344_0867	artP	-	960303	961031	48	124
SL1344_0868	ybjP	-	961261	961776	45	71
SL1344_0869		+	961904	962227	65	68
SL1344_0870	ybjR	+	962224	963054	55	41
SL1344_0871		-	963051	964064	17	46
SL1344_0872	ybjT	-	964160	965593	19	23
SL1344_0873	ltaA	-	965604	966605	66	56
SL1344_0874	poxB	-	966644	968362	11	19
SL1344_0875	hcr	-	968520	969491	10	26
SL1344_0876	hcp	-	969500	971152	6	8
SL1344_0877	ybjE	-	971296	972087	23	36
SL1344_0878	ybjD	+	972397	974055	17	26
SL1344_0879	ybjX	-	974052	975020	88	208
SL1344_0880	ybjY	+	975148	976266	22	53
SL1344_0881	ybjZ	+	976263	978209	23	44
SL1344_0882	cspD	-	978339	978560	198	178
SL1344_0883	clpS	+	978884	979204	226	251
SL1344_0884	clpA	+	979235	981511	129	155
SL1344_0885	tnp	+	981703	982161	0	0
STnc490		-	981711	981622	0	0
SL1344_0886		-	982624	983307	6	5
SL1344_0887		-	983478	983879	7	13
SL1344_0888		-	984216	984893	8	12
SL1344_0889		-	984913	985773	4	4
SL1344_0890		+	985882	986793	5	8
SL1344_0891	infA	-	986884	987102	74	374
SL1344_0892		-	987030	987359	202	439
SL1344_0893	aat	-	987414	988118	31	34
SL1344_0894	cydC	-	988163	989884	34	41
SL1344_0895	cydD	-	989885	991651	33	39
SL1344_0896	trxB	-	991765	992733	78	154
SL1344_0897	lrp	+	993279	993773	217	432
SL1344_0898	ftsK	+	993908	997993	79	116
SL1344_0899	lolA	+	998133	998747	117	153
SL1344_0900	ycaJ	+	998757	1000100	72	83
SL1344_0901	serS	+	1000359	1001651	104	107
SL1344_0902	dmsA	+	1001888	1004332	182	4
SL1344_0903	dmsB	+	1004343	1004960	76	3
SL1344_0904	dmsC	+	1004962	1005825	139	6
SL1344_0905	ycaD	+	1006175	1007323	26	29
SL1344_0906	ycaM	+	1007541	1008962	6	9
SL1344_0907	pflA	-	1009255	1010079	34	54
STnc3310		-	1009379	1009199	213	184
SL1344_0908		-	1010171	1010497	50	52
SL1344_0909	sopD2	+	1010628	1011587	36	28
SL1344_0910	pflB	-	1011663	1013945	352	127
SL1344_0911	focA	-	1014005	1014862	224	97
SL1344_0912	ycaO	-	1015267	1017027	9	20
SL1344_0913	ycaP	+	1017164	1017856	8	26
SL1344_0914	serC	+	1018042	1019130	72	96
SL1344_0915	aroA	+	1019201	1020484	33	54
SL1344_0916	ycaL	+	1020627	1021388	15	25
SL1344_0917	cmk	+	1021561	1022244	57	230
SL1344_0918	rpsA	+	1022358	1024031	266	1530
SL1344_0919	himD	+	1024187	1024471	266	561
STnc3330		-	1024591	1024493	29	1
SL1344_0920	rec2	+	1024701	1026965	3	3
SL1344_0921	msbA	+	1027002	1028750	20	58
SL1344_0922	lpxK	+	1028747	1029724	17	44
SL1344_0923	ycaQ	+	1029768	1031000	6	12
SL1344_0924	ycaR	+	1031052	1031234	52	112
SL1344_0925	kdsB	+	1031231	1031977	34	51
SL1344_0926		+	1032188	1033081	45	9
SL1344_0927	ycbC	-	1033061	1033837	9	11
SL1344_0928	smtA	+	1033973	1034776	19	51
SL1344_0929	mukF	+	1034769	1036091	27	65
SL1344_0930	mukE	+	1036072	1036776	39	108
SL1344_0931	mukB	+	1036776	1041242	40	101
SL1344_0932	ycbB	+	1041587	1043428	71	80
SL1344_0933	ycbK	+	1043688	1044236	74	112
SL1344_0934	ycbL	+	1044264	1044911	61	108
SL1344_0935	aspC	-	1044973	1046163	116	148
SL1344_0936	ompF	-	1046348	1047439	10	43
STnc3350		+	1047936	1048028	41	64
SL1344_0937	asnCa	-	1048046	1049446	96	240
SL1344_0938		-	1049647	1050108	10	15
SL1344_0939	dpaL	+	1050425	1051639	1	1
SL1344_0940		+	1051884	1053320	1	1
SL1344_0941	pncB	-	1053398	1054600	24	76
SL1344_0942		-	1054795	1056087	146	74
STnc4200		+	1055773	1055892	128	94
SL1344_0943		-	1056132	1056380	3	2
SL1344_0944		-	1056421	1056660	0	0
SL1344_0945		-	1056703	1057812	1	1
SL1344_0946	recEa	-	1057823	1060708	1	1
IsrB-2		-	1060740	1060833	8	7
IsrB-1		+	1060741	1060835	473	413
SL1344_0947		-	1060835	1061134	11	21
SL1344_0948		-	1061156	1061314	17	18
SL1344_0949		-	1061307	1061567	8	8
SL1344_0950		-	1061617	1061958	144	95
SL1344_0951	C1	+	1062352	1062726	2	2
STnc1080		-	1062806	1062745	1358	1580
SL1344_0952		+	1062811	1063794	2	5
SL1344_0953		+	1063797	1064546	1	2
SL1344_0954		+	1064557	1064904	0	1
SL1344_0955		+	1064901	1065212	24	19
SL1344_0956		+	1065290	1065580	355	266
SL1344_0957		+	1065872	1066105	69	85
SL1344_0958		+	1066521	1067123	16	15
SL1344_0959	ninG	+	1067332	1067943	0	0
SL1344_0960		+	1067940	1068086	1	1
SL1344_0961		+	1068076	1068873	5	6
SL1344_0962		+	1068940	1069257	129	129
SL1344_0963		+	1069431	1069556	8	11
SL1344_0964		-	1069692	1070141	6	18
SL1344_0965	gtgA	-	1070502	1071188	10	31
SL1344_0965A		+	1071458	1071793	0	0
SL1344_0966	nucD	+	1071777	1072229	2	3
SL1344_0967		+	1072226	1072726	2	3
SL1344_0968		+	1072934	1073467	7	7
SL1344_0969		+	1073508	1075562	4	7
SL1344_0971		+	1075762	1077309	7	10
SL1344_0972		+	1077233	1079314	5	7
SL1344_0973		+	1079405	1079728	7	7
SL1344_0974		+	1079721	1080020	10	7
SL1344_0975		+	1080001	1080567	4	8
SL1344_0976		+	1080564	1080965	3	8
SL1344_0977		+	1081040	1081726	5	6
SL1344_0978		+	1081772	1082170	4	7
SL1344_0979		+	1082233	1082496	6	9
SL1344_0980		+	1082510	1085563	5	7
SL1344_0981		+	1085560	1085892	6	7
SL1344_0982		+	1085991	1086488	19	23
SL1344_0983	sodCa	-	1086605	1087138	107	78
SL1344_0984		+	1087228	1087923	7	7
SL1344_0985		+	1087933	1088670	2	6
SL1344_0986		+	1088568	1089272	2	3
SL1344_0987		+	1089344	1092694	5	3
SL1344_0988		+	1093029	1095236	1	2
SL1344_0989		+	1095236	1095817	6	5
SL1344_0990		-	1095821	1096036	7	6
SL1344_0991	sseI	+	1096293	1097261	6	7
SL1344_0992		+	1097359	1097777	6	11
SL1344_0993		-	1097909	1098535	2	4
SL1344_0994		-	1098604	1098903	21	39
SL1344_0995	gtgE	-	1098888	1099574	101	156
SL1344_0996	gtgF	-	1099845	1100036	13	22
SL1344_0997	pepN	+	1100463	1103075	63	57
SL1344_0998	pyrD	+	1103256	1104293	8	24
SL1344_0999	ycbW	+	1104459	1105001	58	137
SL1344_1000		-	1104998	1106107	5	19
SL1344_1001	rlmL	+	1106206	1108314	11	47
SL1344_1002	uup	+	1108327	1110234	10	41
SL1344_1003	pqiA	+	1110249	1111502	11	29
SL1344_1004	pqiB	+	1111507	1113147	14	29
SL1344_1005	ymbA	+	1113144	1113707	18	38
STnc3390		-	1113815	1113731	28	9
SL1344_1006	rmf	+	1113963	1114130	901	326
SL1344_1007	fabA	-	1114230	1114748	34	251
SL1344_1008	lonH	-	1114817	1116403	12	52
SL1344_1009	ycbG	+	1116763	1117215	56	50
SL1344_1010	ompA	-	1117287	1118339	821	1858
SL1344_1011	sulA	-	1118696	1119205	22	32
SL1344_1012	sxy	+	1119422	1120027	11	11
SL1344_1013	yccS	-	1120014	1122167	22	23
SL1344_1014	yccF	-	1122186	1122632	11	18
SL1344_1015	helD	+	1122756	1124810	35	36
SL1344_1016	mgsA	-	1124846	1125304	66	44
SL1344_1017	yccT	-	1125399	1126061	9	9
SL1344_1018		+	1126232	1126648	33	36
SL1344_1019	yccV	-	1126693	1127010	57	165
SL1344_1020	yccW	-	1127068	1128279	13	18
SL1344_1021		+	1128494	1129042	10	8
SL1344_1022		+	1129068	1129847	19	18
SL1344_1023	yccX	+	1129896	1130177	11	6
SL1344_1024	yccK	-	1130174	1130503	60	110
SL1344_1025	yccA	-	1130590	1131168	78	169
SL1344_1026	pipA	-	1131870	1132550	24	19
SL1344_1027	pipB	-	1132772	1133647	3	9
SL1344_1028		+	1133859	1134185	0	1
SL1344_1029	pipC	-	1134195	1134536	589	960
SL1344_1030	sopB	-	1134553	1136238	87	385
SL1344_1031	orfX	+	1136570	1136740	52	4
SL1344_1032		-	1136741	1136851	14	3
SL1344_1033	pipD	-	1136960	1138429	28	6
SL1344_1034	copS	-	1138602	1139966	6	6
SL1344_1035	copR	-	1139959	1140705	18	19
SL1344_1036		+	1140775	1141185	44	38
SL1344_1037	hpaC	-	1141518	1142030	4	6
SL1344_1038	hpaB	-	1142048	1143610	2	3
SL1344_1039	hpaR	-	1143828	1144268	6	8
SL1344_1040	hpaG	+	1144543	1145832	1	2
SL1344_1041	hpaE	+	1145829	1147295	2	2
SL1344_1042	hpaD	+	1147297	1148148	1	1
SL1344_1043	hpaF	+	1148158	1148538	2	3
SL1344_1044	hpaH	+	1148681	1149484	1	2
SL1344_1045	hpaI	+	1149495	1150286	1	1
SL1344_1046	hpaX	+	1150358	1151734	2	5
SL1344_1047	hpaA	+	1151744	1152640	1	2
SL1344_1048		+	1152675	1153592	8	11
STnc1880		+	1153745	1153841	163	124
SL1344_1049		-	1154000	1154362	5	11
STnc3400		+	1154915	1154976	34	44
SL1344_1050	yccD	-	1155016	1155321	170	70
SL1344_1051	cbpA	-	1155321	1156241	87	51
SL1344_1052	scsA	+	1156476	1156838	49	133
SL1344_1053	scsB	+	1156887	1158773	1	3
SL1344_1054	scsC	+	1158770	1159393	2	2
SL1344_1055	scsD	+	1159383	1159889	3	3
SL1344_1056	agp	+	1160022	1161263	30	9
SL1344_1057	yccJ	-	1161297	1161524	655	191
SL1344_1058	wrbA	-	1161545	1162141	226	95
SL1344_1059	ymdF	+	1162526	1162693	263	78
SL1344_1060	ycdC	+	1162830	1163468	13	23
SL1344_1061		-	1163465	1163860	48	106
SL1344_1062	putA	-	1163919	1167881	4	34
SL1344_1063	putP	+	1168303	1169811	6	19
SL1344_1064	phoH	+	1170638	1171492	152	86
SL1344_1065		-	1171598	1172479	25	40
STnc500		-	1172641	1172561	4420	1928
SL1344_1066		-	1172764	1174260	5	3
SL1344_1067		-	1174597	1175277	11	1
SL1344_1068		+	1175783	1176943	11	2
SL1344_1069		+	1176989	1177681	20	2
SL1344_1070		+	1177964	1179244	21	6
SL1344_1071		+	1179255	1180361	57	20
SL1344_1072	ycdW	+	1181205	1182143	9	37
SL1344_1073	ycdX	+	1182228	1182965	33	59
SL1344_1074	ycdY	+	1182989	1183543	26	43
SL1344_1075	ycdZ	+	1183653	1184126	52	61
SL1344_1076	csgG	-	1184165	1184911	4	6
SL1344_1077	csgF	-	1185025	1185441	0	1
SL1344_1078	csgE	-	1185468	1185863	0	4
SL1344_1079	csgD	-	1185868	1186518	1	3
SL1344_1080	csgB	+	1187273	1187728	1	1
SL1344_1081	csgA	+	1187770	1188225	1	2
SL1344_1082	csgC	+	1188287	1188613	29	51
SL1344_1083	ymdA	+	1188744	1189064	19	62
SL1344_1084		+	1189154	1189693	55	77
SL1344_1085	ymdC	+	1189629	1191116	43	62
SL1344_1086	mdoC	-	1191133	1192287	11	13
SL1344_1087	mdoG	+	1192559	1194094	54	101
SL1344_1088	mdoH	+	1194087	1196630	39	80
SL1344_1089	yceK	+	1196704	1196931	4	11
SL1344_1090	msyB	-	1196932	1197306	53	88
SL1344_1091	yceE	-	1197388	1198602	7	5
STnc3040		+	1198646	1198752	21	28
SL1344_1092	htrB	-	1198757	1199677	36	40
SL1344_1093	yceA	+	1199897	1200949	4	45
SL1344_1094	yceI	-	1201001	1201576	6	11
SL1344_1095	yceJ	-	1201573	1202145	2	8
SL1344_1096	yceO	-	1202408	1202521	14	6
SL1344_1097	solA	-	1202562	1203680	29	29
SL1344_1098	bssS	-	1203793	1204050	586	264
SL1344_1099	dinI	-	1204337	1204582	78	233
SL1344_1100	pyrC	-	1204656	1205702	32	65
SL1344_1101	yceB	-	1205807	1206367	236	182
SL1344_1102	grxB	-	1206492	1207139	178	131
SL1344_1103	yceL	-	1207203	1208411	39	14
SL1344_1104	rimJ	+	1208648	1209232	51	35
SL1344_1105	yceH	+	1209268	1209915	40	27
SL1344_1106	mviM	+	1209917	1210840	27	21
SL1344_1107	mviN	+	1211105	1212679	14	23
SL1344_1108	flgN	-	1212761	1213183	623	530
SL1344_1109	flgM	-	1213188	1213481	454	430
SL1344_1110	flgA	-	1213573	1214232	85	200
SL1344_1111	flgB	+	1214389	1214805	145	473
SL1344_1112	flgC	+	1214809	1215213	108	287
SL1344_1113	flgD	+	1215225	1215923	74	266
SL1344_1114	flgE	+	1215950	1217161	78	251
SL1344_1115	flgF	+	1217182	1217937	132	362
SL1344_1116	flgG	+	1217951	1218733	101	317
SL1344_1117	flgH	+	1218788	1219486	55	223
SL1344_1118	flgI	+	1219498	1220595	39	134
SL1344_1119	flgJ	+	1220595	1221545	42	107
SL1344_1120	flgK	+	1221610	1223271	238	324
SL1344_1121	flgL	+	1223286	1224239	244	300
STnc840		+	1224244	1224316	963	660
