Sequence name	locus tag	Name	Start	End	Strand	L Arabinose logFC	D Maltose monohydrate logFC	Mucin from porcine stomach logFC	N Acetyl D Glucosamine logFC	D Xylose logFC	28°C logFC	42°C logFC	Aerobic shaking logFC	bile salts logFC	deoxycholic acid logFC	Gentamicin logFC	peroxide logFC	pH 6 logFC	Starvation logFC
NC_004663.1	BT_0143	BT_0143	146387	147763	+	0.2774115983	0.2869415224	0.8368649936	0.810916881	0.5177309877	-1.482144294	0.3033108854	0.04258114326	-0.6530034531	-0.6811983075	-0.4638585888	-0.07290687987	-0.009920182037	1.932429616
NC_004663.1	BT_0144	BT_0144	147968	148198	+	1.008430114	1.53286468	2.060008818	1.492182897	1.016006685	-3.019350779	0.317132469	-0.4711715143	-2.11625006	-3.585850383	-2.29758559	-0.15984818	-0.06807210116	2.199742129
NC_004663.1	BT_0145	BT_0145	148359	149618	+	0.2976909772	0.1526349654	1.133283983	0.8178962664	0.4808093097	-1.110476765	0.3464827666	-0.646600911	-0.5099764251	-1.161194389	-0.6385217131	-0.2520894086	-0.01428043083	1.430771719
NC_004663.1	BT_0146	BT_0146	149679	150899	+	0.6866908932	0.2442176028	1.120505186	1.350401329	0.7320862908	-2.066292765	0.1899899976	-0.1713530843	-1.14365642	-1.794959716	-1.343890205	0.1230796477	-0.2009312739	1.776131779
NC_004663.1	BT_0147	BT_0147	150999	151460	-	0.8308011574	-0.1377928417	2.253041943	2.01892185	1.179197183	-3.452248963	-0.4727178369	-0.801966476	-3.704697339	-4.243923218	-3.375942894	0.1217552065	0.05220651296	2.395375806
NC_004663.1	BT_0148	BT_0148	151535	152824	-	0.1189758884	-0.1299729081	0.5769192156	0.4174792239	-0.1025727425	-1.101850494	-0.2964758737	-0.1740696869	-1.018518074	-0.3247215661	-0.4669244191	0.00175611349	-0.03735240153	-0.01363887935
NC_004663.1	BT_0149	BT_0149	153042	153824	-	-0.4919944783	0.05635670944	-0.9217603249	-1.035883209	-0.6964217246	1.70134226	-0.2526346766	-0.2372823051	0.3731201392	0.9376844443	0.3150914245	-0.1033442082	-0.1776328847	-1.73348528
NC_004663.1	BT_0150	BT_0150	153863	156241	-	-0.4766387892	-0.137734704	-1.075136225	-1.024555574	-0.7076572768	1.464510546	0.2752626284	-0.1007671275	1.052118527	0.9640280132	0.8731440854	0.06602835659	-0.02648762446	-1.329519071
NC_004663.1	BT_0151	BT_0151	156339	156773	+	-0.09581957412	-0.0008754215026	0.02980897991	0.09342540987	-0.1054545529	-0.7701213001	0.07270223445	0.01763116829	-0.9150477859	-1.262033261	-0.5435485723	0.1113963516	0.2289429892	0.7176492995
NC_004663.1	BT_0152	BT_0152	156800	157618	+	-0.1210669891	0.05994512728	-0.01167991014	-0.008672333164	-0.1599167554	-0.6984639378	0.04671447359	-0.02347738406	-1.065367462	-1.176903275	-0.2807354781	0.2238480421	0.3001818511	0.7069186479
NC_004663.1	BT_0153	BT_0153	157983	158858	-	-0.2071003943	-0.4226863863	-1.16817874	0.133319331	-0.4262498199	0.1562552102	-0.02380701704	0.06715957588	-0.7419338148	-0.501153529	-0.4265650377	-0.1607188575	0.3960790761	-1.053815098
NC_004663.1	BT_0154	BT_0154	158865	160319	-	-0.1423347005	-0.2385879275	-0.74767037	0.2582212231	-0.3361801563	-0.06079780371	0.1923648908	-0.08399330749	0.1537779306	-0.1815003127	-0.1962749915	-0.1186276677	0.44137102	-0.7208859211
NC_004663.1	BT_0155	mnmA	160649	161716	+	-0.3383957347	-0.1014093371	-1.262654937	-0.2049285779	-0.2837488542	-1.406503156	0.1846206937	-0.2805076149	-0.4779406423	-0.8228109684	0.1830873963	-0.06674654415	-0.1077706067	-0.7379862936
NC_004663.1	BT_0156	BT_0156	161746	162408	-	0.09834976622	-0.1838185759	-0.7192136794	0.2998487435	0.001628953151	-0.6462616648	-0.3108527724	-0.4423659148	-0.0864384178	-0.9979472445	-0.781191119	0.1122572787	-0.1972643138	0.9258257564
NC_004663.1	BT_0157	BT_0157	162494	163084	-	0.9785970696	-0.1786507143	2.387668571	2.134053824	1.188369745	-4.179551524	0.3013111664	-0.4481835213	-3.333673398	-4.403663403	-4.048458397	0.01845201538	0.05790909958	2.852401451
NC_004663.1	BT_0158	BT_0158	163152	164579	-	0.128630866	-0.7158553186	0.2001176252	0.4674044031	-0.1677168145	0.7420669118	0.1774603545	-0.1487540911	-0.1841899843	0.2173105433	0.5219662486	-0.03980073942	0.3389524416	-1.734419128
NC_004663.1	BT_0159	BT_0159	164674	165546	-	0.03799624433	-0.6329842754	0.6759162405	0.1121614031	-0.1355194468	0.4091657079	0.5546937688	0.0641846477	0.06639111275	-0.03412494618	0.4252374989	-0.006187812908	0.4795624733	-1.625918178
NC_004663.1	BT_0160	BT_0160	165668	166102	-	0.7472903047	0.04029973959	2.762308699	1.479507799	1.203191352	-2.934026833	0.02746244511	0.03661835457	-2.204129684	-2.539073479	-2.836446132	-0.01756141969	-0.1589230281	2.431633861
NC_004663.1	BT_0161	BT_0161	166150	167325	-	-0.1472966346	-0.159996302	-0.2241845767	-0.2860658729	-0.3974065659	1.570076819	0.1870256021	-0.1257626846	2.277010674	1.927224634	1.40080815	-0.1211446816	0.2137560724	-1.067395959
NC_004663.1	BT_0162	BT_0162	167345	169663	-	0.02177263074	-0.1418989042	0.7378971868	-0.02235604435	-0.0860963828	0.01327955794	-0.4632590442	0.192290661	-0.4497363556	-0.02446348172	-0.7522368643	-0.1090544598	0.4499084719	0.3668422884
NC_004663.1	BT_0163	BT_0163	169709	169975	-	-0.08189630131	0.07860685494	0.2698576701	-0.01125840734	-0.1267650237	-0.8638734313	-0.4542199283	0.409448033	-1.822782227	-1.495021008	-1.904619941	0.1633083178	0.4424531014	1.676102274
NC_004663.1	BT_0164	BT_0164	169983	175358	-	-0.1821866252	0.1141738046	0.3242941753	0.0814207944	-0.2380325712	-1.063556993	-0.1531940811	0.09953836195	-1.441303707	-1.297163283	-1.289417258	-0.1195900994	0.3314236578	1.485545579
NC_004663.1	BT_0165	BT_0165	175455	175856	+	-0.01871308281	-0.2877607952	-0.7886075961	0.01131245123	-0.2616175691	0.6162929408	0.07707349783	-0.1691151588	0.535161864	0.2042806564	0.2364721322	-0.2379103271	0.09455515807	0.07142644127
NC_004663.1	BT_0166	BT_0166	175872	176429	+	-0.2952210545	-0.3855914762	-0.9098324323	-0.0713878112	-0.3044141966	0.914707397	0.1361667004	0.05738273219	0.5797617648	0.3313633088	0.316707363	-0.03533089386	0.1310836028	0.03663475107
NC_004663.1	BT_0167	BT_0167	176559	176897	-	-0.2817052155	0.00433099326	0.2188488865	-0.09595439398	-0.1478992168	-0.01318359289	-0.2083128982	0.2698987998	0.4351172564	0.105285402	-0.1507014473	0.001839864669	-0.001165083501	1.122428361
NC_004663.1	BT_0168	BT_0168	176890	177189	-	-0.2578341478	-0.07923630589	0.1521708729	-0.2649179158	-0.2395142008	0.03507652228	-0.09464325115	0.3600940221	0.7413691791	0.3284312738	-0.02069273532	0.1047171611	0.1474215695	1.019760922
NC_004663.1	BT_0169	BT_0169	177407	178462	-	-0.2347405836	0.04876769392	0.2878944114	-0.39218382	-0.156254099	-0.1387326814	-0.1400020053	-0.08349996723	-0.1049780937	-0.290219574	-0.2477379218	0.07282336965	-0.06680048741	0.821075281
NC_004663.1	BT_0170	BT_0170	178582	178935	-	0.2251329816	0.3536680054	1.539424339	1.001578004	0.8108972373	-2.323272432	-0.4584826372	-0.1064394811	-2.2882207	-2.806209093	-2.26201651	0.04287136201	-0.1750699406	2.996760156
NC_004663.1	BT_0171	BT_0171	179107	180390	-	1.371004793	0.5692415326	3.275180902	1.787824411	1.381096986	-2.042016964	-0.568388231	-1.292479593	-0.7316873539	-1.436665505	-0.5263412673	-0.1049189036	-0.6731252259	2.415338331
NC_004663.1	BT_0172	BT_0172	180505	180900	-	0.3869616938	0.6540643076	2.26116916	1.060762089	0.9444345953	-2.062804223	-0.2869705906	-0.7915757668	-2.508388537	-2.040754239	-1.47794264	-0.02060936349	-0.5778583487	2.198832024
NC_004663.1	BT_0173	BT_0173	181926	182936	-	-0.2342639125	-0.01357942133	-1.463070379	-0.9217751943	-0.7928525435	0.7433838178	-0.7034039557	0.00467853145	0.5724517203	1.024601642	0.2461522437	-0.08415104161	0.07906857421	-2.654879246
NC_004663.1	BT_0174	BT_0174	182956	183657	-	-0.3199237558	-0.08835243796	-1.556411264	-0.9481641358	-0.7623160433	0.8880741754	-0.6438670203	0.05148409968	0.7572164712	1.106738953	0.3607377171	-0.03902399387	0.1665264719	-2.774644539
NC_004663.1	BT_0175	BT_0175	183896	184300	+	1.317854026	-0.2614708293	1.884890896	1.937274819	1.502888312	-2.852208398	-0.488287124	-0.5835545148	-2.519224519	-3.795060969	-2.708284069	-0.03648091722	-0.389447978	0.3792884797
NC_004663.1	BT_0176	BT_0176	185073	185561	+	-0.09289627489	-0.1211534124	-0.6315935157	-0.2105428429	-0.2578143013	1.153243514	0.3572220306	0.0461077219	1.545808884	1.43632343	1.03987865	0.03365526308	0.1807498886	-0.5210743441
NC_004663.1	BT_0177	BT_0177	185638	186429	+	-0.1200725185	-0.2968565928	0.140466506	0.2096026526	-0.1837601152	0.9996312415	0.6363245199	0.03921449312	2.542664126	1.56914704	1.309321938	0.1086124982	0.1125405606	0.7068741873
NC_004663.1	BT_0178	BT_0178	186456	187001	+	-0.1483076137	-0.4624655413	-0.5328372133	0.05697939809	-0.3317340063	0.6995077651	0.4191590152	-0.3628521964	1.368588553	0.9313044261	0.8446656322	-0.02748311308	0.05570771234	-0.4295919466
NC_004663.1	BT_0179	smpB	187011	187463	+	-0.1343308353	-0.6255358221	-0.2910940398	0.05702225653	-0.2066975541	-0.967751312	-0.6193225064	-0.1298069313	-1.059556265	-0.7935214434	-0.8381112271	-0.08260877569	-0.2564324051	-0.3018567569
NC_004663.1	BT_0180	BT_0180	187553	190300	+	0.001758756832	-0.2188531614	-0.4229445703	0.1198886834	-0.1035871644	-0.2024938746	-0.4454313749	-0.3069758495	-0.4580810519	-0.06389474541	-0.03029722621	0.05757498576	-0.0266380376	-1.564806592
NC_004663.1	BT_0181	BT_0181	190313	190912	+	-0.06107861107	-0.1508576154	-0.716614773	-0.0106108059	-0.146773405	0.2892473616	-0.7625087509	-0.4119036174	-0.1797278788	0.1131786473	-0.08530127563	-0.01952025783	0.09123429812	-1.663473655
NC_004663.1	BT_0182	BT_0182	191106	192656	+	-0.1336189595	0.2733693158	-2.123808712	-0.2141114319	-0.1718809103	1.109794305	-0.3632121261	-0.5026769324	1.354046825	1.350474849	1.241200394	0.06009867641	0.2307672729	-0.6262188195
NC_004663.1	BT_0183	BT_0183	192751	194139	-	-0.3659766755	0.000763780521	-0.03287200847	-0.3121872195	-0.4776060279	0.7616501292	0.3010178458	-0.2750167805	0.07070603586	0.6005279839	0.7869784039	-0.1048245918	0.5207014128	-0.3181339621
NC_004663.1	BT_0184	BT_0184	194157	194774	-	-0.3348194852	0.1195506377	-0.0826618237	-0.2473404766	-0.4090584414	0.08935410372	0.2846085945	-0.2537610875	-0.1685546795	-0.06505850946	0.2627970221	-0.05168601989	0.4225028432	0.1918665659
NC_004663.1	BT_0185	BT_0185	194876	195175	+	0.1359069257	-0.2283064476	0.9707368473	0.6782533303	0.2867522594	-0.1317629646	0.4231897976	-0.2063949954	0.2715981089	-0.1693331605	-0.1793068253	0.003240821671	0.08773255911	0.4424669418
NC_004663.1	BT_0186	BT_0186	195185	197245	+	0.1362691337	-0.1390512578	0.9881336974	0.5648220217	0.1682410587	0.25124618	0.4285088861	-0.4238304088	0.7694861549	0.2811099038	0.07160334602	-0.007239578483	0.1593766355	-0.04837704282
NC_004663.1	BT_0187	BT_0187	197341	198045	-	0.6866221071	0.07631887822	2.292207536	1.763509691	1.041067987	-3.979729857	-0.5105909959	-0.5242614531	-4.06464664	-4.658982988	-3.731997988	0.01484971506	-0.06492420573	2.802876716
NC_004663.1	BT_0188	BT_0188	198238	198840	+	-0.6268607132	-0.08570557367	0.1129566708	-0.4085487781	-0.116267578	0.5906760433	0.160269134	0.2314737641	0.9758835167	0.6802922829	0.7149984493	0.2777901646	0.1781758548	1.092133378
NC_004663.1	BT_0189	BT_0189	198928	199911	+	0.4427997457	0.7239372909	2.681664208	0.3324817146	0.821296237	-0.7725682441	0.9971534159	0.1541509857	1.642362131	0.681050776	0.6645608168	0.07581656725	0.0167058853	3.864747668
NC_004663.1	BT_0190	BT_0190	200124	203564	+	0.5264945551	1.11995509	3.386221532	1.036430081	1.259344757	-0.4087326048	0.6295915314	-0.1636580154	0.6692979503	0.6375602428	0.2198319205	0.1695852038	-0.01112654317	4.426884735
NC_004663.1	BT_0191	BT_0191	203588	204979	+	0.5025090923	1.176225444	3.409041522	1.243585965	1.279672777	-0.946020228	0.4498223408	-0.06979861301	0.1572286377	-0.2112314368	-0.09817477264	-0.3187975674	-0.1411836541	4.250759137
NC_004663.1	BT_0192	BT_0192	205007	206974	+	0.5641327716	0.8248998052	2.89426369	0.767265615	1.235549329	-2.308262012	0.187246985	-0.3852854992	-1.311292698	-1.66835347	-1.524900489	0.1923484524	-0.25709903	3.495048063
NC_004663.1	BT_0193	BT_0193	206981	207862	+	0.8929764372	0.9621997691	3.211460085	1.25560201	1.54820769	-1.433571494	0.5666840557	-0.3278560654	-0.7317009105	-1.023148808	-1.247718549	0.07621320667	-0.462100797	3.95712201
NC_004663.1	BT_0194	BT_0194	207864	208922	+	0.3112131662	0.7585873163	2.847233221	1.007244877	1.231476538	-1.675264846	0.3054682362	-0.456681561	-0.3606732247	-1.023949661	-0.9091774466	0.0336796705	-0.3492128049	3.692394457
NC_004663.1	BT_0195	BT_0195	208943	209842	+	0.05698817842	0.4415181049	2.518782447	0.6659519824	0.8754659086	-1.751905436	0.5472886138	-0.2385739306	-0.5854409324	-0.7144436908	0.1342100714	0.04458276647	-0.1784370661	2.982740438
NC_004663.1	BT_0196	BT_0196	209855	211201	+	0.7585046169	0.6820519028	3.160900583	1.672761254	1.794211978	-2.181273518	0.03897375374	-0.04517162804	-0.8028089362	-1.651148141	-0.5000479338	-0.2328977412	0.02103969576	3.013517818
NC_004663.1	BT_0197	BT_0197	211460	212059	+	-0.1132257006	-0.1128419213	-0.3490254336	-0.2482849521	-0.09596598686	1.115176027	1.52765232	0.2164310752	3.288061669	2.163105469	1.789137931	0.2586020245	0.1983101725	-1.668405765
NC_004663.1	BT_0198	BT_0198	212369	214273	+	-0.2104293111	-0.7312352096	-2.305577476	-1.535300381	-0.4831742962	5.475276815	-0.7421137973	0.04602017437	0.5136000183	-0.1197699222	0.6950818574	-0.07730104911	0.228232827	-2.296767244
NC_004663.1	BT_0199	BT_0199	214349	214840	+	-0.3084811065	0.3082762716	0.05628085743	-0.1290740572	-0.1076941985	2.170253892	-0.05841303711	0.2057369355	-0.9184550626	-1.226023143	-0.5685791757	0.007580482562	0.3291594499	1.522945225
NC_004663.1	BT_0200	hisG	215094	215945	+	-0.3858761308	-0.171638141	-3.553254956	-0.6804179146	-0.4513381217	-0.600068824	-0.4672955139	-0.125806791	-1.67319252	-1.5105939	-0.9675460224	-0.08330358252	-0.07034787911	-0.8600904264
NC_004663.1	BT_0201	hisD	215955	217241	+	-0.3988048904	-0.0629018846	-3.704236384	-0.6251451433	-0.4150665191	-0.7053904466	-0.5333916554	-0.0967559042	-1.536831273	-1.461962471	-1.097544055	-0.1005414181	-0.05476862465	-0.9359029862
NC_004663.1	BT_0202	BT_0202	217238	218278	+	-0.4664542877	0.08926782988	-3.478122842	-0.6518948842	-0.5051960152	-0.9155183486	-0.683514481	-0.1416809005	-1.850634467	-1.603437694	-1.39449619	-0.1592840851	-0.1144137654	-1.342248559
NC_004663.1	BT_0203	BT_0203	218282	219406	+	-0.4411780924	0.1207392533	-3.582515956	-0.6449535099	-0.422189407	-0.732329256	-0.8202995993	0.07358976589	-1.850351193	-1.471309192	-1.246468311	0.006176473687	-0.0004751532932	-1.253391198
NC_004663.1	BT_0204	BT_0204	219497	220006	+	-0.3811452035	-0.02336579025	-3.815191662	-0.6066253583	-0.381852325	-0.4178387747	-0.7197336862	0.2481418369	-1.607212789	-1.089542873	-0.9977428954	0.1049734837	0.05609500976	-1.221488552
NC_004663.1	BT_0205	nadE	220121	222046	-	-0.4030726783	-0.1235137705	-0.4864681957	-0.5782073151	-0.5519030464	0.9936767687	-0.02818850354	0.05224742193	0.6368751684	0.843243748	0.8791693524	-0.03639040328	0.2200878157	-1.254524331
NC_004663.1	BT_0206	BT_0206	222704	225646	+	-0.7474004046	0.06605875765	-1.827440583	-0.5798926923	-0.2444129006	3.245522662	0.9350514996	-0.06815774422	3.085395361	3.041030483	1.680569903	-0.05953013539	0.390455684	-1.121541276
NC_004663.1	BT_0207	BT_0207	225665	227200	+	-0.3306527348	0.5041725337	-0.754757317	-0.03885515814	0.1335333934	2.757231218	0.6214175524	-1.114188866	2.446364045	2.398522164	0.7130053152	-0.8921388487	0.007731776702	-1.717246379
NC_004663.1	BT_0208	BT_0208	227218	228117	+	-0.4918486552	-0.1780840061	-1.686806217	-0.1746879096	-0.7184773275	2.262176579	0.2694585486	0.2920188841	0.8581841956	1.749260312	0.1187028621	-0.1804307204	-0.3883681916	-0.9175272921
NC_004663.1	BT_0209	BT_0209	228135	230087	+	0.02229865258	-0.1267000493	0.2832787839	0.03110234397	-0.06474314227	0.9030603769	-0.01737212858	-0.4897304105	0.2229783451	0.4275398901	-0.904206304	-0.1324602311	-0.3388223021	0.2833820108
NC_004663.1	BT_0210	BT_0210	230133	232847	+	-0.283898626	-0.3490095222	0.07860196168	0.1860493725	-0.3763311014	1.63275346	0.4503299222	-0.1853130994	0.6739509209	0.9153120931	-0.7436371374	0.3091279191	0.01653246545	-0.7321961011
NC_004663.1	BT_0211	BT_0211	232865	234847	+	-0.1149032324	0.1210527126	0.5244769583	0.4741094878	-0.246653918	1.297351093	-0.1919453002	-0.03980457795	0.5314299572	0.4766647152	-0.1521316735	-0.329703471	-0.4045542155	0.09473303559
NC_004663.1	BT_0212	BT_0212	234898	236985	+	-0.368306839	-0.2227981883	-0.2660106602	0.276664724	-0.2810081538	1.199970684	0.1702248908	-0.1120639632	0.6675127592	0.2273826174	-0.04281250013	-0.01417230941	-0.1853313075	-0.5371050314
NC_004663.1	BT_0213	BT_0213	236998	237813	+	0.4754340919	0.1235221984	0.322435163	0.7019843924	0.1963812446	0.4809494335	0.1913231903	-0.2345099433	-0.6536776556	-0.6983299706	-1.478921761	0.02501173486	-0.4185880478	0.03502584998
NC_004663.1	BT_0214	BT_0214	237835	238311	+	0.7308541738	-0.1785412745	0.3344640072	0.9204984801	0.8596765551	-0.4656408663	0.2092734552	-0.03659986863	-0.9665150991	-0.9028639243	-1.833636932	0.3333781998	-0.2895098283	0.3138564237
NC_004663.1	BT_0215	BT_0215	238500	238928	+	-0.1419124253	-0.01814564339	-1.19993096	-1.315769685	-0.0560351041	-0.7808911423	-0.05080769852	1.331043672	-0.1644362672	-1.038913688	-1.068059133	-0.1212060936	-0.03294910485	-0.8526466027
NC_004663.1	BT_0216	BT_0216	238951	239511	+	-0.4363426432	-0.2436261941	-2.09373814	-2.259486848	-0.3723042415	-0.3875028072	-0.4426257269	1.766792218	-0.6332219447	-0.7960168921	-0.7910636444	-0.1261970266	0.04087420434	-0.1872113303
NC_004663.1	BT_0217	BT_0217	239643	240245	+	-0.3608256627	-0.05262225436	-1.191805124	-0.24285866	-0.5623047755	-0.2082566152	0.3546298964	0.4308584043	-0.4650153115	-0.7836378485	-0.4672877677	0.06565177227	0.4158942957	0.2526742896
NC_004663.1	BT_0218	BT_0218	240357	240821	-	0.4892525101	-0.2557591281	1.298999279	1.092142104	1.038198907	-2.881066009	-0.3278943158	0.2276952613	-1.56465751	-2.171247593	-2.026495962	0.07939312275	-0.09178823682	2.539150746
NC_004663.1	BT_0219	BT_0219	240836	241135	-	0.3096362344	-0.07798700758	1.402373389	1.271536957	1.079111088	-3.373028925	-0.5549790451	0.2367402016	-2.025502155	-2.791281143	-2.818624514	-0.01821713208	-0.1708896435	2.679319334
NC_004663.1	BT_0221	BT_0221	241657	242916	+	-0.3007096085	-0.09610393165	-0.3716262449	0.2643956145	-0.4028890614	0.2119481851	-0.05349850692	-0.4252429671	1.053304935	0.1010077429	0.5902254491	-0.01707585601	0.3937712875	0.124427104
NC_004663.1	BT_0222	BT_0222	242935	243960	+	-0.07574304562	-0.07172820081	-0.1007882646	0.2093110407	-0.1447809653	0.2166829439	0.0007991675034	-0.2052763806	0.7036784226	0.4599595297	0.4535629694	-0.001026953383	0.3837396978	-0.3564752714
NC_004663.1	BT_0223	BT_0223	244031	244723	+	-0.1793126385	-0.05425149199	-0.541653374	-0.1531783447	-0.1519294165	0.3453859885	0.3535250366	0.2301162447	0.3387348352	0.6934820235	0.8086806454	0.0908026011	0.3884895194	-0.2270533275
NC_004663.1	BT_0224	BT_0224	244852	245256	-	-1.040014914	-0.343052576	0.1081910066	-0.850510568	-1.532965941	3.803905041	-1.020908475	-0.7940326957	2.367557107	3.520275535	1.579221157	-0.3558122636	0.2624103775	-1.942824971
NC_004663.1	BT_0225	BT_0225	245298	245891	-	-0.9970512817	-0.3040384165	0.08763941817	-0.7665971501	-1.394611375	3.068774656	-0.7069850815	0.02461279795	1.623862637	2.761579133	0.8657051902	-0.1198172699	0.8112213852	-1.647038316
NC_004663.1	BT_0226	BT_0226	245914	246459	-	-0.8063474029	-0.5332752586	0.2054774986	-0.8573183464	-1.024288088	3.626720633	-0.03161331434	-0.1878889798	2.465034704	3.639800324	1.810126755	0.1612791379	0.7270156155	-2.195257785
NC_004663.1	BT_0227	BT_0227	246480	247109	-	-0.6767988976	-0.3594955109	-0.2965866851	-0.9472937803	-0.9883295568	4.067978978	0.1127364597	-0.2049741974	3.115046939	4.198288931	2.033361719	0.08463667421	0.9930368664	-2.81831384
NC_004663.1	BT_0228	BT_0228	247354	249387	-	-0.4046661934	-0.138509206	0.1494297652	0.1898806344	-0.3185896237	0.323753358	0.4522089678	-0.28033274	-0.1479951099	0.5559966521	0.0595414106	-0.5207402624	0.1630389297	-1.831761931
NC_004663.1	BT_0229	BT_0229	249577	250602	-	-0.4784815382	-0.4200665716	0.6718993617	-0.03949017293	0.1306140491	-1.28622523	-0.4561402386	-0.6496547469	-0.6355482918	-0.210308197	-0.9830665471	0.151948067	-0.2313815604	-0.5018512277
NC_004663.1	BT_0230	BT_0230	250714	252072	-	-0.01953948364	-0.6481333293	-0.9170921878	-0.01205455022	-0.02545039491	1.078871104	-0.7664351787	-0.6108647835	0.8661584031	0.8398734487	0.8126528982	-0.3502837741	-0.2118418405	-2.383624711
NC_004663.1	BT_0231	BT_0231	252110	252481	-	0.2535143478	-0.4989145315	-1.348290439	-0.3045433924	-0.1389097379	1.783156887	0.865009845	-0.2695747716	1.841716681	1.720000869	1.314294678	0.2543073167	0.05360606572	-1.570837131
