locus_tag	common gene name	strand	start	end	EEP	MEP	LEP	ESP (biological replicate 1)	ESP (biological replicate 2)	ESP average (biological replicate 1 and 2)	LSP (biological replicate 1)	LSP (biological replicate 2)	LSP average (biological replicate 1 and 2)
SL1344_0342		+	390542	391183	6	4	3	2	3	2	6	5	6
SL1344_0343		+	391194	391418	8	4	4	2	2	2	1	1	1
SL1344_0344		+	391476	391835	11	8	10	7	7	7	11	6	8
SL1344_0345		-	391905	393362	1	1	2	1	1	1	1	0	1
SL1344_0346		-	393379	396546	1	1	1	1	1	1	0	0	0
SL1344_0347		-	396543	397553	0	0	0	1	0	0	0	0	0
SL1344_0348		+	398046	400334	1	2	2	1	2	1	0	0	0
SL1344_0349		+	400346	400810	2	2	7	2	4	3	1	1	1
SL1344_0350		+	400888	401082	6	16	16	19	18	18	1	1	1
SL1344_0351		+	401375	402628	7	5	22	5	4	4	1	1	1
SL1344_0352	mod	+	402817	404775	69	66	40	16	18	17	3	2	3
SL1344_0353	res	+	404782	407757	50	48	33	13	13	13	4	2	3
SL1344_0354		+	408034	408135	24	16	49	127	104	115	453	678	565
SL1344_0355		+	408252	409655	5	3	11	18	23	21	18	18	18
SL1344_0356		+	409652	410662	7	8	19	34	32	33	43	35	39
SL1344_0357		+	410679	410903	1	3	7	11	13	12	18	21	20
SL1344_0358		+	410999	412003	22	22	6	5	5	5	6	5	6
SL1344_0359	foxA	+	412149	414257	6	6	4	3	3	3	3	2	2
SL1344_0360	yahN	-	414298	414930	17	18	42	45	36	40	8	5	7
SL1344_0361	yahO	+	415162	415437	9	16	110	318	266	292	114	93	103
SL1344_0362	prpR	-	415573	417198	3	11	23	12	5	8	0	0	0
SL1344_0363	prpB	+	417463	418350	1	1	5	4	2	3	2	1	1
STnc3280		-	418463	418391	48	65	49	57	62	60	12	20	16
SL1344_0364	prpC	+	418473	419642	2	3	3	5	3	4	3	1	2
SL1344_0365	prpD	+	419682	421133	1	2	3	3	3	3	1	0	0
SL1344_0366	prpE	+	421174	423060	2	2	4	4	2	3	1	1	1
SL1344_0367	hemB	-	423164	424138	56	65	40	22	23	22	1	1	1
SL1344_0368	yaiU	+	424651	427587	15	12	19	18	15	17	5	4	4
SL1344_0369	yaiV	+	427673	428296	10	7	13	13	13	13	8	5	6
SL1344_0370	ampH	-	428341	429471	23	19	19	13	12	12	2	1	2
SL1344_0371	sbmA	+	429947	431065	25	17	14	9	11	10	2	1	1
SL1344_0372	yaiW	+	431080	432174	18	18	12	12	13	13	0	1	1
SL1344_0373	yaiY	-	432212	432520	3	3	10	13	12	12	14	10	12
SL1344_0374	yaiZ	+	432788	433003	88	110	235	179	160	169	26	24	25
SL1344_0375	ddlA	-	433029	434123	37	53	40	24	23	23	7	7	7
SL1344_0376		+	434201	434914	2	3	6	9	8	8	13	12	13
SL1344_0377		+	435083	436294	7	6	6	3	4	3	3	2	3
SL1344_0378	yaiB	+	436585	436851	97	138	360	532	552	542	81	52	66
STnc4150		-	437082	436953	9	11	35	32	29	30	166	43	104
SL1344_0379	psiF	+	437203	437523	10	10	59	158	138	148	183	233	208
SL1344_0380	adrA	+	437615	438727	4	6	10	12	14	13	14	10	12
SL1344_0381	proC	-	438742	439551	29	30	31	26	22	24	3	2	2
SL1344_0382	yaiI	+	439691	440146	25	28	18	9	12	10	1	1	1
SL1344_0383	aroL	+	440331	440876	75	57	35	20	26	23	3	2	2
SL1344_0384	yaiA	+	440903	441094	108	95	128	177	148	163	493	245	369
SL1344_0385	aroM	+	441345	442022	41	32	34	23	28	26	9	7	8
SL1344_0386	yaiE	+	442093	442377	106	108	116	98	105	102	21	16	19
SL1344_0387	rdgC	-	442415	443326	72	77	53	26	26	26	2	2	2
SL1344_0388	yajF	+	443452	444360	15	19	22	19	17	18	5	2	4
SL1344_0389	araJ	-	444382	445554	17	15	12	6	5	5	1	1	1
SL1344_0390	sbcC	-	445727	448867	19	19	12	5	6	6	0	0	0
SL1344_0391	sbcD	-	448864	450066	25	22	14	5	7	6	0	0	0
SL1344_0392	phoB	+	450281	450970	71	82	65	40	50	45	3	3	3
SL1344_0393	phoR	+	451040	452335	31	33	26	16	21	18	1	1	1
SL1344_0394	brnQ	+	452744	454063	146	119	97	42	41	42	5	6	5
SL1344_0395	proY	+	454138	455508	79	36	34	12	13	13	1	2	2
SL1344_0396	malZ	+	455670	457487	16	13	8	5	5	5	1	1	1
SL1344_0397	tsaA	-	457559	458161	459	470	326	196	126	161	4	5	5
SL1344_0398	yajB	-	458371	458952	58	76	63	66	63	64	9	9	9
SL1344_0399	queA	+	459046	460110	146	81	60	11	13	12	0	1	0
SL1344_0400	tgt	+	460307	461434	293	206	176	71	67	69	4	4	4
SL1344_0401	yajC	+	461457	461789	723	631	468	279	242	261	3	4	4
SL1344_0402	secD	+	461817	463664	333	263	230	106	104	105	5	5	5
SL1344_0403	secF	+	463675	464646	234	177	143	48	46	47	2	2	2
SL1344_0404		+	464794	465159	32	21	22	12	12	12	2	2	2
SL1344_0405		+	465185	465877	17	10	10	6	7	7	1	2	1
SL1344_0406	yajD	+	466047	466394	81	72	54	53	45	49	5	4	4
STnc1060		-	466783	466718	563	1044	1967	3219	2273	2746	2500	1704	2102
SL1344_0407	tsx	-	467023	467886	139	488	112	89	79	84	4	3	3
SL1344_0408	yajI	-	468186	468725	7	5	13	12	9	10	6	3	5
SL1344_0409	nrdR	+	468877	469326	213	234	172	124	116	120	18	12	15
SL1344_0410	ribD	+	469330	470433	70	91	75	44	48	46	3	2	2
SL1344_0411	ribH	+	470522	470992	535	353	277	89	105	97	7	7	7
SL1344_0412	nusB	+	471013	471432	553	518	416	247	214	230	32	24	28
SL1344_0413	thiL	+	471511	472488	123	68	54	22	23	22	1	1	1
SL1344_0414	pgpA	+	472466	472981	108	51	43	24	22	23	4	3	4
SL1344_0415	yajO	-	473085	474059	22	23	21	22	23	22	8	8	8
SL1344_0416	dxs	-	474116	475978	75	74	62	31	38	34	1	1	1
SL1344_0417	ispA	-	476002	476901	91	92	75	44	55	49	8	7	8
SL1344_0418	xseB	-	476902	477144	131	119	148	97	95	96	17	12	14
SL1344_0419	thiI	+	477354	478802	82	73	43	14	16	15	1	1	1
SL1344_0420	phnV	-	478846	479643	2	3	3	3	2	2	0	0	0
SL1344_0421	phnU	-	479646	480506	3	2	2	1	1	1	0	0	0
SL1344_0422	phnT	-	480509	481618	3	3	3	2	1	1	1	1	1
SL1344_0423	phnS	-	481624	482568	4	5	4	3	3	3	2	1	1
SL1344_0424	phnR	-	482835	483554	14	13	9	8	7	7	1	1	1
SL1344_0425	phnW	+	483694	484797	1	1	1	1	1	1	0	0	0
SL1344_0426	phnX	+	484804	485616	1	1	1	0	0	0	0	0	0
SL1344_0427	thiJ	-	485713	486303	27	35	26	28	33	30	11	12	12
SL1344_0428	apbA	-	486266	487177	29	34	29	26	24	25	13	9	11
SL1344_0429	yajQ	+	487285	487794	442	476	187	147	117	132	45	29	37
SL1344_0430	yajR	-	487841	489205	28	30	27	15	18	17	1	1	1
SL1344_0430A		-	489507	489698	2	9	8	12	8	10	94	55	74
SL1344_0431		+	489742	491253	15	11	11	8	9	8	9	5	7
SL1344_0432		+	491475	492758	29	21	21	10	13	11	2	1	2
SL1344_0433	cyoE	-	492840	493730	546	840	912	316	277	296	17	18	17
SL1344_0434	cyoD	-	493742	494071	572	721	778	292	237	264	18	22	20
SL1344_0435	cyoC	-	494071	494586	418	526	531	143	98	121	10	12	11
SL1344_0436	cyoB	-	494675	496666	421	548	566	160	83	121	8	8	8
SL1344_0437	cyoA	-	496677	497633	803	936	1038	387	169	278	39	26	32
SL1344_0438	ampG	-	498086	499561	61	51	34	12	16	14	1	1	1
SL1344_0439	yajG	-	499605	500237	104	103	101	46	45	45	10	6	8
SL1344_0440	bolA	+	500487	500804	236	237	252	455	411	433	224	258	241
SL1344_0441	tig	+	501151	502449	915	940	618	255	245	250	5	6	6
SL1344_0442	clpP	+	502696	503319	193	257	185	159	163	161	55	44	50
SL1344_0443	clpX	+	503571	504842	339	473	330	258	310	284	59	62	61
SraA		-	504976	504870	20	20	21	19	12	15	7	5	6
SL1344_0444	lon	+	505028	507382	210	394	113	82	85	84	16	13	15
SL1344_0445	hupB	+	507591	507863	1500	2564	2788	3293	3823	3558	48	55	52
SL1344_0446	cypD	+	508154	510025	175	148	136	57	65	61	3	2	2
SL1344_0447	comE1	+	510175	510549	8	7	6	6	5	5	1	0	0
SL1344_0448	ybaW	+	510653	511051	7	5	12	12	13	13	3	2	3
SL1344_0449	ybaX	-	511157	511852	54	54	41	28	28	28	4	4	4
SL1344_0450	ybaE	-	511917	513617	2	4	4	5	4	4	2	1	2
SL1344_0451	cof	+	513718	514536	7	6	6	4	4	4	3	2	2
STnc930		+	514484	514578	61	66	73	56	59	58	149	118	133
SL1344_0452		-	514586	515641	7	8	10	5	5	5	3	1	2
SL1344_0453	ybaO	+	515754	516212	48	43	41	39	32	36	356	205	280
SL1344_0454	mdlA	+	516253	518025	33	24	23	15	17	16	8	4	6
SL1344_0455	mdlB	+	518018	519799	25	18	17	11	11	11	1	1	1
SL1344_0456	glnK	+	520012	520350	5	18	1	1	1	1	0	1	0
SL1344_0457	amtB	+	520382	521668	6	22	6	5	5	5	1	1	1
SL1344_0458	tesB	-	521768	522628	29	29	28	18	15	16	11	6	8
SL1344_0459	ybaY	+	522843	523412	9	19	112	135	170	152	42	53	47
SL1344_0460	ybaZ	-	523445	523756	34	45	53	65	56	60	29	13	21
4.5S		+	523912	524027	10738	25426	14643	30097	37258	33678	45926	69347	57636
SL1344_0461	ylaB	-	524065	525615	27	30	24	16	17	16	7	6	6
SL1344_0462	rpmE2	+	525840	526100	29	22	24	21	15	18	236	98	167
SL1344_0463	rpmJa	+	526163	526246	76	69	77	102	80	91	402	190	296
SL1344_0464	ylaC	-	526302	526772	120	70	156	109	60	84	24	12	18
SL1344_0465	maa	-	526889	527440	173	135	93	61	71	66	110	80	95
SL1344_0466	hha	-	527619	527837	583	428	190	144	148	146	593	358	475
SL1344_0467	ybaJ	-	527865	528239	429	338	202	232	179	206	751	466	609
SL1344_0468	acrB	-	528735	531884	147	123	100	54	57	55	3	3	3
SL1344_0469	acrA	-	531907	533100	145	112	98	59	75	67	5	5	5
SL1344_0470	acrR	+	533242	533895	75	66	60	56	51	54	17	8	12
SL1344_0471	aefA	+	534014	537376	55	39	34	14	16	15	2	1	1
SL1344_0472		-	537418	538353	29	29	27	25	23	24	5	5	5
SL1344_0473	ybaM	-	538423	538590	29	29	23	17	17	17	2	0	1
SL1344_0474	priC	-	538604	539119	21	19	13	14	11	13	2	3	2
SL1344_0476	apt	+	539730	540281	225	102	102	42	49	45	2	2	2
SL1344_0477	dnaX	+	540395	542323	186	146	103	65	69	67	14	11	13
SL1344_0478	ybaB	+	542369	542698	193	154	105	62	46	54	5	2	3
SL1344_0479	recR	+	542698	543303	242	288	159	61	58	60	2	3	2
SL1344_0480	htpG	+	543414	545288	256	770	75	60	56	58	2	2	2
STnc3130		-	545385	545302	29	61	101	208	202	205	142	124	133
SL1344_0481	adk	+	545529	546173	220	243	247	78	100	89	2	2	2
SL1344_0482	hemH	+	546402	547364	36	47	45	34	34	34	29	11	20
SL1344_0483	aes	-	547361	548332	2	2	3	2	1	2	1	0	0
SL1344_0484	gsk	+	548485	549789	68	53	37	12	13	12	3	3	3
SL1344_0485	ybaL	-	549838	551514	45	41	42	63	67	65	6	5	5
SL1344_0486	fsr	-	551729	552949	19	13	11	6	6	6	2	1	2
SL1344_0487	ushA	+	553122	554774	34	44	76	68	60	64	4	3	3
SL1344_0488	ybaK	-	554891	555370	66	64	41	41	30	35	4	5	5
ChiX		+	555450	555566	52061	39061	50036	73699	93370	83534	88647	87522	88085
SL1344_0489	ybaP	-	555572	556366	28	26	16	13	15	14	2	2	2
SL1344_0490		-	556452	557279	9	12	8	6	6	6	13	8	10
SL1344_0491	copA	-	557433	559934	14	25	12	15	21	18	2	2	2
SL1344_0492	cueR	+	560044	560460	45	56	44	50	45	47	5	5	5
SL1344_0493	ybbJ	-	560461	560913	11	17	21	18	18	18	4	3	4
SL1344_0494	ybbK	-	560910	561827	18	22	27	21	20	20	9	8	8
SL1344_0495	ybbL	+	561974	562651	20	19	13	11	8	9	20	5	12
SL1344_0496	ybbM	+	562638	563417	15	17	17	13	10	11	6	3	4
SL1344_0497	ybbN	-	563503	564357	58	152	33	32	28	30	2	2	2
SL1344_0498	ybbO	-	564417	565187	28	30	25	20	23	21	3	2	2
SL1344_0499	tesA	-	565342	565956	24	26	24	14	14	14	3	3	3
SL1344_0500	ybbA	+	565927	566613	7	8	16	11	12	11	2	1	1
SL1344_0501	ybbP	+	566610	569024	8	10	16	17	14	16	4	4	4
STnc950		+	569023	569074	15	40	73	165	88	126	25	17	21
SL1344_0502		+	569210	570343	15	18	11	9	8	8	3	2	3
SL1344_0503	sfbA	+	570600	571430	9	13	9	7	8	7	1	1	1
SL1344_0504	sfbB	+	571467	572483	6	10	6	5	5	5	1	0	1
SL1344_0505	sfbC	+	572476	573135	7	13	9	12	11	11	0	1	1
SL1344_0506	ybbB	-	573174	574268	26	28	23	21	22	21	7	3	5
SL1344_0507	ybbS	-	574338	575264	4	4	4	3	3	3	1	1	1
SL1344_0508	allA	+	575491	575973	15	15	18	28	28	28	4	3	4
SL1344_0509	allR	+	576052	576870	27	37	34	36	35	36	3	3	3
SL1344_0510	gcl	+	576955	578736	1	2	2	2	2	2	0	0	0
SL1344_0511	gip	+	578749	579525	2	2	3	4	3	4	2	2	2
SL1344_0512	garRa	+	579626	580504	1	1	2	3	2	2	0	0	0
SL1344_0513		+	580570	581817	1	2	2	3	2	2	1	1	1
SL1344_0515	allP	+	581913	583367	0	0	1	1	1	1	2	1	1
SL1344_0516	allB	+	583446	584807	1	1	2	3	4	3	0	1	1
SL1344_0517	ybbY	+	584866	586164	1	1	1	1	1	1	1	1	1
SL1344_0518	glxK	+	586187	587335	1	1	2	1	1	1	0	0	0
STnc480		-	587412	587347	69	222	367	672	775	724	348	578	463
SL1344_0519	ylbA	-	587415	588200	10	15	17	17	13	15	5	4	4
SL1344_0520	allC	-	588211	589446	1	1	2	3	3	3	0	0	0
SL1344_0521	allD	-	589468	590517	0	1	3	3	2	3	1	0	0
SL1344_0522	fdrA	+	590848	592512	1	1	2	3	4	4	0	0	0
SL1344_0523	ylbE	+	592522	593781	1	1	1	1	0	0	0	0	0
SL1344_0524	ylbF	+	593793	594602	1	1	2	1	0	1	0	0	0
SL1344_0525	arcC	+	594606	595499	4	4	4	3	2	2	0	0	0
SL1344_0526	purK	-	595540	596607	31	57	28	40	23	31	1	1	1
SL1344_0527	purE	-	596604	597113	40	57	32	39	24	31	1	1	1
SL1344_0528	lpxH	-	597231	597953	81	112	76	51	66	58	9	6	8
SL1344_0529	ppiB	-	597956	598450	419	477	310	200	202	201	16	17	17
SL1344_0530	cysS	+	598623	600008	105	108	78	37	43	40	9	7	8
SL1344_0531		-	600052	600876	4	7	6	4	4	4	2	1	1
SL1344_0532		-	600873	601310	6	5	7	5	4	5	3	0	1
SL1344_0533	ybcI	-	601303	601848	4	7	5	1	3	2	1	1	1
SL1344_0534	ybcJ	-	601976	602188	108	163	98	97	100	98	8	7	7
SL1344_0535	folD	-	602190	603056	92	110	66	48	45	46	5	3	4
SL1344_0536	fimA	+	603618	604160	8	6	10	21	26	24	7	5	6
SL1344_0537	fimI	+	604236	604769	1	0	3	2	4	3	0	0	0
SL1344_0538	fimC	+	604813	605505	1	1	1	1	3	2	0	0	0
SL1344_0539	fimD	+	605536	608148	1	1	2	1	2	2	0	0	0
SL1344_0540	fimH	+	608163	609170	4	4	4	3	2	3	2	0	1
SL1344_0541	fimF	+	609180	609698	3	5	7	7	6	7	5	5	5
SL1344_0542	fimZ	-	609744	610376	1	3	5	5	6	5	4	1	2
SL1344_0543	fimY	-	610980	611702	2	1	1	0	1	1	0	0	0
SL1344_0544		-	611721	612032	3	2	3	2	3	2	1	1	1
SL1344_0545	fimW	-	612194	612790	9	7	6	10	9	9	11	6	8
SL1344_0546		-	613262	613552	3	4	5	3	3	3	2	2	2
SL1344_0547		-	614292	615944	17	225	25	4	17	10	5	2	3
SL1344_0548	gtrBa	-	615925	616851	24	213	18	5	25	15	2	1	1
SL1344_0549	gtrAa	-	616848	617210	22	195	26	4	30	17	1	1	1
STnc1870		+	617317	617426	8	22	4	3	7	5	30	12	21
SL1344_0550		-	618078	618407	4	2	2	3	2	2	4	2	3
SL1344_0550A	cusA	+	618456	618692	18	19	26	29	26	27	4	3	4
SL1344_0551	ykgD	-	618746	619600	4	5	4	4	5	4	2	1	1
SL1344_0552	ykgC	+	619816	621141	3	3	4	4	5	5	7	3	5
SL1344_0553		+	621298	621534	1	1	0	2	1	1	23	5	14
SL1344_0554	ykgB	+	621547	622107	1	1	1	1	1	1	6	4	5
SL1344_0555		-	622186	623361	45	54	50	39	44	42	11	6	9
SL1344_0556	pheP	+	623687	625081	128	86	55	31	25	28	6	6	6
SL1344_0557	ybdG	-	625123	626253	28	24	23	20	19	19	3	3	3
SL1344_0558	apeE	+	626681	628651	6	7	11	16	15	15	10	5	7
SL1344_0559		+	628818	631547	7	8	13	15	15	15	4	3	4
SL1344_0560		-	631675	632661	2	2	2	1	1	1	0	0	0
SL1344_0561		-	632728	633771	1	1	1	1	1	1	0	0	0
SL1344_0562	manZ	-	633804	634658	1	1	1	0	0	0	0	0	0
SL1344_0563	manY	-	634661	635335	1	0	1	0	0	0	0	0	0
SL1344_0564	manX	-	635419	635889	0	0	1	0	0	0	0	0	0
SL1344_0565		-	635867	636316	1	1	1	0	1	0	0	0	0
SL1344_0566	nfnB	-	636516	637169	45	52	35	31	30	30	3	3	3
SL1344_0567	ybdF	-	637266	637634	14	18	12	10	10	10	1	1	1
SL1344_0568	ramR	-	637634	638215	27	29	28	26	22	24	8	5	7
SL1344_0569	ramA	+	638504	638845	22	15	14	16	16	16	5	5	5
SL1344_0570	ybdJ	-	638851	639099	22	23	24	15	14	15	6	4	5
SL1344_0571	ybdK	-	639166	640284	6	3	7	8	8	8	14	10	12
SL1344_0572	entD	-	640296	641000	8	3	1	1	2	1	1	1	1
SL1344_0573	fepA	-	641046	643301	23	10	3	3	2	2	5	3	4
SL1344_0574	fes	+	643490	644704	64	21	1	0	0	0	222	126	174
SL1344_0575	ybdZ	+	644735	644953	37	24	1	1	1	1	2	2	2
SL1344_0576	entF	+	644950	648834	23	14	2	1	1	1	2	2	2
SL1344_0577	fepE	+	649084	650220	54	39	27	17	18	18	5	4	4
SL1344_0578	fepC	-	650273	651067	43	33	2	2	2	2	1	0	1
SL1344_0579	fepG	-	651064	652053	36	27	2	1	1	1	0	1	0
SL1344_0580	fepD	-	652053	653060	68	43	2	1	0	1	77	57	67
SL1344_0581	ybdA	+	653171	654415	63	37	3	3	2	2	5	3	4
SL1344_0582	fepB	-	654478	655434	28	14	4	2	2	2	169	111	140
SL1344_0583	entC	+	655743	656918	34	16	1	1	1	1	1	1	1
SL1344_0584	entE	+	656928	658538	30	18	2	1	1	1	0	0	0
SL1344_0585	entB	+	658552	659409	16	11	2	1	1	1	1	0	0
SL1344_0586	entA	+	659409	660164	22	15	2	1	1	1	0	0	0
SL1344_0587	ybdB	+	660167	660580	24	12	2	2	1	2	0	0	0
SL1344_0588	cstAa	+	660762	662867	21	25	149	203	147	175	38	26	32
SL1344_0589	ybdD	+	662931	663128	17	27	86	129	91	110	22	27	25
SL1344_0590	ybdH	-	663164	664252	6	6	7	5	4	5	9	7	8
SL1344_0591	ybdL	+	664379	665539	9	7	6	5	4	4	5	3	4
SL1344_0592	ybdM	-	665540	666157	8	11	9	13	14	13	3	2	2
SL1344_0593	ybdN	-	666130	667365	12	10	14	12	14	13	16	9	13
SL1344_0594	ybdO	-	667531	668433	20	15	18	17	15	16	18	9	13
STnc3180		+	668611	668719	10	28	27	44	38	41	18	17	18
SL1344_0595	dsbG	-	668750	669496	8	11	21	20	18	19	8	7	7
STnc070		+	669642	669793	1295	3150	2791	2198	2384	2291	144	230	187
SL1344_0596	ahpC	+	669937	670500	416	526	290	214	206	210	9	12	10
SL1344_0597	ahpF	+	670742	672307	54	52	33	20	19	19	2	1	2
SL1344_0598		+	672639	673199	0	1	0	0	0	0	1	0	0
SL1344_0599		+	673192	675471	2	2	2	1	2	2	0	0	0
SL1344_0600		+	675468	676025	2	4	4	2	3	3	0	0	0
SL1344_0601		+	676025	676792	10	15	15	20	19	20	7	4	5
SL1344_0602	ybdQ	-	676860	677288	169	258	348	478	392	435	119	85	102
SL1344_0603	ybdR	+	677511	678749	4	3	4	6	7	6	6	5	6
SL1344_0604	rnk	-	678832	679242	58	46	98	54	60	57	7	6	6
sRNA10		-	679410	679315	129	149	193	207	219	213	530	452	491
SL1344_0605	rna	-	679477	680283	67	70	71	63	51	57	9	6	8
SL1344_0606	citT	-	680393	681856	4	6	5	3	3	3	1	1	1
SL1344_0607	citG	-	681894	682790	0	0	0	0	0	0	0	0	0
SL1344_0608	citX	-	682762	683313	0	0	0	0	0	0	0	0	0
SL1344_0609	citF	-	683317	684846	0	0	1	0	0	0	0	0	0
SL1344_0610	citE	-	684856	685764	0	0	0	0	0	0	0	0	0
SL1344_0611	citD	-	685761	686057	0	1	0	0	0	0	0	0	0
SL1344_0612	citC	-	686054	687130	0	0	1	0	0	0	0	0	0
SL1344_0613	citA	+	687515	689176	3	3	7	5	6	6	1	1	1
SL1344_0614	citB	+	689145	689825	6	7	10	10	10	10	2	2	2
SL1344_0615	dcuC	-	689879	691132	4	2	1	2	4	3	0	0	0
STnc3550		-	689990	689844	16	17	35	35	30	33	22	15	18
SL1344_0616	pagP	+	691643	692215	274	163	110	60	93	76	13	5	9
SL1344_0617	cspE	+	692400	692612	5467	10127	11389	3617	5184	4400	1357	2371	1864
SL1344_0618	ccrB	-	692670	693053	88	93	58	65	41	53	32	23	27
SL1344_0619		+	693144	693932	7	8	9	10	11	10	3	2	3
SL1344_0620	tatE	+	694061	694264	88	79	143	110	194	152	14	16	15
SL1344_0621	lipA	-	694350	695315	162	234	104	47	42	44	2	1	1
SL1344_0622	ybeF	-	695521	696474	18	11	16	21	21	21	52	26	39
SL1344_0623	lipB	-	696776	697417	62	65	40	15	19	17	2	2	2
SL1344_0624	ybeD	-	697517	697711	368	593	241	265	229	247	41	35	38
SL1344_0625	dacA	-	697889	699100	162	152	125	38	47	43	3	3	3
SL1344_0626	rlpA	-	699240	700307	80	80	61	32	32	32	4	3	4
SL1344_0627	mrdB	-	700318	701430	66	51	45	17	16	16	4	3	3
SL1344_0628	mrdA	-	701433	703334	87	63	39	21	20	20	2	1	1
SL1344_0629	ybeA	-	703365	703832	171	104	59	20	28	24	0	0	0
SL1344_0630	ybeB	-	703836	704153	148	83	65	21	25	23	1	1	1
SL1344_0631	cobC	-	704482	705090	11	17	16	14	16	15	3	2	2
SL1344_0632	cobD	+	705187	706281	3	5	12	11	11	11	1	1	1
SL1344_0633	nadD	-	706256	706897	39	35	24	17	13	15	1	0	1
SL1344_0634	holA	-	706899	707930	91	91	58	26	27	27	5	3	4
SL1344_0635	rlpB	-	707930	708520	175	184	123	101	94	97	25	17	21
SL1344_0636	leuS	-	708535	711117	97	96	71	38	42	40	8	5	7
SL1344_0637		+	711405	711695	2	1	2	1	2	1	0	0	0
SL1344_0638		+	711712	712884	1	2	2	2	2	2	1	0	1
SL1344_0639		+	713003	713887	11	14	20	22	23	22	12	10	11
SL1344_0640		+	713955	715883	18	26	26	26	25	26	7	4	6
SL1344_0641	ybeL	+	715976	716449	21	36	92	149	140	145	96	86	91
SL1344_0642	ybeQ	-	716488	717483	6	5	6	7	6	7	30	10	20
SL1344_0643	ybeR	+	717608	718315	2	2	2	3	3	3	2	1	2
SL1344_0644	ybeS	+	718312	719745	2	2	2	2	1	2	0	0	0
SL1344_0645	ybeU	+	719757	720453	2	1	2	1	1	1	1	0	0
SL1344_0647	ybeV	+	720450	721922	5	4	5	3	3	3	3	2	2
SL1344_0648	hscC	-	721944	723623	3	6	7	7	8	7	2	1	1
SL1344_0649		-	723699	724937	7	16	23	12	14	13	1	1	1
SL1344_0650	rihA	-	724969	725904	8	14	23	16	19	18	1	2	2
SL1344_0651	gltL	-	726021	726746	9	19	121	43	29	36	3	2	2
SL1344_0652	gltK	-	726746	727420	10	19	138	47	25	36	4	4	4
SL1344_0653	gltJ	-	727420	728160	8	10	99	38	14	26	3	2	3
SL1344_0654	gltI	-	728320	729246	19	28	274	186	82	134	57	46	51
SroC		-	728324	728172	244	1174	5096	4571	3604	4088	3864	5432	4648
SL1344_0655	lnt	-	729583	731121	68	74	33	29	28	28	3	3	3
SL1344_0656	ybeX	-	731141	732019	134	160	81	62	71	66	7	5	6
SL1344_0657	ybeY	-	732177	732650	128	179	92	90	85	87	33	24	29
SL1344_0658	phoL	-	732647	733732	75	146	60	66	63	65	21	17	19
SL1344_0659	miaB	-	733898	735322	130	103	68	25	29	27	2	2	2
SL1344_0660	ubiF	+	735466	736641	18	21	20	18	16	17	15	7	11
SL1344_0661		-	736708	737283	11	17	14	20	11	16	8	4	6
STnc3290		+	738320	738476	22	22	32	38	33	36	34	26	30
SL1344_0662	asnB	-	738350	740014	17	13	25	30	26	28	19	9	14
SL1344_0663	nagD	-	740304	741056	58	60	53	29	29	29	8	5	6
SL1344_0664	nagC	-	741103	742323	44	41	41	25	29	27	5	3	4
SL1344_0665	nagA	-	742328	743482	54	61	61	37	39	38	5	4	5
SL1344_0666	nagB	-	743542	744342	32	40	49	38	42	40	11	10	10
SL1344_0667	nagE	+	744669	746621	23	39	57	42	45	43	3	2	3
SL1344_0668	glnS	+	746832	748499	130	159	92	41	47	44	3	3	3
STnc3300		-	748639	748530	31	46	68	73	71	72	151	55	103
SL1344_0669	ybfM	+	748945	750351	6	7	65	50	49	50	2	3	2
SL1344_0670	ybfN	+	750401	750733	8	12	74	80	74	77	9	11	10
SL1344_0671		-	750782	752086	1	3	11	11	10	10	12	7	10
SL1344_0672		-	752137	753276	1	1	3	2	1	1	0	0	0
SL1344_0673		-	753263	754666	2	3	6	4	3	3	1	1	1
SL1344_0674		-	754764	755690	12	25	15	9	11	10	1	1	1
SL1344_0675	fur	-	755805	756257	554	494	437	241	304	272	46	55	50
sRNA9		-	756436	756377	1115	777	592	311	301	306	38	27	33
SL1344_0676	fldA	-	756539	757069	459	370	205	166	145	156	18	23	20
SL1344_0677	ybfE	-	757232	757513	202	176	76	10	19	14	1	0	1
SL1344_0678	ybfF	-	757647	758417	42	38	27	16	15	16	3	1	2
SL1344_0679	seqA	+	758602	759144	164	159	131	98	89	94	52	39	45
SL1344_0680	pgm	+	759169	760809	123	136	128	73	84	78	10	11	10
SL1344_0681		-	760924	761409	2	7	6	9	12	11	8	3	6
SL1344_0682	potE	-	761474	762793	1	4	3	7	9	8	0	0	0
SL1344_0683	speF	-	762790	764988	1	2	3	7	11	9	0	0	0
SL1344_0684	kdpE	-	765750	766427	12	20	18	12	15	14	2	2	2
SL1344_0685	kdpD	-	766424	769108	7	8	8	6	6	6	1	1	1
SL1344_0686	kdpC	-	769105	769689	5	5	5	3	3	3	0	0	0
SL1344_0687	kdpB	-	769698	771746	1	1	1	1	0	1	0	0	0
SL1344_0688	kdpA	-	771767	773446	0	1	1	0	0	0	0	0	0
SL1344_0688A	kdpF	-	773446	773535	0	0	0	2	0	1	4	3	3
SL1344_0689	ybfA	+	773872	774078	35	38	43	63	83	73	26	29	28
SL1344_0690	phrB	+	774189	775610	5	5	11	12	14	13	6	4	5
SL1344_0691	ybgH	-	775649	777130	13	7	6	4	4	4	3	2	3
SL1344_0692	ybgI	+	777459	778202	41	56	55	51	43	47	7	5	6
