locus_tag	common gene name	strand	start	end	MEP	Cold shock (15C)	pH3 shock	pH5.8 shock	NaCl shock	Bile shock	LowFe2+ shock	Anaerobic shock
SL1344_0365	prpD	+	419682	421133	2	1	1	2	2	2	2	2
SL1344_0366	prpE	+	421174	423060	2	2	1	2	1	2	3	3
SL1344_0367	hemB	-	423164	424138	65	86	24	39	26	93	56	36
SL1344_0368	yaiU	+	424651	427587	12	14	9	12	17	9	16	29
SL1344_0369	yaiV	+	427673	428296	7	10	5	7	21	7	13	35
SL1344_0370	ampH	-	428341	429471	19	23	10	17	11	30	23	22
SL1344_0371	sbmA	+	429947	431065	17	21	6	21	11	28	16	10
SL1344_0372	yaiW	+	431080	432174	18	17	11	27	7	22	15	10
SL1344_0373	yaiY	-	432212	432520	3	6	6	4	29	16	6	9
SL1344_0374	yaiZ	+	432788	433003	110	170	251	85	92	396	116	313
SL1344_0375	ddlA	-	433029	434123	53	61	18	33	42	90	61	31
SL1344_0376		+	434201	434914	3	3	1	2	19	6	4	4
SL1344_0377		+	435083	436294	6	15	2	6	9	8	7	7
SL1344_0378	yaiB	+	436585	436851	138	113	92	229	491	522	317	489
STnc4150		-	437082	436953	11	6	18	23	75	17	44	51
SL1344_0379	psiF	+	437203	437523	10	17	7	17	89	24	29	55
SL1344_0380	adrA	+	437615	438727	6	8	4	4	13	11	8	10
SL1344_0381	proC	-	438742	439551	30	31	15	22	33	56	39	39
SL1344_0382	yaiI	+	439691	440146	28	17	12	17	13	22	24	17
SL1344_0383	aroL	+	440331	440876	57	78	40	44	75	74	49	40
SL1344_0384	yaiA	+	440903	441094	95	106	67	97	565	157	138	104
SL1344_0385	aroM	+	441345	442022	32	46	21	23	57	63	32	39
SL1344_0386	yaiE	+	442093	442377	108	154	121	72	185	168	151	223
SL1344_0387	rdgC	-	442415	443326	77	86	43	52	28	85	65	23
SL1344_0388	yajF	+	443452	444360	19	14	7	11	19	47	29	31
SL1344_0389	araJ	-	444382	445554	15	23	12	14	13	14	14	11
SL1344_0390	sbcC	-	445727	448867	19	16	10	13	7	23	18	7
SL1344_0391	sbcD	-	448864	450066	22	21	12	17	11	24	19	9
SL1344_0392	phoB	+	450281	450970	82	61	43	68	314	99	93	48
SL1344_0393	phoR	+	451040	452335	33	32	16	32	77	43	33	14
SL1344_0394	brnQ	+	452744	454063	119	161	80	108	112	80	115	56
SL1344_0395	proY	+	454138	455508	36	73	29	54	12	32	24	12
SL1344_0396	malZ	+	455670	457487	13	25	9	7	8	9	9	8
SL1344_0397	tsaA	-	457559	458161	470	333	140	286	211	430	351	160
SL1344_0398	yajB	-	458371	458952	76	71	70	41	64	154	81	87
SL1344_0399	queA	+	459046	460110	81	100	77	87	31	65	51	14
SL1344_0400	tgt	+	460307	461434	206	172	110	185	133	218	147	66
SL1344_0401	yajC	+	461457	461789	631	435	279	492	577	727	578	206
SL1344_0402	secD	+	461817	463664	263	273	87	234	114	303	231	96
SL1344_0403	secF	+	463675	464646	177	133	49	152	69	193	142	56
SL1344_0404		+	464794	465159	21	22	13	15	11	23	18	25
SL1344_0405		+	465185	465877	10	10	10	8	5	7	10	14
SL1344_0406	yajD	+	466047	466394	72	91	62	52	50	105	89	110
STnc1060		-	466783	466718	1044	2501	1808	1316	3054	244	1409	1866
SL1344_0407	tsx	-	467023	467886	488	447	161	59	136	642	300	610
SL1344_0408	yajI	-	468186	468725	5	7	3	4	12	18	9	10
SL1344_0409	nrdR	+	468877	469326	234	147	141	191	223	304	228	158
SL1344_0410	ribD	+	469330	470433	91	52	30	78	46	102	77	60
SL1344_0411	ribH	+	470522	470992	353	391	138	325	263	397	247	143
SL1344_0412	nusB	+	471013	471432	518	354	264	467	310	650	383	325
SL1344_0413	thiL	+	471511	472488	68	84	62	80	29	61	47	21
SL1344_0414	pgpA	+	472466	472981	51	64	74	83	23	45	39	31
SL1344_0415	yajO	-	473085	474059	23	36	13	16	16	23	20	32
SL1344_0416	dxs	-	474116	475978	74	75	27	46	31	84	67	37
SL1344_0417	ispA	-	476002	476901	92	74	33	62	48	115	87	66
SL1344_0418	xseB	-	476902	477144	119	148	92	91	133	261	130	108
SL1344_0419	thiI	+	477354	478802	73	88	37	54	28	73	56	18
SL1344_0420	phnV	-	478846	479643	3	4	3	4	9	4	4	7
SL1344_0421	phnU	-	479646	480506	2	1	1	1	2	2	2	2
SL1344_0422	phnT	-	480509	481618	3	2	1	2	4	5	6	7
SL1344_0423	phnS	-	481624	482568	5	4	8	4	8	4	6	8
SL1344_0424	phnR	-	482835	483554	13	8	7	8	10	10	12	11
SL1344_0425	phnW	+	483694	484797	1	1	0	1	1	1	2	2
SL1344_0426	phnX	+	484804	485616	1	2	0	1	1	1	1	2
SL1344_0427	thiJ	-	485713	486303	35	29	22	28	30	52	38	57
SL1344_0428	apbA	-	486266	487177	34	28	27	23	49	49	37	37
SL1344_0429	yajQ	+	487285	487794	476	303	276	286	305	463	454	193
SL1344_0430	yajR	-	487841	489205	30	35	16	27	12	35	33	21
SL1344_0430A		-	489507	489698	9	7	3	11	29	6	16	11
SL1344_0431		+	489742	491253	11	14	8	12	24	13	17	5
SL1344_0432		+	491475	492758	21	30	28	22	47	28	28	10
SL1344_0433	cyoE	-	492840	493730	840	457	227	485	232	1040	623	44
SL1344_0434	cyoD	-	493742	494071	721	618	280	417	333	1275	578	50
SL1344_0435	cyoC	-	494071	494586	526	496	96	298	226	610	399	17
SL1344_0436	cyoB	-	494675	496666	548	465	82	290	186	741	389	21
SL1344_0437	cyoA	-	496677	497633	936	795	430	534	448	1467	714	37
SL1344_0438	ampG	-	498086	499561	51	55	20	24	12	59	40	12
SL1344_0439	yajG	-	499605	500237	103	105	31	76	54	185	110	42
SL1344_0440	bolA	+	500487	500804	237	194	166	179	792	381	341	213
SL1344_0441	tig	+	501151	502449	940	869	297	654	329	814	626	115
SL1344_0442	clpP	+	502696	503319	257	302	80	125	509	362	394	218
SL1344_0443	clpX	+	503571	504842	473	336	102	246	611	555	698	319
SraA		-	504976	504870	20	14	31	34	19	13	21	28
SL1344_0444	lon	+	505028	507382	394	404	55	170	358	356	534	119
SL1344_0445	hupB	+	507591	507863	2564	1843	1426	1391	1483	3553	2684	2672
SL1344_0446	cypD	+	508154	510025	148	158	35	114	64	212	131	56
SL1344_0447	comE1	+	510175	510549	7	6	4	1	8	8	6	7
SL1344_0448	ybaW	+	510653	511051	5	2	3	3	34	9	7	5
SL1344_0449	ybaX	-	511157	511852	54	65	42	45	46	65	51	41
SL1344_0450	ybaE	-	511917	513617	4	11	6	1	3	28	3	12
SL1344_0451	cof	+	513718	514536	6	25	10	6	8	10	12	15
STnc930		+	514484	514578	66	74	76	57	75	64	85	155
SL1344_0452		-	514586	515641	8	7	7	7	10	6	12	12
SL1344_0453	ybaO	+	515754	516212	43	59	50	29	84	57	48	35
SL1344_0454	mdlA	+	516253	518025	24	26	17	19	21	28	27	12
SL1344_0455	mdlB	+	518018	519799	18	21	12	15	18	22	19	14
SL1344_0456	glnK	+	520012	520350	18	17	3	0	2	9	6	1
SL1344_0457	amtB	+	520382	521668	22	12	5	3	6	14	10	13
SL1344_0458	tesB	-	521768	522628	29	31	21	20	57	40	31	22
SL1344_0459	ybaY	+	522843	523412	19	10	4	7	266	47	37	45
SL1344_0460	ybaZ	-	523445	523756	45	47	47	37	95	50	56	157
4.5S		+	523912	524027	25426	10581	62808	37194	26564	4742	30899	49823
SL1344_0461	ylaB	-	524065	525615	30	29	29	22	24	32	37	39
SL1344_0462	rpmE2	+	525840	526100	22	37	24	15	81	31	30	37
SL1344_0463	rpmJa	+	526163	526246	69	67	72	69	148	101	109	112
SL1344_0464	ylaC	-	526302	526772	70	222	70	93	100	222	89	14
SL1344_0465	maa	-	526889	527440	135	187	95	80	262	186	133	130
SL1344_0466	hha	-	527619	527837	428	441	663	290	1214	659	496	319
SL1344_0467	ybaJ	-	527865	528239	338	370	443	256	902	288	461	399
SL1344_0468	acrB	-	528735	531884	123	92	36	83	70	226	131	42
SL1344_0469	acrA	-	531907	533100	112	111	32	87	98	202	131	53
SL1344_0470	acrR	+	533242	533895	66	175	85	52	177	98	89	68
SL1344_0471	aefA	+	534014	537376	39	54	23	31	31	36	31	15
SL1344_0472		-	537418	538353	29	24	18	21	30	40	37	40
SL1344_0473	ybaM	-	538423	538590	29	43	22	27	36	49	41	23
SL1344_0474	priC	-	538604	539119	19	13	12	14	25	34	27	10
SL1344_0476	apt	+	539730	540281	102	164	85	155	65	114	87	21
SL1344_0477	dnaX	+	540395	542323	146	155	187	151	92	121	128	80
SL1344_0478	ybaB	+	542369	542698	154	227	60	107	51	199	124	42
SL1344_0479	recR	+	542698	543303	288	126	50	206	50	222	181	64
SL1344_0480	htpG	+	543414	545288	770	735	62	234	1057	817	1205	110
STnc3130		-	545385	545302	61	42	51	55	106	1	73	151
SL1344_0481	adk	+	545529	546173	243	395	134	171	173	304	166	45
SL1344_0482	hemH	+	546402	547364	47	58	21	31	50	62	51	36
SL1344_0483	aes	-	547361	548332	2	1	1	1	2	4	3	4
SL1344_0484	gsk	+	548485	549789	53	67	23	44	18	60	39	16
SL1344_0485	ybaL	-	549838	551514	41	46	32	30	51	45	42	20
SL1344_0486	fsr	-	551729	552949	13	30	7	14	12	23	19	13
SL1344_0487	ushA	+	553122	554774	44	47	21	19	45	126	52	57
SL1344_0488	ybaK	-	554891	555370	64	66	37	37	64	82	75	40
ChiX		+	555450	555566	39061	61315	73616	44116	49066	30529	41507	55814
SL1344_0489	ybaP	-	555572	556366	26	22	28	13	32	36	29	26
SL1344_0490		-	556452	557279	12	5	9	9	23	10	18	18
SL1344_0491	copA	-	557433	559934	25	7	6	21	18	21	124	77
SL1344_0492	cueR	+	560044	560460	56	33	30	37	103	87	59	91
SL1344_0493	ybbJ	-	560461	560913	17	13	4	8	16	14	12	21
SL1344_0494	ybbK	-	560910	561827	22	19	9	14	39	30	23	26
SL1344_0495	ybbL	+	561974	562651	19	17	13	10	20	26	17	22
SL1344_0496	ybbM	+	562638	563417	17	17	11	16	20	22	15	25
SL1344_0497	ybbN	-	563503	564357	152	184	26	54	289	148	284	47
SL1344_0498	ybbO	-	564417	565187	30	28	18	17	25	48	48	22
SL1344_0499	tesA	-	565342	565956	26	27	13	18	36	41	41	23
SL1344_0500	ybbA	+	565927	566613	8	7	3	7	8	13	11	5
SL1344_0501	ybbP	+	566610	569024	10	11	6	8	9	11	14	17
STnc950		+	569023	569074	40	36	19	23	20	9	35	91
SL1344_0502		+	569210	570343	18	17	10	15	11	35	23	15
SL1344_0503	sfbA	+	570600	571430	13	19	5	6	7	10	21	10
SL1344_0504	sfbB	+	571467	572483	10	8	2	5	5	8	17	5
SL1344_0505	sfbC	+	572476	573135	13	12	7	6	15	9	19	16
SL1344_0506	ybbB	-	573174	574268	28	32	24	19	17	34	28	66
SL1344_0507	ybbS	-	574338	575264	4	3	2	3	5	5	4	4
SL1344_0508	allA	+	575491	575973	15	16	13	12	18	26	22	25
SL1344_0509	allR	+	576052	576870	37	30	12	26	41	65	50	47
SL1344_0510	gcl	+	576955	578736	2	2	1	1	4	2	1	1
SL1344_0511	gip	+	578749	579525	2	1	1	2	6	3	1	2
SL1344_0512	garRa	+	579626	580504	1	1	1	1	1	3	2	2
SL1344_0513		+	580570	581817	2	1	1	1	3	2	1	3
SL1344_0515	allP	+	581913	583367	0	1	0	0	2	0	1	1
SL1344_0516	allB	+	583446	584807	1	1	1	1	2	2	1	2
SL1344_0517	ybbY	+	584866	586164	1	1	1	1	1	1	1	1
SL1344_0518	glxK	+	586187	587335	1	1	1	0	1	2	2	2
STnc480		-	587412	587347	222	251	198	168	318	224	219	389
SL1344_0519	ylbA	-	587415	588200	15	15	5	11	11	23	17	15
SL1344_0520	allC	-	588211	589446	1	2	0	1	1	2	1	3
SL1344_0521	allD	-	589468	590517	1	2	0	1	1	2	1	5
SL1344_0522	fdrA	+	590848	592512	1	1	0	1	1	1	1	1
SL1344_0523	ylbE	+	592522	593781	1	2	0	0	1	1	1	1
SL1344_0524	ylbF	+	593793	594602	1	1	0	1	1	1	1	1
SL1344_0525	arcC	+	594606	595499	4	10	8	6	8	2	7	6
SL1344_0526	purK	-	595540	596607	57	31	16	20	27	66	50	15
SL1344_0527	purE	-	596604	597113	57	46	22	21	58	51	53	9
SL1344_0528	lpxH	-	597231	597953	112	96	52	82	66	98	101	49
SL1344_0529	ppiB	-	597956	598450	477	530	180	308	575	660	561	169
SL1344_0530	cysS	+	598623	600008	108	138	51	74	72	147	96	69
SL1344_0531		-	600052	600876	7	6	2	4	4	7	8	11
SL1344_0532		-	600873	601310	5	10	3	3	3	7	6	7
SL1344_0533	ybcI	-	601303	601848	7	12	0	2	3	2	3	2
SL1344_0534	ybcJ	-	601976	602188	163	133	54	96	57	208	164	99
SL1344_0535	folD	-	602190	603056	110	140	77	66	50	111	91	57
SL1344_0536	fimA	+	603618	604160	6	5	8	6	12	4	9	8
SL1344_0537	fimI	+	604236	604769	0	1	0	1	1	1	1	1
SL1344_0538	fimC	+	604813	605505	1	0	1	0	1	1	1	1
SL1344_0539	fimD	+	605536	608148	1	1	0	1	1	1	2	1
SL1344_0540	fimH	+	608163	609170	4	3	3	4	4	3	2	4
SL1344_0541	fimF	+	609180	609698	5	4	3	3	9	6	6	7
SL1344_0542	fimZ	-	609744	610376	3	4	2	3	14	3	5	4
SL1344_0543	fimY	-	610980	611702	1	2	0	1	1	1	0	1
SL1344_0544		-	611721	612032	2	1	2	1	4	3	3	5
SL1344_0545	fimW	-	612194	612790	7	11	8	9	18	7	13	13
SL1344_0546		-	613262	613552	4	4	6	4	6	5	5	4
SL1344_0547		-	614292	615944	225	29	39	22	10	26	20	4
SL1344_0548	gtrBa	-	615925	616851	213	18	30	18	3	9	13	3
SL1344_0549	gtrAa	-	616848	617210	195	35	17	19	3	9	12	2
STnc1870		+	617317	617426	22	15	2	7	8	5	13	1
SL1344_0550		-	618078	618407	2	3	4	2	5	2	3	2
SL1344_0550A	cusA	+	618456	618692	19	24	16	15	18	17	21	14
SL1344_0551	ykgD	-	618746	619600	5	3	2	4	7	9	7	8
SL1344_0552	ykgC	+	619816	621141	3	3	3	4	7	5	3	7
SL1344_0553		+	621298	621534	1	3	0	1	5	1	0	2
SL1344_0554	ykgB	+	621547	622107	1	1	1	1	2	1	1	1
SL1344_0555		-	622186	623361	54	61	22	41	16	59	56	49
SL1344_0556	pheP	+	623687	625081	86	95	70	89	47	79	60	21
SL1344_0557	ybdG	-	625123	626253	24	26	12	22	89	38	27	22
SL1344_0558	apeE	+	626681	628651	7	6	5	9	13	7	8	11
SL1344_0559		+	628818	631547	8	13	10	6	8	21	13	25
SL1344_0560		-	631675	632661	2	2	1	1	1	1	1	1
SL1344_0561		-	632728	633771	1	1	0	0	2	0	1	1
SL1344_0562	manZ	-	633804	634658	1	1	0	0	0	1	0	0
SL1344_0563	manY	-	634661	635335	0	1	0	0	1	1	1	1
SL1344_0564	manX	-	635419	635889	0	0	0	1	0	1	0	0
SL1344_0565		-	635867	636316	1	1	0	1	1	0	0	1
SL1344_0566	nfnB	-	636516	637169	52	38	14	33	76	111	79	48
SL1344_0567	ybdF	-	637266	637634	18	20	4	7	114	32	31	17
SL1344_0568	ramR	-	637634	638215	29	29	24	22	171	49	43	38
SL1344_0569	ramA	+	638504	638845	15	10	18	12	323	41	32	20
SL1344_0570	ybdJ	-	638851	639099	23	38	30	17	28	27	40	9
SL1344_0571	ybdK	-	639166	640284	3	3	2	2	11	40	66	6
SL1344_0572	entD	-	640296	641000	3	8	2	3	2	66	144	1
SL1344_0573	fepA	-	641046	643301	10	20	5	5	6	256	529	5
SL1344_0574	fes	+	643490	644704	21	38	61	13	11	319	571	1
SL1344_0575	ybdZ	+	644735	644953	24	20	10	20	5	304	546	3
SL1344_0576	entF	+	644950	648834	14	15	5	7	4	208	355	2
SL1344_0577	fepE	+	649084	650220	39	59	25	31	16	81	81	29
SL1344_0578	fepC	-	650273	651067	33	49	26	19	5	100	81	3
SL1344_0579	fepG	-	651064	652053	27	40	15	21	7	54	66	1
SL1344_0580	fepD	-	652053	653060	43	119	124	35	20	92	124	4
SL1344_0581	ybdA	+	653171	654415	37	71	35	32	11	104	137	3
SL1344_0582	fepB	-	654478	655434	14	45	18	12	15	68	114	7
SL1344_0583	entC	+	655743	656918	16	24	5	9	4	197	477	2
SL1344_0584	entE	+	656928	658538	18	19	5	8	4	225	521	1
SL1344_0585	entB	+	658552	659409	11	15	1	5	2	124	272	1
SL1344_0586	entA	+	659409	660164	15	19	3	6	2	156	318	3
SL1344_0587	ybdB	+	660167	660580	12	8	2	6	0	160	351	3
SL1344_0588	cstAa	+	660762	662867	25	54	28	10	28	107	172	17
SL1344_0589	ybdD	+	662931	663128	27	49	12	9	44	88	65	49
SL1344_0590	ybdH	-	663164	664252	6	5	7	7	14	9	7	5
SL1344_0591	ybdL	+	664379	665539	7	8	4	8	14	10	5	6
SL1344_0592	ybdM	-	665540	666157	11	6	5	6	19	12	11	12
SL1344_0593	ybdN	-	666130	667365	10	16	7	8	35	13	12	8
SL1344_0594	ybdO	-	667531	668433	15	48	21	15	42	15	22	21
STnc3180		+	668611	668719	28	6	29	30	33	0	17	14
SL1344_0595	dsbG	-	668750	669496	11	17	4	7	17	25	20	12
STnc070		+	669642	669793	3150	1758	1780	4918	2307	1416	2760	2500
SL1344_0596	ahpC	+	669937	670500	526	373	258	612	341	2118	474	167
SL1344_0597	ahpF	+	670742	672307	52	55	18	53	24	58	45	27
SL1344_0598		+	672639	673199	1	1	0	0	0	1	0	0
SL1344_0599		+	673192	675471	2	3	2	1	1	3	2	4
SL1344_0600		+	675468	676025	4	2	2	2	2	5	2	3
SL1344_0601		+	676025	676792	15	9	19	9	20	17	22	25
SL1344_0602	ybdQ	-	676860	677288	258	248	335	166	594	417	313	1186
SL1344_0603	ybdR	+	677511	678749	3	2	1	1	10	5	3	5
SL1344_0604	rnk	-	678832	679242	46	65	34	37	19	79	30	38
sRNA10		-	679410	679315	149	169	85	234	167	142	184	235
SL1344_0605	rna	-	679477	680283	70	70	39	87	59	98	77	62
SL1344_0606	citT	-	680393	681856	6	5	3	4	5	4	6	5
SL1344_0607	citG	-	681894	682790	0	0	0	0	0	0	0	1
SL1344_0608	citX	-	682762	683313	0	0	0	0	0	0	0	1
SL1344_0609	citF	-	683317	684846	0	1	0	0	0	0	0	2
SL1344_0610	citE	-	684856	685764	0	1	0	0	0	0	0	1
SL1344_0611	citD	-	685761	686057	1	0	0	1	0	0	0	1
SL1344_0612	citC	-	686054	687130	0	0	0	0	0	0	0	2
SL1344_0613	citA	+	687515	689176	3	4	2	3	8	6	4	8
SL1344_0614	citB	+	689145	689825	7	7	5	11	11	7	10	12
SL1344_0615	dcuC	-	689879	691132	2	4	1	2	2	5	2	22
STnc3550		-	689990	689844	17	17	23	20	19	13	18	101
SL1344_0616	pagP	+	691643	692215	163	122	139	348	593	227	101	75
SL1344_0617	cspE	+	692400	692612	10127	9280	21580	7143	2444	22561	9133	5683
SL1344_0618	ccrB	-	692670	693053	93	78	84	74	98	79	94	114
SL1344_0619		+	693144	693932	8	8	4	11	8	11	10	12
SL1344_0620	tatE	+	694061	694264	79	68	81	135	76	138	96	155
SL1344_0621	lipA	-	694350	695315	234	295	77	169	65	225	158	53
SL1344_0622	ybeF	-	695521	696474	11	17	8	9	49	17	15	10
SL1344_0623	lipB	-	696776	697417	65	77	21	41	41	85	54	21
SL1344_0624	ybeD	-	697517	697711	593	374	290	526	1215	387	875	233
SL1344_0625	dacA	-	697889	699100	152	204	60	143	87	177	129	40
SL1344_0626	rlpA	-	699240	700307	80	140	59	59	20	92	58	30
SL1344_0627	mrdB	-	700318	701430	51	87	40	44	23	51	46	20
SL1344_0628	mrdA	-	701433	703334	63	75	43	53	19	62	49	22
SL1344_0629	ybeA	-	703365	703832	104	75	21	83	19	96	78	29
SL1344_0630	ybeB	-	703836	704153	83	86	49	78	24	117	65	28
SL1344_0631	cobC	-	704482	705090	17	9	7	11	9	18	11	16
SL1344_0632	cobD	+	705187	706281	5	8	4	2	2	18	5	20
SL1344_0633	nadD	-	706256	706897	35	44	26	19	12	32	25	11
SL1344_0634	holA	-	706899	707930	91	69	23	49	19	95	75	35
SL1344_0635	rlpB	-	707930	708520	184	168	149	153	73	240	151	107
SL1344_0636	leuS	-	708535	711117	96	136	28	69	43	117	82	44
SL1344_0637		+	711405	711695	1	0	1	1	2	1	1	245
SL1344_0638		+	711712	712884	2	3	1	2	3	1	2	62
SL1344_0639		+	713003	713887	14	37	19	16	26	8	18	65
SL1344_0640		+	713955	715883	26	15	13	13	33	35	30	55
SL1344_0641	ybeL	+	715976	716449	36	43	331	14	156	130	44	247
SL1344_0642	ybeQ	-	716488	717483	5	8	6	5	9	7	9	10
SL1344_0643	ybeR	+	717608	718315	2	0	1	1	4	2	3	2
SL1344_0644	ybeS	+	718312	719745	2	2	0	1	2	1	2	3
SL1344_0645	ybeU	+	719757	720453	1	2	1	1	2	3	3	2
SL1344_0647	ybeV	+	720450	721922	4	4	3	4	4	4	5	3
SL1344_0648	hscC	-	721944	723623	6	9	6	2	3	6	5	81
SL1344_0649		-	723699	724937	16	25	23	1	4	61	9	78
SL1344_0650	rihA	-	724969	725904	14	30	17	1	4	61	8	83
SL1344_0651	gltL	-	726021	726746	19	55	24	5	24	26	19	6
SL1344_0652	gltK	-	726746	727420	19	60	25	9	29	27	21	7
SL1344_0653	gltJ	-	727420	728160	10	40	27	5	22	29	9	4
SL1344_0654	gltI	-	728320	729246	28	96	46	12	59	160	40	13
SroC		-	728324	728172	1174	885	1527	569	704	1650	1217	828
SL1344_0655	lnt	-	729583	731121	74	132	31	33	58	50	78	19
SL1344_0656	ybeX	-	731141	732019	160	176	38	75	130	169	204	68
SL1344_0657	ybeY	-	732177	732650	179	211	114	110	174	170	264	111
SL1344_0658	phoL	-	732647	733732	146	173	29	58	223	160	196	82
SL1344_0659	miaB	-	733898	735322	103	115	28	106	45	117	56	26
SL1344_0660	ubiF	+	735466	736641	21	18	18	15	25	31	21	32
SL1344_0661		-	736708	737283	17	22	28	10	30	17	22	35
STnc3290		+	738320	738476	22	36	21	36	79	30	42	43
SL1344_0662	asnB	-	738350	740014	13	24	55	10	24	27	28	26
SL1344_0663	nagD	-	740304	741056	60	78	30	58	43	65	62	39
SL1344_0664	nagC	-	741103	742323	41	36	19	31	14	57	56	39
SL1344_0665	nagA	-	742328	743482	61	63	35	37	31	72	80	76
SL1344_0666	nagB	-	743542	744342	40	47	18	24	35	85	78	86
SL1344_0667	nagE	+	744669	746621	39	44	10	11	11	79	28	92
SL1344_0668	glnS	+	746832	748499	159	145	34	94	58	180	128	57
STnc3300		-	748639	748530	46	64	110	49	158	126	67	239
SL1344_0669	ybfM	+	748945	750351	7	24	14	2	6	77	7	77
SL1344_0670	ybfN	+	750401	750733	12	48	32	11	21	28	14	72
SL1344_0671		-	750782	752086	3	4	3	2	7	4	6	6
SL1344_0672		-	752137	753276	1	2	1	1	2	1	2	1
SL1344_0673		-	753263	754666	3	5	1	3	4	3	3	2
SL1344_0674		-	754764	755690	25	23	14	10	28	28	22	11
SL1344_0675	fur	-	755805	756257	494	466	256	483	697	605	523	220
sRNA9		-	756436	756377	777	988	611	746	1216	625	574	226
SL1344_0676	fldA	-	756539	757069	370	355	294	288	377	329	310	135
SL1344_0677	ybfE	-	757232	757513	176	200	49	107	53	87	115	21
SL1344_0678	ybfF	-	757647	758417	38	45	31	29	56	54	38	21
SL1344_0679	seqA	+	758602	759144	159	171	78	92	156	236	155	92
SL1344_0680	pgm	+	759169	760809	136	129	52	87	78	157	124	86
SL1344_0681		-	760924	761409	7	6	4	5	3	23	8	716
SL1344_0682	potE	-	761474	762793	4	3	1	1	2	15	6	752
SL1344_0683	speF	-	762790	764988	2	2	1	1	2	17	4	627
SL1344_0684	kdpE	-	765750	766427	20	18	11	17	14	22	21	19
SL1344_0685	kdpD	-	766424	769108	8	8	5	6	7	10	9	9
SL1344_0686	kdpC	-	769105	769689	5	4	2	6	4	5	6	6
SL1344_0687	kdpB	-	769698	771746	1	1	1	1	3	1	1	2
SL1344_0688	kdpA	-	771767	773446	1	1	0	0	4	1	0	0
SL1344_0688A	kdpF	-	773446	773535	0	0	0	0	25	1	0	0
SL1344_0689	ybfA	+	773872	774078	38	31	19	26	214	79	49	88
SL1344_0690	phrB	+	774189	775610	5	4	6	4	11	11	8	7
SL1344_0691	ybgH	-	775649	777130	7	22	7	9	5	7	7	6
SL1344_0692	ybgI	+	777459	778202	56	70	34	28	73	128	84	79
SL1344_0693	ybgJ	+	778218	778874	28	16	11	12	22	53	45	37
SL1344_0694	ybgK	+	778868	779800	20	14	8	9	17	33	32	25
SL1344_0695	ybgL	+	779790	780524	22	27	13	11	16	34	40	27
SL1344_0696		+	780848	780979	4	6	4	2	12	3	4	12
SL1344_0697	fimB	+	781039	781605	11	20	7	12	21	12	13	12
SL1344_0698		+	782065	782400	2	6	4	1	3	3	2	2
SL1344_0699		+	782402	783142	1	2	1	2	2	1	1	2
SL1344_0700		+	783428	784579	1	0	1	0	1	2	1	1
SL1344_0702		+	784576	785472	1	1	1	0	1	1	1	1
SL1344_0703		+	785485	786618	1	1	1	1	3	1	1	0
SL1344_0704		+	786747	787517	2	2	4	1	6	3	3	1
SL1344_0705		+	787521	788231	1	2	3	2	4	1	2	0
SL1344_0706		+	788325	790103	3	3	4	3	5	4	3	1
SL1344_0707		+	790296	791129	1	3	4	1	3	2	2	0
SL1344_0708		+	791187	793082	2	4	3	2	5	3	3	2
SL1344_0709		+	793150	793287	26	21	26	27	63	25	33	45
SL1344_0710	nei	+	793336	794127	21	16	9	14	18	29	21	19
SL1344_0711	abrB	-	794182	795144	9	15	5	6	41	13	10	13
SL1344_0712	gltA	-	795365	796648	147	298	61	96	639	190	207	108
SL1344_0713		+	796623	796994	4	12	11	3	12	6	6	11
SL1344_0714	sdhC	+	797403	797792	148	501	263	83	413	693	139	63
SL1344_0715	sdhD	+	797786	798133	148	381	241	57	300	525	79	65
SL1344_0716	sdhA	+	798133	799899	124	364	76	42	134	208	65	53
SL1344_0717	sdhB	+	799913	800632	239	579	103	73	223	278	108	110
SL1344_0718	sucA	+	801156	803957	349	259	58	42	73	277	270	75
SL1344_0719	sucB	+	803972	805180	415	355	66	61	82	336	372	103
SL1344_0720	sucC	+	805322	806488	356	208	35	39	48	312	347	71
SL1344_0721	sucD	+	806488	807357	416	196	76	97	96	290	432	112
RybD		+	807346	807429	1106	1098	904	899	812	1323	1377	2280
SL1344_0722	cydA	+	808940	810508	146	51	13	89	18	425	58	119
SL1344_0723	cydB	+	810524	811663	104	54	15	94	20	362	50	116
SL1344_0724	ybgT	+	811678	811791	227	106	36	240	76	764	113	285
SL1344_0725	ybgE	+	811928	812209	91	54	31	87	38	204	64	112
SL1344_0726	ybgC	+	812438	812842	202	229	100	120	59	209	194	68
SL1344_0727	tolQ	+	812839	813531	124	148	52	72	23	124	123	37
SL1344_0728	tolR	+	813535	813963	139	145	17	73	24	160	129	45
SL1344_0729	tolA	+	814028	815251	106	118	55	79	20	113	108	39
SL1344_0730	tolB	+	815375	816667	311	250	90	214	203	376	313	96
SL1344_0731	pal	+	816702	817226	1035	776	213	567	588	1373	1041	284
SL1344_0732	ybgF	+	817236	818024	461	269	154	278	253	531	469	123
SL1344_0733	nadA	+	819489	820532	5	6	3	3	8	12	10	4
SL1344_0734	pnuC	+	820557	821276	15	11	6	9	20	28	18	21
SL1344_0735	ybgR	-	821273	822211	7	10	10	7	19	13	14	23
SL1344_0736	ybgS	-	822322	822708	5	2	0	3	338	13	12	8
SL1344_0737	aroG	+	823028	824080	69	85	30	32	67	128	102	72
