Sequence name	locus tag	Name	Start	End	Strand	28°C	42°C	Aerobic shaking	bile salts	deoxycholic acid	Gentamicin	peroxide	pH 6	Starvation
NC_004663.1	BT_0182	BT_0182	191106	192656	+	1,1097943045	-0,3632121261	-0,5026769324	1,3540468247	1,3504748491	1,2412003939	0,0600986764	0,2307672729	-0,6262188195
NC_004663.1	BT_0183	BT_0183	192751	194139	-	0,7616501292	0,3010178458	-0,2750167805	0,0707060359	0,6005279839	0,7869784039	-0,1048245918	0,5207014128	-0,3181339621
NC_004663.1	BT_0184	BT_0184	194157	194774	-	0,0893541037	0,2846085945	-0,2537610875	-0,1685546795	-0,0650585095	0,2627970221	-0,0516860199	0,4225028432	0,1918665659
NC_004663.1	BT_0185	BT_0185	194876	195175	+	-0,1317629646	0,4231897976	-0,2063949954	0,2715981089	-0,1693331605	-0,1793068253	0,0032408217	0,0877325591	0,4424669418
NC_004663.1	BT_0186	BT_0186	195185	197245	+	0,25124618	0,4285088861	-0,4238304088	0,7694861549	0,2811099038	0,071603346	-0,0072395785	0,1593766355	-0,0483770428
NC_004663.1	BT_0187	BT_0187	197341	198045	-	-3,9797298574	-0,5105909959	-0,5242614531	-4,0646466402	-4,6589829885	-3,7319979879	0,0148497151	-0,0649242057	2,8028767156
NC_004663.1	BT_0188	BT_0188	198238	198840	+	0,5906760433	0,160269134	0,2314737641	0,9758835167	0,6802922829	0,7149984493	0,2777901646	0,1781758548	1,0921333779
NC_004663.1	BT_0189	BT_0189	198928	199911	+	-0,7725682441	0,9971534159	0,1541509857	1,6423621308	0,681050776	0,6645608168	0,0758165672	0,0167058853	3,8647476676
NC_004663.1	BT_0190	BT_0190	200124	203564	+	-0,4087326048	0,6295915314	-0,1636580154	0,6692979503	0,6375602428	0,2198319205	0,1695852038	-0,0111265432	4,4268847346
NC_004663.1	BT_0191	BT_0191	203588	204979	+	-0,946020228	0,4498223408	-0,069798613	0,1572286377	-0,2112314368	-0,0981747726	-0,3187975674	-0,1411836541	4,2507591366
NC_004663.1	BT_0192	BT_0192	205007	206974	+	-2,3082620117	0,187246985	-0,3852854992	-1,3112926978	-1,6683534704	-1,5249004886	0,1923484524	-0,25709903	3,4950480628
NC_004663.1	BT_0193	BT_0193	206981	207862	+	-1,4335714944	0,5666840557	-0,3278560654	-0,7317009105	-1,0231488079	-1,2477185487	0,0762132067	-0,462100797	3,95712201
NC_004663.1	BT_0194	BT_0194	207864	208922	+	-1,6752648459	0,3054682362	-0,456681561	-0,3606732247	-1,0239496614	-0,9091774466	0,0336796705	-0,3492128049	3,6923944573
NC_004663.1	BT_0195	BT_0195	208943	209842	+	-1,751905436	0,5472886138	-0,2385739306	-0,5854409324	-0,7144436908	0,1342100714	0,0445827665	-0,1784370661	2,9827404378
NC_004663.1	BT_0196	BT_0196	209855	211201	+	-2,1812735177	0,0389737537	-0,045171628	-0,8028089362	-1,6511481411	-0,5000479338	-0,2328977412	0,0210396958	3,0135178177
NC_004663.1	BT_0197	BT_0197	211460	212059	+	1,1151760275	1,5276523203	0,2164310752	3,2880616689	2,1631054688	1,7891379312	0,2586020245	0,1983101725	-1,6684057652
NC_004663.1	BT_0198	BT_0198	212369	214273	+	5,4752768151	-0,7421137973	0,0460201744	0,5136000183	-0,1197699222	0,6950818574	-0,0773010491	0,228232827	-2,2967672439
NC_004663.1	BT_0199	BT_0199	214349	214840	+	2,1702538917	-0,0584130371	0,2057369355	-0,9184550626	-1,2260231432	-0,5685791757	0,0075804826	0,3291594499	1,5229452252
NC_004663.1	BT_0200	hisG	215094	215945	+	-0,600068824	-0,4672955139	-0,125806791	-1,6731925198	-1,5105939002	-0,9675460224	-0,0833035825	-0,0703478791	-0,8600904264
NC_004663.1	BT_0201	hisD	215955	217241	+	-0,7053904466	-0,5333916554	-0,0967559042	-1,5368312733	-1,461962471	-1,097544055	-0,1005414181	-0,0547686246	-0,9359029862
NC_004663.1	BT_0202	BT_0202	217238	218278	+	-0,9155183486	-0,683514481	-0,1416809005	-1,8506344665	-1,6034376942	-1,3944961895	-0,1592840851	-0,1144137654	-1,3422485585
NC_004663.1	BT_0203	BT_0203	218282	219406	+	-0,732329256	-0,8202995993	0,0735897659	-1,8503511925	-1,4713091915	-1,2464683109	0,0061764737	-0,0004751533	-1,2533911985
NC_004663.1	BT_0204	BT_0204	219497	220006	+	-0,4178387747	-0,7197336862	0,2481418369	-1,6072127894	-1,0895428726	-0,9977428954	0,1049734837	0,0560950098	-1,2214885524
NC_004663.1	BT_0205	nadE	220121	222046	-	0,9936767687	-0,0281885035	0,0522474219	0,6368751684	0,843243748	0,8791693524	-0,0363904033	0,2200878157	-1,2545243313
NC_004663.1	BT_0206	BT_0206	222704	225646	+	3,2455226619	0,9350514996	-0,0681577442	3,0853953609	3,0410304826	1,6805699034	-0,0595301354	0,390455684	-1,121541276
NC_004663.1	BT_0207	BT_0207	225665	227200	+	2,7572312183	0,6214175524	-1,114188866	2,4463640453	2,3985221638	0,7130053152	-0,8921388487	0,0077317767	-1,7172463786
NC_004663.1	BT_0208	BT_0208	227218	228117	+	2,2621765788	0,2694585486	0,2920188841	0,8581841956	1,7492603121	0,1187028621	-0,1804307204	-0,3883681916	-0,9175272921
NC_004663.1	BT_0209	BT_0209	228135	230087	+	0,9030603769	-0,0173721286	-0,4897304105	0,2229783451	0,4275398901	-0,904206304	-0,1324602311	-0,3388223021	0,2833820108
NC_004663.1	BT_0210	BT_0210	230133	232847	+	1,6327534603	0,4503299222	-0,1853130994	0,6739509209	0,9153120931	-0,7436371374	0,3091279191	0,0165324655	-0,7321961011
NC_004663.1	BT_0211	BT_0211	232865	234847	+	1,2973510931	-0,1919453002	-0,0398045779	0,5314299572	0,4766647152	-0,1521316735	-0,329703471	-0,4045542155	0,0947330356
NC_004663.1	BT_0212	BT_0212	234898	236985	+	1,1999706844	0,1702248908	-0,1120639632	0,6675127592	0,2273826174	-0,0428125001	-0,0141723094	-0,1853313075	-0,5371050314
NC_004663.1	BT_0213	BT_0213	236998	237813	+	0,4809494335	0,1913231903	-0,2345099433	-0,6536776556	-0,6983299706	-1,4789217615	0,0250117349	-0,4185880478	0,03502585
NC_004663.1	BT_0214	BT_0214	237835	238311	+	-0,4656408663	0,2092734552	-0,0365998686	-0,9665150991	-0,9028639243	-1,8336369323	0,3333781998	-0,2895098283	0,3138564237
NC_004663.1	BT_0215	BT_0215	238500	238928	+	-0,7808911423	-0,0508076985	1,3310436719	-0,1644362672	-1,0389136884	-1,0680591325	-0,1212060936	-0,0329491048	-0,8526466027
NC_004663.1	BT_0216	BT_0216	238951	239511	+	-0,3875028072	-0,4426257269	1,7667922181	-0,6332219447	-0,7960168921	-0,7910636444	-0,1261970266	0,0408742043	-0,1872113303
NC_004663.1	BT_0217	BT_0217	239643	240245	+	-0,2082566152	0,3546298964	0,4308584043	-0,4650153115	-0,7836378485	-0,4672877677	0,0656517723	0,4158942957	0,2526742896
NC_004663.1	BT_0218	BT_0218	240357	240821	-	-2,8810660085	-0,3278943158	0,2276952613	-1,5646575098	-2,1712475926	-2,0264959625	0,0793931227	-0,0917882368	2,5391507462
NC_004663.1	BT_0219	BT_0219	240836	241135	-	-3,373028925	-0,5549790451	0,2367402016	-2,0255021551	-2,7912811425	-2,8186245137	-0,0182171321	-0,1708896435	2,6793193341
NC_004663.1	BT_0221	BT_0221	241657	242916	+	0,2119481851	-0,0534985069	-0,4252429671	1,0533049345	0,1010077429	0,5902254491	-0,017075856	0,3937712875	0,124427104
NC_004663.1	BT_0222	BT_0222	242935	243960	+	0,2166829439	0,0007991675	-0,2052763806	0,7036784226	0,4599595297	0,4535629694	-0,0010269534	0,3837396978	-0,3564752714
NC_004663.1	BT_0223	BT_0223	244031	244723	+	0,3453859885	0,3535250366	0,2301162447	0,3387348352	0,6934820235	0,8086806454	0,0908026011	0,3884895194	-0,2270533275
NC_004663.1	BT_0224	BT_0224	244852	245256	-	3,8039050412	-1,0209084753	-0,7940326957	2,3675571066	3,5202755347	1,5792211575	-0,3558122636	0,2624103775	-1,9428249706
NC_004663.1	BT_0225	BT_0225	245298	245891	-	3,0687746559	-0,7069850815	0,0246127979	1,623862637	2,761579133	0,8657051902	-0,1198172699	0,8112213852	-1,6470383162
NC_004663.1	BT_0226	BT_0226	245914	246459	-	3,6267206326	-0,0316133143	-0,1878889798	2,4650347037	3,6398003241	1,810126755	0,1612791379	0,7270156155	-2,1952577855
NC_004663.1	BT_0227	BT_0227	246480	247109	-	4,0679789777	0,1127364597	-0,2049741974	3,1150469388	4,1982889311	2,0333617186	0,0846366742	0,9930368664	-2,8183138397
NC_004663.1	BT_0228	BT_0228	247354	249387	-	0,323753358	0,4522089678	-0,28033274	-0,1479951099	0,5559966521	0,0595414106	-0,5207402624	0,1630389297	-1,8317619309
NC_004663.1	BT_0229	BT_0229	249577	250602	-	-1,2862252302	-0,4561402386	-0,6496547469	-0,6355482918	-0,210308197	-0,9830665471	0,151948067	-0,2313815604	-0,5018512277
NC_004663.1	BT_0230	BT_0230	250714	252072	-	1,078871104	-0,7664351787	-0,6108647835	0,8661584031	0,8398734487	0,8126528982	-0,3502837741	-0,2118418405	-2,3836247111
NC_004663.1	BT_0231	BT_0231	252110	252481	-	1,7831568866	0,865009845	-0,2695747716	1,8417166806	1,7200008691	1,314294678	0,2543073167	0,0536060657	-1,5708371312
NC_004663.1	BT_0232	BT_0232	252590	253357	-	0,3757911133	0,0565151644	-0,0623841278	0,5634764019	0,5685719126	0,4927281774	-0,1583035685	-0,0006776117	-1,4356530453
NC_004663.1	BT_0233	BT_0233	253724	254845	-	-1,5649694965	0,1121782427	0,0702046248	-1,0702226457	-0,9993809956	-0,9604641812	-0,0893677751	-0,3878093181	-1,3072069856
NC_004663.1	BT_0234	BT_0234	254974	255924	-	-1,0630463281	0,3406704122	0,1417921903	-0,7620757983	-0,9420663266	-0,3146952567	-0,00727125	-0,0889697387	-0,9358246997
NC_004663.1	BT_0235	BT_0235	256382	257509	+	-0,9149859515	-0,0263199813	0,2564347584	-2,491086208	-2,2594229516	-0,6911525819	-0,1270532675	-0,046930758	-0,6559980769
NC_004663.1	BT_0236	BT_0236	257778	259826	-	2,4140057776	-0,3639413539	-0,1995810746	2,0826241805	3,0900987701	2,0837223451	-0,007061773	0,5773199384	-2,4581299486
NC_004663.1	BT_0237	BT_0237	259935	262022	-	2,1190773885	0,16364571	0,0415415997	1,9476838851	2,7514422127	2,1068294658	0,0763712634	0,5167550185	-2,0355496777
NC_004663.1	BT_0238	BT_0238	262126	263370	-	1,4209923797	0,5929992266	0,1927865188	2,087310723	1,7096212476	1,4451659319	-0,0219143569	0,4806263112	-1,3707595899
NC_004663.1	BT_0239	BT_0239	263528	264262	+	0,7417408985	0,1726704611	-0,1110263726	2,1459529458	0,5250427802	0,5506653817	0,1065225754	0,270635537	-1,5035759813
NC_004663.1	BT_0240	BT_0240	264306	266060	+	1,5450980418	0,8363108789	0,0535011692	3,6707763694	1,7994723027	1,6552362872	0,1186762134	0,3437607429	-0,4293364258
NC_004663.1	BT_0241	BT_0241	266226	266609	+	1,208536063	-0,7400318068	1,0133906049	0,9918191115	0,6466133748	0,9500940254	0,1051701215	-1,0021819688	1,6659239985
NC_004663.1	BT_0242	BT_0242	266639	267115	+	0,9296698043	-0,863357435	0,8788002558	0,7093658578	0,4731719221	0,7195312556	0,1007983337	-1,0002803654	2,0319310184
NC_004663.1	BT_0243	BT_0243	267194	268021	-	0,6651322189	0,5797106239	-0,0252836468	0,3861896003	0,4151848673	0,4504344298	0,0383455307	0,0322042281	0,3764227676
NC_004663.1	BT_0244	BT_0244	268072	269322	+	-1,6342736866	-0,1739539135	-0,1829990101	-1,729821387	-1,8796102066	-1,1018645417	-0,0269759122	0,2773961917	-0,1262588895
NC_004663.1	BT_0245	BT_0245	269319	272183	+	-1,9095931786	-0,4180597843	-0,1897234411	-2,0329007446	-2,2645486107	-1,5233728836	-0,1223719192	0,2188999351	-0,8425391445
NC_004663.1	BT_0246	BT_0246	272167	273333	-	1,9055536057	-0,1784872628	-0,3159760427	1,8720497845	2,2674475839	1,8283037635	-0,397327048	0,5420358267	-0,9527135426
NC_004663.1	BT_0247	BT_0247	273387	273965	-	1,6390522279	0,0111392234	0,2351064835	1,6730981449	1,8585863337	1,4586358019	0,130374333	0,7225169832	-1,2329492183
NC_004663.1	BT_0248	BT_0248	273972	274481	-	0,7645434769	0,0930245195	-0,259680314	0,595151534	0,9241455689	0,507110147	-0,379516611	0,2804805367	-1,6010596029
NC_004663.1	BT_0249	BT_0249	274551	275453	-	0,0457878217	-0,1771258598	0,1621429047	-0,6845878675	-0,3988168384	-0,1627159479	0,0611889662	0,1986698076	-0,0469461037
NC_004663.1	BT_0250	BT_0250	275479	276816	-	0,6740531947	-0,0973646699	0,0722152127	0,460902423	0,4839105258	0,9084898103	0,1318957375	0,3958616167	-1,0300150633
NC_004663.1	BT_0251	BT_0251	276813	277556	-	0,7663920773	0,0525772401	0,1062857365	1,1922609961	0,5825157553	1,019341067	0,249940927	0,4645962101	-1,1004751093
NC_004663.1	BT_0252	BT_0252	277801	281184	+	0,5175219322	0,2741100761	-0,0554450328	-0,0855629412	0,1763942514	0,1817480579	0,0748377211	-0,1224141096	-0,87010418
NC_004663.1	BT_0253	BT_0253	281298	282143	+	0,5678847222	0,4207389111	0,214073549	0,9123437133	0,8243620673	0,4674672825	-0,0293250313	0,1841855278	1,4925334349
NC_004663.1	BT_0254	BT_0254	282585	284447	-	1,0531451182	0,1907337801	-0,0468260751	1,3361004704	0,8049654055	0,5437897685	-0,0532716212	0,2235761409	-1,6992814492
NC_004663.1	BT_0255	BT_0255	284532	284756	-	-1,1400426189	-0,3308352466	0,2800325465	-1,5494314901	-1,1878005518	-0,8755037084	-0,264422884	0,3382171081	3,2091260267
NC_004663.1	BT_0256	BT_0256	284756	285073	-	-0,9039520335	-0,228472368	0,3492618895	-1,096236546	-0,8928290208	-0,6367819624	-0,3056774214	0,4161358003	2,7868104734
NC_004663.1	BT_0257	BT_0257	285198	288110	-	-0,6846374383	-0,1474111226	-0,1652467861	-2,0138243281	-2,0417722053	-1,4941460263	-0,060240212	0,0857376105	-1,1654857452
NC_004663.1	BT_0258	BT_0258	288339	290330	-	0,916908672	0,4719613733	-0,1535015372	0,0148748068	0,1572205397	0,2954156042	0,0025368655	0,2925260625	0,9475891003
NC_004663.1	BT_0259	BT_0259	290470	291255	-	1,0255045693	-0,0290616517	0,0760008369	0,5391312195	0,8511597151	0,6926041981	0,1988227792	0,4964629866	-0,184924641
NC_004663.1	BT_0260	BT_0260	291378	291932	-	0,4051863308	-0,2316678055	0,1718156901	0,1270546977	0,0311979815	0,0452161465	-0,0004809438	0,3226725544	1,7719221294
NC_004663.1	BT_0261	BT_0261	291941	292210	-	0,1762238661	-0,2767050431	0,1585754705	-0,0173722	-0,1132942123	-0,0501107349	-0,0195239577	0,3244235252	1,3661246715
NC_004663.1	BT_0262	BT_0262	292568	293203	+	-3,6343166498	-0,3725463875	-0,7018387911	-1,3442269137	-2,4667707443	-0,841959722	-0,7559512517	0,3394100528	0,3099156122
NC_004663.1	BT_0263	BT_0263	293299	294711	+	-2,8834561717	0,217916433	0,2698299566	-0,596175125	-0,7828938736	-0,8786012116	0,3610064981	0,2395626656	0,6467586087
NC_004663.1	BT_0264	BT_0264	294837	296585	-	-0,8191360238	0,5012205433	0,7852899691	0,3559636814	0,0747882812	-0,6641193624	0,7177276977	0,3702674634	-0,0191040593
NC_004663.1	BT_0265	BT_0265	296627	298108	-	-1,4347299337	1,1475985635	0,1694338765	-1,1355350256	-0,2269357344	-1,3089138096	0,3315975222	-0,5642211961	0,6351009084
NC_004663.1	BT_0266	BT_0266	298121	299581	-	-1,139031536	-0,0488405868	-0,0062819707	-0,2239497658	-1,3595838292	-0,3806830913	0,1109067399	-0,5719034828	0,9424413181
NC_004663.1	BT_0267	BT_0267	299864	303976	+	-0,8335177012	0,3921271976	-0,1298052554	-0,4622844398	-0,0106659726	-0,0081231268	0,0711859543	-0,1349446149	1,2434707712
NC_004663.1	BT_0268	BT_0268	304251	307184	+	-1,7645013169	0,9076090246	0,2941517431	0,3351952533	0,8701484186	0,0940599796	-0,1678199993	-0,5932968613	1,0921889229
NC_004663.1	BT_0269	BT_0269	307218	308756	+	-1,2847434167	1,080903648	-0,0629190691	0,8133022385	1,0166513261	0,0426479734	0,3457294695	-0,1482407219	2,5174685565
NC_004663.1	BT_0270	BT_0270	308770	309564	+	-1,7717554105	0,0121628078	-1,2328077579	-0,0428374074	-0,7340622793	-1,3575727718	-1,1454608175	-1,3949945471	1,3250805723
NC_004663.1	BT_0271	BT_0271	309707	310582	+	-1,0973071914	0,2248322085	-0,4512621926	0,2840016508	0,1298041296	-1,1323176728	0,2223157827	-0,9588260469	1,4454445832
NC_004663.1	BT_0272	BT_0272	310606	313776	+	-1,2390312019	0,4811844484	0,3298321101	0,078476048	0,2728990634	-0,2383176583	0,3007524315	-0,5516809277	2,1271337398
NC_004663.1	BT_0273	BT_0273	313801	315312	+	-1,4446331936	0,2101288585	-0,3364674178	-0,1256082172	0,4974799926	-1,1535983986	0,9765258273	-0,2721858294	1,8127412154
NC_004663.1	BT_0274	BT_0274	315339	316061	+	-1,7817200024	-0,0203890321	-0,8768000325	-1,3150505563	-0,8834726924	-2,6628328534	-0,2939213316	-0,5670077614	2,0506042054
NC_004663.1	BT_0275	BT_0275	316082	317767	+	-2,5062426723	0,4853990984	-0,6684044591	-0,9490376362	-1,094172428	-1,2564882602	-0,1244214988	-0,4864443077	1,4318551659
NC_004663.1	BT_0276	BT_0276	317808	319613	+	-2,0621977409	0,262474812	-0,5373422977	-0,5461958816	-0,706062386	-1,2172118054	-0,2676532721	-0,5326147719	1,5930444543
NC_004663.1	BT_0277	BT_0277	319627	321744	+	-1,7873618593	-0,0634546181	-0,2059466757	-0,5319661401	-0,5552695529	-1,4903303875	-0,1050381358	-0,2395973985	0,8341659331
NC_004663.1	BT_0278	BT_0278	321756	323528	+	-1,5799889197	0,0468201268	-0,4543947657	-0,5781672927	-1,0129923365	-0,7475341055	-0,3612165452	-0,1958042974	1,5951899564
NC_004663.1	BT_0279	BT_0279	323675	324427	+	-1,5157724453	-0,329818332	0,3728296727	0,1208834802	-0,3816329607	-0,3291731832	-0,3960636164	0,6927824332	1,8161520878
NC_004663.1	BT_0280	BT_0280	324541	325758	+	-0,3303975355	0,0729011266	-0,1826116566	0,7065964765	0,3259443764	0,5706348035	0,2368492229	0,0286388778	-0,0098239491
NC_004663.1	BT_0281	BT_0281	326008	326649	-	0,5331063492	0,4058440249	-0,2860366671	0,5209294344	0,2661191797	0,2832801349	-0,0095505764	-0,32629722	-0,5171215146
NC_004663.1	BT_0282	BT_0282	326951	328246	+	-2,0018555691	-0,1704301402	-0,207814662	-1,661647508	-2,2933735954	-1,2003960346	0,1112677978	0,0720886173	1,1750024688
NC_004663.1	BT_0283	BT_0283	328262	328447	+	-1,9020721734	0,8108114312	0,3759924462	-0,7995666276	-0,0495529365	-0,1881932546	-0,1704122309	0,4408094603	1,814909651
NC_004663.1	BT_0284	BT_0284	328493	329944	+	-2,0170051675	0,6622464223	0,4452274739	1,1861515733	1,1226729704	0,2427100702	-0,0416355573	0,1630535178	3,7270761554
NC_004663.1	BT_0285	BT_0285	330174	331592	+	-1,0658164517	-0,1931111364	-0,2093768755	-1,7846292564	-1,370468813	-0,8960615665	-0,1461455269	0,0962693886	1,5277460257
NC_004663.1	BT_0286	BT_0286	331576	332022	+	-1,5369202784	-0,1081599768	-0,5502351034	-2,1723282819	-1,5950190749	-1,015097265	-0,5277327386	-0,0926680421	0,8514569444
NC_004663.1	BT_0287	BT_0287	332027	332452	+	-0,7223758152	0,1876568594	-0,6430815327	-1,367395806	-1,2255968538	-0,6555836717	-0,24299136	-0,1507719622	0,5024453622
NC_004663.1	BT_0288	BT_0288	332427	333950	+	-0,512694636	-0,1187747175	-0,2075329003	-0,9374058637	-0,6480160966	-0,3667586565	-0,103654928	-0,1525556453	0,209843111
NC_004663.1	BT_0289	BT_0289	334208	336898	-	-0,0006383419	0,2326680086	-0,4772975375	-0,3561573361	-0,0942383528	-0,4798051317	-0,2569051801	0,4047186353	-0,7621478736
NC_004663.1	BT_0290	BT_0290	337216	339555	+	-0,9303395059	0,2731215444	-0,747804739	-1,219917944	-1,0739774538	-1,0240957947	-0,2946108711	-0,3527841585	1,0350748596
NC_004663.1	BT_0291	BT_0291	339758	340723	+	-1,5259060238	-0,4379377444	-0,1529720136	-2,5510710519	-2,3692330735	-2,2261409064	-0,023241185	-0,1600251302	1,1544887865
NC_004663.1	BT_0293	BT_0293	341869	343101	+	0,4850309549	0,8704768987	-0,5377349338	1,1766870848	-0,4535612296	0,6688687098	0,5896629711	0,0450389056	0,6089222122
NC_004663.1	BT_0294	BT_0294	343140	344570	+	-0,9128223965	0,1411470135	-0,3313647224	-1,8007947979	-1,9424713988	-0,9317063519	0,0128320671	-0,4402749255	-0,3590625261
NC_004663.1	BT_0295	BT_0295	344839	345732	+	1,5202282502	-0,1084846103	-0,1246930757	0,3957323804	0,4868543375	0,3448701455	0,0121527701	0,139376583	-1,6297209537
NC_004663.1	BT_0296	BT_0296	345748	349053	+	1,9361178554	-0,3437817258	-0,2324832076	1,1798858461	2,0948343667	0,8994665071	-0,0943057646	-0,1490676345	-0,6213417012
NC_004663.1	BT_0297	BT_0297	349074	350570	+	3,138077488	0,2694592142	0,1537635844	1,7917690907	2,9239913533	1,2060218181	0,1075772332	0,0637811307	0,0985744841
NC_004663.1	BT_0298	BT_0298	350578	351639	+	2,6418870622	-0,399202064	-0,4556942366	0,8664136136	2,384084372	0,147797793	-0,7255652538	-0,8015286935	0,7736619019
NC_004663.1	BT_0299	BT_0299	351688	354804	+	2,3167212611	0,05234806	-0,2008875806	0,9137345936	1,827393278	0,1738635371	0,0944136974	-0,301125013	0,5956592278
NC_004663.1	BT_0300	BT_0300	354807	358001	+	3,4085736316	0,4409201594	0,0050600203	1,8172034077	2,67902105	0,9768638713	0,3681909837	0,0107572826	0,5050483166
NC_004663.1	BT_0301	BT_0301	358006	359517	+	1,296740276	-0,3111644746	-0,2582123788	-0,7565677659	0,3103913411	-0,4501340511	-0,04091056	-0,1785736616	0,1976575215
NC_004663.1	BT_0302	BT_0302	359533	360234	+	2,1104986248	-0,8200985759	-0,6481425286	-0,0069850842	1,1231579957	0,243221786	0,5006991048	-0,1967678784	0,7891142623
NC_004663.1	BT_0303	BT_0303	360384	362600	-	-1,2316873879	-0,4945424491	-0,218083507	-0,6927692922	-0,2724729955	-1,2607592896	-0,0590997926	0,0162707658	1,809193441
NC_004663.1	BT_0304	BT_0304	362872	364107	+	-1,0987865768	1,0296715221	-0,8960994102	0,2334407696	-1,9918565755	-1,3208257313	0,0284866545	0,0709018921	2,0704363143
NC_004663.1	BT_0305	BT_0305	364111	367215	+	-1,1542741757	1,3977236339	-0,8330651287	-0,1801671276	-1,8026521041	-0,9464898447	0,0915842244	-0,0152865313	1,4393722469
NC_004663.1	BT_0306	BT_0306	367215	368588	+	-1,6884444313	1,4847032978	-0,7951687261	-1,2651861453	-2,094411032	-1,2693994572	-0,0102563684	-0,0657729994	1,3427615576
NC_004663.1	BT_0307	BT_0307	368717	370363	+	0,7087702942	-0,2169462922	-0,201144887	-0,1198450761	0,6823917382	0,0611555004	-0,0639385185	0,0293325733	-2,0339392413
NC_004663.1	BT_0308	BT_0308	370710	371414	+	1,9408770337	0,1330933396	-0,6006247012	1,3763497131	1,7823394431	1,0012977858	0,0380681872	0,1749502986	-2,8159631654
NC_004663.1	BT_0309	BT_0309	371489	372832	+	-4,0784566022	-0,5852459396	-0,5422051884	-3,0971347819	-3,6177137889	-3,8698123912	-0,0091259612	0,020805734	2,5158596415
NC_004663.1	BT_0310	BT_0310	372816	373535	+	-4,1282212248	-0,5063867385	-0,6881615995	-3,1048957234	-3,8848025683	-3,7735799564	0,0996744503	-0,0140167373	1,7206696525
NC_004663.1	BT_0311	BT_0311	373622	374992	+	-3,6954910622	-0,524741823	-0,4862198999	-2,7485913101	-3,3160708346	-3,4433353469	0,0503130108	0,141243816	1,9219700845
NC_004663.1	BT_0312	BT_0312	375030	377066	+	-3,8822114416	-0,4509735922	-0,5915546376	-3,0223273687	-3,7770251186	-3,5681550589	0,0068332882	0,1370278556	2,1244056995
